year,venue,kai,date,weekday,day_label,turf_course_variant,cushion_time,cushion_value,moisture_time,moisture_turf_goal_pct,moisture_turf_corner4_pct,moisture_dirt_goal_pct,moisture_dirt_corner4_pct
2025,新潟,02,2025-07-25,金曜日,,A,10:00,9.0,10:00,13.0,13.4,1.5,1.8
2025,新潟,02,2025-07-26,土曜日,第 1日,A,07:00,9.7,05:30,12.9,11.9,2.4,3.5
2025,新潟,02,2025-07-27,日曜日,第 2日,A,07:00,9.1,05:30,13.2,12.2,3.0,3.0
2025,新潟,02,2025-08-01,金曜日,,A,10:30,9.3,10:30,12.3,11.8,1.4,1.4
2025,新潟,02,2025-08-02,土曜日,第 3日,A,07:00,9.2,05:30,12.8,12.4,1.7,2.5
2025,新潟,02,2025-08-03,日曜日,第 4日,A,07:00,9.4,05:30,13.0,11.1,1.8,2.1
2025,新潟,02,2025-08-08,金曜日,,A,10:30,9.4,10:30,11.0,12.0,8.8,8.0
2025,新潟,02,2025-08-09,土曜日,第 5日,A,07:00,9.3,05:30,12.9,13.2,5.7,6.0
2025,新潟,02,2025-08-10,日曜日,第 6日,A,07:00,9.5,05:30,11.2,11.4,4.0,4.2
2025,新潟,02,2025-08-15,金曜日,,A,11:00,7.6,11:00,13.6,14.4,12.0,12.5
2025,新潟,02,2025-08-16,土曜日,第 7日,A,07:00,9.3,05:30,11.6,12.8,7.8,6.8
2025,新潟,02,2025-08-17,日曜日,第 8日,A,07:00,9.1,05:30,11.8,12.2,6.4,6.6
