year,venue,kai,date,weekday,day_label,turf_course_variant,cushion_time,cushion_value,moisture_time,moisture_turf_goal_pct,moisture_turf_corner4_pct,moisture_dirt_goal_pct,moisture_dirt_corner4_pct
2025,小倉,02,2025-06-27,金曜日,,A,08:30,8.6,08:30,10.4,9.4,9.1,12.5
2025,小倉,02,2025-06-28,土曜日,第 1日,A,08:00,9.1,05:00,9.6,8.8,5.6,7.9
2025,小倉,02,2025-06-29,日曜日,第 2日,A,08:00,9.6,05:00,7.6,7.5,4.1,4.4
2025,小倉,02,2025-07-04,金曜日,,A,08:30,8.7,08:30,10.3,9.4,0.7,0.7
2025,小倉,02,2025-07-05,土曜日,第 3日,A,08:00,8.8,05:00,9.8,8.5,0.5,0.9
2025,小倉,02,2025-07-06,日曜日,第 4日,A,08:00,9.1,05:00,8.9,8.6,0.6,0.7
2025,小倉,02,2025-07-11,金曜日,,A,08:30,8.9,08:30,10.0,9.0,0.4,0.4
2025,小倉,02,2025-07-12,土曜日,第 5日,A,08:00,8.7,05:00,10.1,8.7,0.5,0.5
2025,小倉,02,2025-07-13,日曜日,第 6日,A,08:00,9.1,05:00,8.9,8.3,0.5,0.5
2025,小倉,02,2025-07-18,金曜日,,A,08:30,8.8,08:30,10.1,10.1,9.1,8.6
2025,小倉,02,2025-07-19,土曜日,第 7日,A,08:00,8.8,05:00,10.4,9.5,16.4,15.8
2025,小倉,02,2025-07-20,日曜日,第 8日,A,08:00,9.6,05:00,9.3,9.1,7.7,9.5
