year,venue,kai,date,weekday,day_label,turf_course_variant,cushion_time,cushion_value,moisture_time,moisture_turf_goal_pct,moisture_turf_corner4_pct,moisture_dirt_goal_pct,moisture_dirt_corner4_pct
2025,中山,04,2025-09-05,金曜日,,B,10:30,7.5,10:30,16.8,17.4,12.7,12.2
2025,中山,04,2025-09-06,土曜日,第 1日,B,07:00,9.6,05:00,14.2,14.7,10.6,11.5
2025,中山,04,2025-09-07,日曜日,第 2日,B,07:00,9.9,06:00,12.6,13.5,6.3,6.5
2025,中山,04,2025-09-12,金曜日,,B,10:30,9.2,10:30,14.3,15.5,10.6,10.6
2025,中山,04,2025-09-13,土曜日,第 3日,B,07:00,8.3,05:00,15.8,15.6,15.9,18.5
2025,中山,04,2025-09-14,日曜日,第 4日,B,07:00,9.8,06:00,12.9,13.5,9.7,9.5
2025,中山,04,2025-09-15,月曜日,第 5日,B,07:00,9.9,06:00,12.2,13.0,5.7,5.7
2025,中山,04,2025-09-19,金曜日,,C,10:30,8.9,10:30,13.9,15.8,13.2,12.5
2025,中山,04,2025-09-20,土曜日,第 6日,C,07:00,9.2,06:00,13.8,13.9,10.5,10.4
2025,中山,04,2025-09-21,日曜日,第 7日,C,07:00,9.5,06:00,13.6,13.5,7.2,8.8
2025,中山,04,2025-09-26,金曜日,,C,10:30,10.3,10:30,13.0,13.5,1.5,2.0
2025,中山,04,2025-09-27,土曜日,第 8日,C,07:00,10.2,05:00,12.1,12.5,2.5,2.2
2025,中山,04,2025-09-28,日曜日,第 9日,C,07:00,10.3,05:00,12.2,12.6,1.7,1.7
