year,venue,kai,date,weekday,day_label,turf_course_variant,cushion_time,cushion_value,moisture_time,moisture_turf_goal_pct,moisture_turf_corner4_pct,moisture_dirt_goal_pct,moisture_dirt_corner4_pct
2025,東京,05,2025-11-07,金曜日,,B,09:00,9.4,08:30,13.3,13.5,4.0,5.4
2025,東京,05,2025-11-08,土曜日,第 1日,B,07:00,9.2,05:30,13.4,12.5,2.8,3.9
2025,東京,05,2025-11-09,日曜日,第 2日,B,07:00,9.1,05:30,13.0,12.1,3.4,3.1
2025,東京,05,2025-11-14,金曜日,,B,09:00,9.2,08:30,13.8,14.0,4.6,4.3
2025,東京,05,2025-11-15,土曜日,第 3日,B,07:00,9.6,05:00,13.6,11.3,3.2,4.1
2025,東京,05,2025-11-16,日曜日,第 4日,B,07:00,9.3,05:30,12.1,12.2,2.5,2.9
2025,東京,05,2025-11-21,金曜日,,C,09:00,9.4,08:30,14.0,15.5,2.6,2.0
2025,東京,05,2025-11-22,土曜日,,C,09:00,9.2,08:30,15.4,15.6,3.1,3.8
2025,東京,05,2025-11-23,日曜日,第 5日,C,07:00,9.2,05:00,14.4,13.5,2.9,2.1
2025,東京,05,2025-11-24,月曜日,第 6日,C,07:00,9.2,05:30,14.7,13.4,2.4,2.3
2025,東京,05,2025-11-28,金曜日,,C,09:00,9.5,08:30,14.6,13.7,2.2,2.1
2025,東京,05,2025-11-29,土曜日,第 7日,C,07:00,9.1,05:00,14.8,12.2,2.6,2.6
2025,東京,05,2025-11-30,日曜日,第 8日,C,07:00,9.3,05:30,14.9,13.3,1.8,2.1
