year,venue,kai,date,weekday,day_label,turf_course_variant,cushion_time,cushion_value,moisture_time,moisture_turf_goal_pct,moisture_turf_corner4_pct,moisture_dirt_goal_pct,moisture_dirt_corner4_pct
2025,函館,01,2025-06-13,金曜日,,A,09:20,7.6,09:20,12.6,11.3,2.3,2.1
2025,函館,01,2025-06-14,土曜日,第 1日,A,08:20,7.7,05:40,12.3,13.3,3.0,3.9
2025,函館,01,2025-06-15,日曜日,第 2日,A,08:20,8.0,05:40,12.8,12.3,2.1,2.4
2025,函館,01,2025-06-20,金曜日,,A,09:20,7.5,09:20,12.1,13.9,2.1,1.8
2025,函館,01,2025-06-21,土曜日,第 3日,A,08:20,7.5,05:40,11.6,14.3,3.4,2.9
2025,函館,01,2025-06-22,日曜日,第 4日,A,08:20,6.8,05:40,21.3,18.9,10.7,11.2
2025,函館,01,2025-06-27,金曜日,,A,09:20,6.8,09:20,15.0,15.7,11.1,15.0
2025,函館,01,2025-06-28,土曜日,第 5日,A,08:20,7.1,05:40,14.9,17.8,9.1,10.3
2025,函館,01,2025-06-29,日曜日,第 6日,A,08:20,7.2,05:40,13.8,14.7,7.1,8.8
2025,函館,01,2025-07-04,金曜日,,A,09:20,7.1,09:20,14.1,15.1,10.2,9.3
2025,函館,01,2025-07-05,土曜日,第 7日,A,08:20,6.9,05:40,16.1,17.4,15.3,17.0
2025,函館,01,2025-07-06,日曜日,第 8日,A,08:20,7.1,05:40,15.3,16.0,10.1,11.8
2025,函館,01,2025-07-11,金曜日,,B,09:20,7.7,09:20,14.7,16.3,2.3,3.2
2025,函館,01,2025-07-12,土曜日,第 9日,B,08:20,7.4,05:40,14.0,15.9,2.9,2.4
2025,函館,01,2025-07-13,日曜日,第10日,B,08:20,7.7,05:40,13.1,15.2,1.7,2.5
2025,函館,01,2025-07-18,金曜日,,B,09:20,7.5,09:20,15.2,15.3,5.4,5.4
2025,函館,01,2025-07-19,土曜日,第11日,B,08:20,7.9,05:40,15.0,14.1,4.5,6.5
2025,函館,01,2025-07-20,日曜日,第12日,B,08:20,7.8,05:40,13.5,14.9,3.5,3.4
