race_id,race_number,race_name,surface,distance_m,weather,going,start_time,race_date,racecourse,finish_pos,waku,umaban,horse_id,horse_name,sex_age,kinryo,jockey_id,jockey_name,time,margin,passing_order,last_3f,odds_final,popularity,weight,trainer_id,trainer_name,owner_id,owner_name,prize,corner1_raw,corner1_rank,corner1_group_size,corner1_gap_len_est,corner1_is_leader,corner2_raw,corner2_rank,corner2_group_size,corner2_gap_len_est,corner2_is_leader,corner3_raw,corner3_rank,corner3_group_size,corner3_gap_len_est,corner3_is_leader,corner4_raw,corner4_rank,corner4_group_size,corner4_gap_len_est,corner4_is_leader,track_index,track_comment
202405020401,1,3歳未勝利,ダ,1600,晴,良,09:55,2024-04-28,東京,1,1,2,2021105707,アルドール,牝3,55,01150,石川裕紀,1:39.0,,13-12,36.5,6.4,3,492(+4),01038,[東]手塚貴久,486800,キャロットファーム,550.0,,,,,,,,,,,"(*1,4,16)(7,11,13)(3,9,10)6(12,15)(14,2)8-5",13,2,0.0,False,"1(4,16)7,11,3(9,13,10)(12,6)2,15,8,14-5",12,1,3.0,False,-8,
202405020401,1,3歳未勝利,ダ,1600,晴,良,09:55,2024-04-28,東京,2,8,16,2021104499,スズノアムール,牝3,55,00422,内田博幸,1:39.4,2.1/2,2-2,37.8,4.2,2,446(+10),01174,[東]深山雅史,835030,小紫嘉之,220.0,,,,,,,,,,,"(*1,4,16)(7,11,13)(3,9,10)6(12,15)(14,2)8-5",2,3,0.0,False,"1(4,16)7,11,3(9,13,10)(12,6)2,15,8,14-5",2,2,0.0,False,-8,
202405020401,1,3歳未勝利,ダ,1600,晴,良,09:55,2024-04-28,東京,3,5,10,2021102941,セイウンウィズミー,牝3,54,01184,原優介,1:40.1,4,7-7,37.9,13.8,7,472(+4),01189,[東]堀内岳志,897009,西山茂行,140.0,,,,,,,,,,,"(*1,4,16)(7,11,13)(3,9,10)6(12,15)(14,2)8-5",7,3,0.0,False,"1(4,16)7,11,3(9,13,10)(12,6)2,15,8,14-5",7,3,3.0,False,-8,
202405020401,1,3歳未勝利,ダ,1600,晴,良,09:55,2024-04-28,東京,4,2,3,2021104523,タマモポロネーズ,牝3,54,01188,永野猛蔵,1:40.2,クビ,7-6,38.2,32.8,8,440(-2),01023,[東]伊藤圭三,515800,タマモ,83.0,,,,,,,,,,,"(*1,4,16)(7,11,13)(3,9,10)6(12,15)(14,2)8-5",7,3,0.0,False,"1(4,16)7,11,3(9,13,10)(12,6)2,15,8,14-5",6,1,3.0,False,-8,
202405020401,1,3歳未勝利,ダ,1600,晴,良,09:55,2024-04-28,東京,5,7,14,2021102839,ステラカフェ,牝3,55,01140,横山和生,1:40.2,クビ,13-15,37.3,59.0,10,502(+2),01195,[東]嘉藤貴行,629007,西川光一,55.0,,,,,,,,,,,"(*1,4,16)(7,11,13)(3,9,10)6(12,15)(14,2)8-5",13,2,0.0,False,"1(4,16)7,11,3(9,13,10)(12,6)2,15,8,14-5",15,1,7.5,False,-8,
202405020401,1,3歳未勝利,ダ,1600,晴,良,09:55,2024-04-28,東京,6,5,9,2021109095,メイシャローナ,牝3,55,01117,丸田恭介,1:40.3,1/2,7-7,38.1,112.8,12,466(+10),01102,[東]大竹正博,075800,千明牧場,,,,,,,,,,,,"(*1,4,16)(7,11,13)(3,9,10)6(12,15)(14,2)8-5",7,3,0.0,False,"1(4,16)7,11,3(9,13,10)(12,6)2,15,8,14-5",7,3,3.0,False,-8,
202405020401,1,3歳未勝利,ダ,1600,晴,良,09:55,2024-04-28,東京,7,6,11,2021103030,アウストラリス,牝3,55,00733,吉田豊,1:40.3,ハナ,4-5,38.4,8.1,6,438(+2),01134,[東]高橋文雅,553031,石井輝昭,,,,,,,,,,,,"(*1,4,16)(7,11,13)(3,9,10)6(12,15)(14,2)8-5",4,3,0.0,False,"1(4,16)7,11,3(9,13,10)(12,6)2,15,8,14-5",5,1,1.5,False,-8,
202405020401,1,3歳未勝利,ダ,1600,晴,良,09:55,2024-04-28,東京,8,3,6,2021104874,ルーフオブヘヴン,牝3,55,01092,津村明秀,1:40.5,1.1/4,10-10,38.1,7.7,4,454(+14),01064,[東]武藤善則,231033,吉田晴哉,,,,,,,,,,,,"(*1,4,16)(7,11,13)(3,9,10)6(12,15)(14,2)8-5",10,1,0.0,False,"1(4,16)7,11,3(9,13,10)(12,6)2,15,8,14-5",10,2,3.0,False,-8,
202405020401,1,3歳未勝利,ダ,1600,晴,良,09:55,2024-04-28,東京,9,1,1,2021101698,ラッキーアメリカン,牝3,55,01096,大野拓弥,1:40.8,1.3/4,1-1,39.4,51.9,9,502(0),01179,[東]鈴木慎太,003060,ゴドルフィン,,,,,,,,,,,,"(*1,4,16)(7,11,13)(3,9,10)6(12,15)(14,2)8-5",1,3,0.0,True,"1(4,16)7,11,3(9,13,10)(12,6)2,15,8,14-5",1,1,0.0,False,-8,
202405020401,1,3歳未勝利,ダ,1600,晴,良,09:55,2024-04-28,東京,10,2,4,2021102307,モノノフゴールド,牝3,54,01197,佐々木大,1:41.0,1.1/4,2-2,39.4,91.3,11,484(+4),01076,[東]小笠倫弘,368803,ウエスト．フォレスト...,,,,,,,,,,,,"(*1,4,16)(7,11,13)(3,9,10)6(12,15)(14,2)8-5",2,3,0.0,False,"1(4,16)7,11,3(9,13,10)(12,6)2,15,8,14-5",2,2,0.0,False,-8,
