race_id,ranking_type,rank,name,win_1st,win_2nd,win_3rd,win_out,runs,win_rate,place2_rate,place3_rate,win_return_rate,place_return_rate
202645072708,jockey,1,野畑凌,49,33,22,90,194,25.3%,42.3%,53.1%,87.7%,76.8%
202645072708,jockey,2,矢野貴之,27,22,14,59,122,22.1%,40.2%,50%,91.1%,86.5%
202645072708,jockey,3,新原周馬,22,14,19,108,163,13.5%,22.1%,30.7%,91.8%,76.8%
202645072708,jockey,4,町田直希,21,27,23,95,166,12.7%,28.9%,41.6%,55.6%,79.3%
202645072708,jockey,5,笹川翼,19,21,12,56,108,17.6%,37%,46.3%,61%,69.7%
202645072708,jockey,6,櫻井光輔,19,15,11,129,174,10.9%,19.5%,25.3%,68.6%,77.6%
202645072708,jockey,7,佐野遥久,15,17,22,113,167,9%,19.2%,31.7%,85.4%,87.1%
202645072708,jockey,8,御神本訓,15,9,4,14,42,35.7%,57.1%,66.7%,93.8%,97.6%
202645072708,jockey,9,古岡勇樹,10,14,11,92,127,7.9%,18.9%,27.6%,35.7%,73.7%
202645072708,jockey,10,藤江渉,9,12,10,119,150,6%,14%,19.3%,128.4%,72.9%
202645072708,jockey,11,伊藤裕人,9,7,8,112,136,6.6%,11.8%,16.9%,51.2%,48.4%
202645072708,jockey,12,本田正重,8,9,5,32,54,14.8%,31.5%,40.7%,54.1%,108.9%
202645072708,jockey,13,西啓太,8,5,11,55,79,10.1%,16.5%,27.8%,230.9%,86.3%
202645072708,jockey,14,増田充宏,8,5,6,94,113,7.1%,11.5%,16.8%,50%,51.7%
202645072708,jockey,15,山崎誠士,8,4,9,27,48,16.7%,25%,41.7%,37.9%,63.7%
202645072708,jockey,16,中越琉世,7,8,4,73,92,7.6%,16.3%,19.6%,63.8%,99.1%
202645072708,jockey,17,岡村裕基,5,4,1,91,101,5%,8.9%,9.9%,119.7%,52.8%
202645072708,jockey,18,山林堂信,5,1,5,75,86,5.8%,7%,12.8%,123.5%,66.2%
202645072708,jockey,19,池谷匠翔,4,10,16,108,138,2.9%,10.1%,19.6%,18.2%,54.4%
202645072708,jockey,20,神尾香澄,4,4,4,56,68,5.9%,11.8%,17.6%,337.4%,95.1%
202645072708,sire,1,ホッコータルマエ,14,9,7,44,74,18.9%,31.1%,39.2%,141.5%,105.7%
202645072708,sire,2,パイロ,9,4,6,41,60,15%,21.7%,30%,56.7%,56.5%
202645072708,sire,3,モーニン,8,7,4,36,55,14.5%,27.3%,34.5%,208%,88.9%
202645072708,sire,4,ミスターメロディ,8,3,6,24,41,19.5%,26.8%,41.5%,65.9%,62.4%
202645072708,sire,5,コパノリッキー,7,9,5,54,75,9.3%,21.3%,28%,110.8%,65.2%
202645072708,sire,6,モズアスコット,7,4,2,30,43,16.3%,25.6%,30.2%,28.8%,54%
202645072708,sire,7,ニューイヤーズデイ,7,2,5,21,35,20%,25.7%,40%,90.3%,73.1%
202645072708,sire,8,アニマルキングダム,6,6,6,9,27,22.2%,44.4%,66.7%,105.9%,181.1%
202645072708,sire,9,タワーオブロンドン,6,6,5,28,45,13.3%,26.7%,37.8%,55.8%,103.1%
202645072708,sire,10,シャンハイボビー,6,4,7,35,52,11.5%,19.2%,32.7%,37.1%,94.4%
202645072708,sire,11,リオンディーズ,6,2,4,22,34,17.6%,23.5%,35.3%,65.9%,70.3%
202645072708,sire,12,レッドベルジュール,6,0,0,5,11,54.5%,54.5%,54.5%,283.6%,100.9%
202645072708,sire,13,ドレフォン,5,8,4,27,44,11.4%,29.5%,36.4%,81.4%,83.6%
202645072708,sire,14,サトノクラウン,5,4,2,20,31,16.1%,29%,35.5%,195.5%,86.8%
202645072708,sire,15,タイセイレジェンド,5,3,0,9,17,29.4%,47.1%,47.1%,327.1%,116.5%
202645072708,sire,16,マクフィ,5,2,3,14,24,20.8%,29.2%,41.7%,78.8%,75.8%
202645072708,sire,17,アポロケンタッキー,5,1,4,38,48,10.4%,12.5%,20.8%,60%,60.2%
202645072708,sire,18,ダノンレジェンド,4,11,7,30,52,7.7%,28.8%,42.3%,21.2%,100.2%
202645072708,sire,19,エスポワールシチー,4,8,6,50,68,5.9%,17.6%,25%,61.3%,66%
202645072708,sire,20,アジアエクスプレス,4,6,3,26,39,10.3%,25.6%,30.8%,16.7%,101.5%
202645072708,trainer,1,高月賢一,46,23,17,103,189,24.3%,36.5%,44.4%,111.3%,77.8%
202645072708,trainer,2,鈴木義久,21,18,15,94,148,14.2%,26.4%,33.8%,59.4%,63.4%
202645072708,trainer,3,佐々木仁,16,22,13,82,133,12%,28.6%,38.3%,71%,121.9%
202645072708,trainer,4,山崎尋美,16,20,28,125,189,8.5%,19%,33.3%,51.6%,88.9%
202645072708,trainer,5,酒井忍,14,8,10,42,74,18.9%,29.7%,39.2%,67.3%,65.9%
202645072708,trainer,6,佐藤博紀,14,6,14,93,127,11%,15.7%,26%,42.8%,52.3%
202645072708,trainer,7,秋山直之,13,5,0,16,34,38.2%,52.9%,52.9%,225.3%,97.6%
