race_id,ranking_type,rank,name,win_1st,win_2nd,win_3rd,win_out,runs,win_rate,place2_rate,place3_rate,win_return_rate,place_return_rate
202635072712,jockey,1,山本聡哉,16,11,9,43,79,20.3%,34.2%,44.3%,69.2%,67.1%
202635072712,jockey,2,高松亮,14,13,11,52,90,15.6%,30%,42.2%,134.8%,77.1%
202635072712,jockey,3,高橋悠里,12,7,8,59,86,14%,22.1%,30.2%,80.7%,75.5%
202635072712,jockey,4,山本政聡,10,14,9,54,87,11.5%,27.6%,37.9%,35.7%,71%
202635072712,jockey,5,佐々木志,8,11,9,46,74,10.8%,25.7%,37.8%,55.5%,83%
202635072712,jockey,6,菅原辰徳,8,6,9,55,78,10.3%,17.9%,28.2%,139.5%,72.4%
202635072712,jockey,7,村上忍,8,4,8,34,54,14.8%,22.2%,37%,67.8%,66.7%
202635072712,jockey,8,岩本怜,7,3,4,33,47,14.9%,21.3%,27.7%,203.4%,56%
202635072712,jockey,9,山本聡紀,5,7,8,56,76,6.6%,15.8%,26.3%,23.7%,48.6%
202635072712,jockey,10,鈴木祐,4,10,8,45,67,6%,20.9%,32.8%,11.3%,108.5%
202635072712,jockey,11,阿部英俊,2,3,5,48,58,3.4%,8.6%,17.2%,26.6%,83.6%
202635072712,jockey,12,大坪慎,2,1,2,35,40,5%,7.5%,12.5%,68.2%,32%
202635072712,jockey,13,石川倭,2,0,1,1,4,50%,50%,75%,192.5%,107.5%
202635072712,jockey,14,斉藤友香,2,0,0,3,5,40%,40%,40%,298%,94%
202635072712,jockey,15,小林凌,1,5,5,48,59,1.7%,10.2%,18.6%,6.6%,49.3%
202635072712,jockey,16,塚本涼人,1,4,5,64,74,1.4%,6.8%,12.2%,3.5%,30.4%
202635072712,jockey,17,関本玲花,1,4,1,32,38,2.6%,13.2%,15.8%,62.4%,163.9%
202635072712,jockey,18,坂井瑛音,1,2,0,34,37,2.7%,8.1%,8.1%,13.2%,14.9%
202635072712,jockey,19,吉原寛人,1,0,1,2,4,25%,25%,50%,57.5%,67.5%
202635072712,jockey,20,山本大翔,1,0,0,0,1,100%,100%,100%,2840%,190%
202635072712,sire,1,サンダースノー,6,2,4,17,29,20.7%,27.6%,41.4%,70%,121.7%
202635072712,sire,2,ロードカナロア,5,1,2,9,17,29.4%,35.3%,47.1%,78.8%,63.5%
