race_id,ranking_type,rank,name,win_1st,win_2nd,win_3rd,win_out,runs,win_rate,place2_rate,place3_rate,win_return_rate,place_return_rate
202645072710,jockey,1,矢野貴之,17,13,9,37,76,22.4%,39.5%,51.3%,112%,93.6%
202645072710,jockey,2,野畑凌,16,11,12,56,95,16.8%,28.4%,40%,38.5%,65.3%
202645072710,jockey,3,笹川翼,13,14,10,51,88,14.8%,30.7%,40.9%,60.1%,66.7%
202645072710,jockey,4,町田直希,10,11,12,52,85,11.8%,24.7%,37.6%,43.3%,75.3%
202645072710,jockey,5,新原周馬,10,11,7,60,88,11.4%,23.9%,31.8%,128%,92.3%
202645072710,jockey,6,本田正重,10,4,2,30,46,21.7%,30.4%,34.8%,54.8%,59.6%
202645072710,jockey,7,御神本訓,8,7,3,13,31,25.8%,48.4%,58.1%,70.6%,104.8%
202645072710,jockey,8,山林堂信,5,4,4,33,46,10.9%,19.6%,28.3%,64.3%,128.5%
202645072710,jockey,9,西啓太,5,4,3,40,52,9.6%,17.3%,23.1%,253.3%,107.3%
202645072710,jockey,10,佐野遥久,4,7,8,77,96,4.2%,11.5%,19.8%,31.5%,48.8%
202645072710,jockey,11,古岡勇樹,4,5,7,47,63,6.3%,14.3%,25.4%,266.7%,124.9%
202645072710,jockey,12,加藤雄真,4,4,2,47,57,7%,14%,17.5%,354.9%,85.3%
202645072710,jockey,13,藤江渉,3,2,2,54,61,4.9%,8.2%,9.8%,34.9%,21%
202645072710,jockey,14,伊藤裕人,3,2,2,46,53,5.7%,9.4%,13.2%,110.4%,46.8%
202645072710,jockey,15,山崎誠士,3,2,2,14,21,14.3%,23.8%,33.3%,39.5%,52.4%
202645072710,jockey,16,保園翔也,3,0,1,8,12,25%,25%,33.3%,38.3%,53.3%
202645072710,jockey,17,櫻井光輔,2,6,9,70,87,2.3%,9.2%,19.5%,74.6%,103.1%
202645072710,jockey,18,張田昂,2,4,4,18,28,7.1%,21.4%,35.7%,31.4%,53.9%
202645072710,jockey,19,神尾香澄,2,2,2,27,33,6.1%,12.1%,18.2%,239.7%,61.2%
202645072710,jockey,20,和田譲治,2,2,1,16,21,9.5%,19%,23.8%,55.7%,112.4%
202645072710,sire,1,ホッコータルマエ,7,6,5,28,46,15.2%,28.3%,39.1%,191.5%,160.4%
202645072710,sire,2,コパノリッキー,7,2,7,33,49,14.3%,18.4%,32.7%,112%,76.7%
202645072710,sire,3,カリフォルニアクローム,5,6,5,15,31,16.1%,35.5%,51.6%,79%,111.3%
202645072710,sire,4,ダノンレジェンド,5,3,0,11,19,26.3%,42.1%,42.1%,102.1%,102.6%
202645072710,sire,5,モーニン,5,2,2,22,31,16.1%,22.6%,29%,227.4%,98.1%
202645072710,sire,6,エスポワールシチー,5,2,1,30,38,13.2%,18.4%,21.1%,216.3%,72.4%
202645072710,sire,7,オルフェーヴル,5,1,0,6,12,41.7%,50%,50%,415.8%,159.2%
202645072710,sire,8,マジェスティックウォリアー,4,2,3,34,43,9.3%,14%,20.9%,71.2%,51.2%
202645072710,sire,9,ミスターメロディ,4,2,1,5,12,33.3%,50%,58.3%,95%,87.5%
202645072710,sire,10,シャンハイボビー,4,2,0,12,18,22.2%,33.3%,33.3%,84.4%,40%
202645072710,sire,11,ブリックスアンドモルタル,4,0,6,4,14,28.6%,28.6%,71.4%,66.4%,125%
202645072710,sire,12,パイロ,3,3,3,30,39,7.7%,15.4%,23.1%,41.3%,63.3%
202645072710,sire,13,デクラレーションオブウォー,3,3,2,8,16,18.8%,37.5%,50%,40.6%,153.1%
202645072710,sire,14,ニューイヤーズデイ,3,3,1,10,17,17.6%,35.3%,41.2%,338.2%,170.6%
202645072710,sire,15,リオンディーズ,3,2,0,9,14,21.4%,35.7%,35.7%,400%,118.6%
202645072710,sire,16,モズアスコット,3,0,0,16,19,15.8%,15.8%,15.8%,101.6%,29.5%
202645072710,sire,17,ルヴァンスレーヴ,2,6,0,4,12,16.7%,66.7%,66.7%,50.8%,109.2%
