race_id,ranking_type,rank,name,win_1st,win_2nd,win_3rd,win_out,runs,win_rate,place2_rate,place3_rate,win_return_rate,place_return_rate
202635072601,jockey,1,山本聡哉,31,12,11,50,104,29.8%,41.3%,51.9%,70%,71.1%
202635072601,jockey,2,高松亮,24,13,21,69,127,18.9%,29.1%,45.7%,97.2%,78.7%
202635072601,jockey,3,山本政聡,18,17,18,81,134,13.4%,26.1%,39.6%,160.6%,76.3%
202635072601,jockey,4,山本聡紀,15,16,12,94,137,10.9%,22.6%,31.4%,75.3%,73.7%
202635072601,jockey,5,鈴木祐,14,12,6,106,138,10.1%,18.8%,23.2%,125.1%,59.7%
202635072601,jockey,6,菅原辰徳,13,11,7,107,138,9.4%,17.4%,22.5%,77.5%,53.8%
202635072601,jockey,7,佐々木志,11,11,15,91,128,8.6%,17.2%,28.1%,99.9%,87%
202635072601,jockey,8,塚本涼人,9,15,13,113,150,6%,16%,24.7%,126.2%,70.3%
202635072601,jockey,9,村上忍,9,14,3,43,69,13%,33.3%,37.7%,38.3%,83.8%
202635072601,jockey,10,小林凌,8,13,13,110,144,5.6%,14.6%,23.6%,29.6%,105.6%
202635072601,jockey,11,阿部英俊,7,12,5,74,98,7.1%,19.4%,24.5%,50.7%,72.2%
202635072601,jockey,12,坂井瑛音,7,6,8,96,117,6%,11.1%,17.9%,95.6%,50.5%
202635072601,jockey,13,関本玲花,7,5,7,78,97,7.2%,12.4%,19.6%,209.1%,60.6%
202635072601,jockey,14,高橋悠里,6,13,20,80,119,5%,16%,32.8%,64.5%,70.5%
202635072601,jockey,15,岩本怜,6,9,14,83,112,5.4%,13.4%,25.9%,27.9%,71.9%
202635072601,jockey,16,南郷家全,5,10,4,66,85,5.9%,17.6%,22.4%,72.9%,83.2%
202635072601,jockey,17,渡辺竜也,4,0,0,1,5,80%,80%,80%,636%,130%
202635072601,jockey,18,大坪慎,3,5,14,79,101,3%,7.9%,20.8%,25.7%,56.3%
202635072601,jockey,19,吉本隆記,2,1,0,7,10,20%,30%,30%,22%,35%
202635072601,jockey,20,斉藤友香,1,3,4,29,37,2.7%,10.8%,21.6%,8.9%,86.8%
202635072601,sire,1,ミッキーアイル,5,5,5,10,25,20%,40%,60%,81.6%,144%
202635072601,sire,2,エスポワールシチー,5,5,3,25,38,13.2%,26.3%,34.2%,38.4%,78.9%
202635072601,sire,3,コパノリッキー,5,3,1,17,26,19.2%,30.8%,34.6%,657.3%,119.6%
202635072601,sire,4,ドレフォン,5,1,3,18,27,18.5%,22.2%,33.3%,35.2%,49.6%
202635072601,sire,5,サトノアラジン,5,1,2,19,27,18.5%,22.2%,29.6%,72.6%,70%
202635072601,sire,6,ホッコータルマエ,5,1,1,13,20,25%,30%,35%,675.5%,99%
202635072601,sire,7,リアルスティール,5,1,1,8,15,33.3%,40%,46.7%,132%,72.7%
202635072601,sire,8,エピファネイア,4,5,2,22,33,12.1%,27.3%,33.3%,36.7%,71.5%
202635072601,sire,9,マジェスティックウォリアー,4,4,2,20,30,13.3%,26.7%,33.3%,224.7%,102%
202635072601,sire,10,ルヴァンスレーヴ,4,4,0,3,11,36.4%,72.7%,72.7%,88.2%,103.6%
202635072601,sire,11,トーセンラー,4,3,3,16,26,15.4%,26.9%,38.5%,215.8%,114.6%
202635072601,sire,12,ストロングリターン,4,2,3,14,23,17.4%,26.1%,39.1%,776.5%,167%
202635072601,sire,13,ジョーカプチーノ,4,1,2,4,11,36.4%,45.5%,63.6%,591.8%,155.5%
202635072601,sire,14,ベーカバド,4,0,2,12,18,22.2%,22.2%,33.3%,247.8%,91.1%
202635072601,sire,15,ゴールドドリーム,4,0,1,1,6,66.7%,66.7%,83.3%,181.7%,120%
202635072601,sire,16,カリフォルニアクローム,3,3,3,18,27,11.1%,22.2%,33.3%,68.9%,84.1%
202635072601,sire,17,ロゴタイプ,3,3,1,25,32,9.4%,18.8%,21.9%,62.2%,75.6%
202635072601,sire,18,シュヴァルグラン,3,2,4,20,29,10.3%,17.2%,31%,127.2%,67.2%
202635072601,sire,19,ディスクリートキャット,3,2,1,13,19,15.8%,26.3%,31.6%,64.2%,57.4%
202635072601,sire,20,サトノクラウン,3,2,1,7,13,23.1%,38.5%,46.2%,153.1%,119.2%
202635072601,trainer,1,櫻田康二,19,15,8,84,126,15.1%,27%,33.3%,84.8%,60%
202635072601,trainer,2,佐藤雅彦,13,3,17,68,101,12.9%,15.8%,32.7%,164.4%,77.9%
202635072601,trainer,3,千葉幸喜,12,7,5,47,71,16.9%,26.8%,33.8%,141.7%,65.8%
202635072601,trainer,4,新田守,9,12,8,30,59,15.3%,35.6%,49.2%,120.8%,122.9%
202635072601,trainer,5,橘友和,9,10,15,77,111,8.1%,17.1%,30.6%,36.9%,96.8%
202635072601,trainer,6,伊藤和忍,9,7,10,41,67,13.4%,23.9%,38.8%,216.3%,75.8%
202635072601,trainer,7,佐々木由,9,4,6,31,50,18%,26%,38%,121.6%,79.8%
202635072601,trainer,8,菅原右吉,9,2,6,30,47,19.1%,23.4%,36.2%,83.4%,129.1%
202635072601,trainer,9,板垣吉則,7,9,9,46,71,9.9%,22.5%,35.2%,68.5%,64.8%
202635072601,trainer,10,佐藤祐司,7,4,3,32,46,15.2%,23.9%,28.3%,185%,64.8%
202635072601,trainer,11,石川栄,7,2,1,22,32,21.9%,28.1%,31.2%,121.6%,68.1%
202635072601,trainer,12,飯田弘道,6,10,6,66,88,6.8%,18.2%,25%,39.9%,62.2%
202635072601,trainer,13,高橋純,6,7,7,55,75,8%,17.3%,26.7%,72.7%,77.9%
202635072601,trainer,14,櫻田浩樹,6,7,4,57,74,8.1%,17.6%,23%,62.2%,62.4%
