race_id,ranking_type,rank,name,win_1st,win_2nd,win_3rd,win_out,runs,win_rate,place2_rate,place3_rate,win_return_rate,place_return_rate
202635072604,jockey,1,山本聡哉,46,27,12,64,149,30.9%,49%,57%,81.5%,77.2%
202635072604,jockey,2,高松亮,41,25,27,106,199,20.6%,33.2%,46.7%,105.4%,77%
202635072604,jockey,3,山本政聡,31,18,31,112,192,16.1%,25.5%,41.7%,82.1%,71.5%
202635072604,jockey,4,高橋悠里,25,25,22,134,206,12.1%,24.3%,35%,68%,72.9%
202635072604,jockey,5,山本聡紀,23,16,26,127,192,12%,20.3%,32.8%,69.3%,71%
202635072604,jockey,6,村上忍,20,17,20,60,117,17.1%,31.6%,47.9%,102.4%,91.2%
202635072604,jockey,7,菅原辰徳,18,28,20,131,197,9.1%,23.4%,33.5%,74.2%,87.9%
202635072604,jockey,8,阿部英俊,12,15,17,116,160,7.5%,16.9%,27.5%,38.3%,82.6%
202635072604,jockey,9,鈴木祐,11,19,6,127,163,6.7%,18.4%,22.1%,66.7%,62.5%
202635072604,jockey,10,塚本涼人,10,13,21,147,191,5.2%,12%,22.5%,37.1%,52.6%
202635072604,jockey,11,佐々木志,9,14,15,151,189,4.8%,12.2%,20.1%,55.2%,69%
202635072604,jockey,12,関本玲花,8,5,12,112,137,5.8%,9.5%,17.5%,45.5%,45%
202635072604,jockey,13,小林凌,7,15,8,143,173,4%,12.7%,17.3%,56.9%,40.9%
202635072604,jockey,14,大坪慎,7,8,12,93,120,5.8%,12.5%,22.5%,27.7%,55.9%
202635072604,jockey,15,南郷家全,5,6,6,80,97,5.2%,11.3%,16.5%,43.1%,76.6%
202635072604,jockey,16,坂井瑛音,3,11,9,129,152,2%,9.2%,15.1%,16%,48.9%
202635072604,jockey,17,斉藤友香,3,3,2,21,29,10.3%,20.7%,27.6%,117.6%,150.7%
202635072604,jockey,18,岩本怜,1,14,13,119,147,0.7%,10.2%,18.4%,1.7%,44.8%
202635072604,jockey,19,石川倭,1,0,0,0,1,100%,100%,100%,230%,130%
202635072604,jockey,20,吉本隆記,0,1,1,5,7,0%,14.3%,28.6%,0%,152.9%
202635072604,sire,1,エスポワールシチー,7,4,3,24,38,18.4%,28.9%,36.8%,68.4%,63.7%
202635072604,sire,2,タリスマニック,7,4,1,27,39,17.9%,28.2%,30.8%,47.7%,57.9%
202635072604,sire,3,リアルスティール,7,2,2,14,25,28%,36%,44%,164%,88.8%
202635072604,sire,4,コパノリッキー,7,1,5,9,22,31.8%,36.4%,59.1%,75.9%,121.4%
202635072604,sire,5,モーニン,7,0,1,13,21,33.3%,33.3%,38.1%,90.5%,52.9%
202635072604,sire,6,ヘニーヒューズ,6,4,3,20,33,18.2%,30.3%,39.4%,32.4%,63.6%
202635072604,sire,7,バゴ,6,3,0,16,25,24%,36%,36%,264.4%,68.4%
202635072604,sire,8,ベストウォーリア,6,2,4,24,36,16.7%,22.2%,33.3%,149.2%,75.8%
202635072604,sire,9,ビッグアーサー,5,5,8,28,46,10.9%,21.7%,39.1%,93.9%,79.8%
202635072604,sire,10,サンダースノー,5,5,4,24,38,13.2%,26.3%,36.8%,112.6%,101.3%
202635072604,sire,11,カレンブラックヒル,5,4,3,49,61,8.2%,14.8%,19.7%,16.4%,36.9%
202635072604,sire,12,シニスターミニスター,5,4,1,22,32,15.6%,28.1%,31.2%,101.2%,55.6%
202635072604,sire,13,ゴールドシップ,5,3,10,29,47,10.6%,17%,38.3%,148.3%,122.1%
202635072604,sire,14,アルアイン,5,3,2,11,21,23.8%,38.1%,47.6%,205.2%,76.2%
202635072604,sire,15,ホッコータルマエ,5,2,1,14,22,22.7%,31.8%,36.4%,70.5%,82.7%
202635072604,sire,16,アジアエクスプレス,5,1,5,14,25,20%,24%,44%,131.2%,96%
202635072604,sire,17,アメリカンペイトリオット,4,5,4,44,57,7%,15.8%,22.8%,18.8%,89.1%
202635072604,sire,18,マジェスティックウォリアー,4,4,5,25,38,10.5%,21.1%,34.2%,133.9%,92.1%
202635072604,sire,19,マインドユアビスケッツ,4,4,5,20,33,12.1%,24.2%,39.4%,46.7%,78.2%
202635072604,sire,20,サトノアラジン,4,4,4,26,38,10.5%,21.1%,26.3%,109.7%,46.3%
