year,venue,kai,date,weekday,day_label,turf_course_variant,cushion_time,cushion_value,moisture_time,moisture_turf_goal_pct,moisture_turf_corner4_pct,moisture_dirt_goal_pct,moisture_dirt_corner4_pct
2026,新潟,02,2026-07-24,金曜日,,A,10:30,9.6,10:30,14.3,12.7,6.4,8.2
2026,新潟,02,2026-07-25,土曜日,第 1日,A,07:00,9.6,05:30,13.9,12.8,7.6,9.5
2026,新潟,02,2026-07-26,日曜日,第 2日,A,07:00,9.6,05:30,12.9,12.4,8.9,10.0
2026,新潟,02,2026-07-31,金曜日,,A,10:30,9.5,10:30,13.4,12.9,9.5,9.6
2026,新潟,02,2026-08-01,土曜日,第 3日,A,07:00,9.7,05:30,13.0,12.1,7.6,8.1
2026,新潟,02,2026-08-02,日曜日,第 4日,A,07:00,9.8,05:30,12.2,11.3,6.1,6.0
2026,新潟,02,2026-08-07,金曜日,,A,10:30,9.5,10:30,11.5,13.1,1.9,1.4
2026,新潟,02,2026-08-08,土曜日,第 5日,A,07:00,9.5,05:30,11.5,12.8,2.3,2.0
2026,新潟,02,2026-08-09,日曜日,第 6日,A,07:30,9.4,05:30,12.6,12.4,2.0,2.3
2026,新潟,02,2026-08-14,金曜日,,A,10:30,10.0,10:30,10.2,11.7,0.9,1.1
2026,新潟,02,2026-08-15,土曜日,第 7日,A,07:00,10.0,05:30,11.4,12.9,1.7,2.1
2026,新潟,02,2026-08-16,日曜日,第 8日,A,07:00,9.7,05:30,11.1,11.4,2.0,1.8
