year,venue,kai,date,weekday,day_label,turf_course_variant,cushion_time,cushion_value,moisture_time,moisture_turf_goal_pct,moisture_turf_corner4_pct,moisture_dirt_goal_pct,moisture_dirt_corner4_pct
2026,新潟,01,2026-05-01,金曜日,,B,10:30,9.2,10:30,11.5,12.6,4.9,4.8
2026,新潟,01,2026-05-02,土曜日,第 1日,B,07:00,7.1,05:30,16.7,18.9,16.0,18.1
2026,新潟,01,2026-05-03,日曜日,第 2日,B,07:00,8.6,05:30,13.5,15.0,7.5,10.0
2026,新潟,01,2026-05-08,金曜日,,B,10:30,9.4,10:30,9.9,11.6,4.0,3.9
2026,新潟,01,2026-05-09,土曜日,第 3日,B,07:00,8.6,05:30,13.8,14.9,8.5,8.9
2026,新潟,01,2026-05-10,日曜日,第 4日,B,07:00,9.2,05:30,10.2,12.6,5.1,5.2
2026,新潟,01,2026-05-15,金曜日,,B,10:30,9.2,10:30,11.1,12.1,2.4,2.7
2026,新潟,01,2026-05-16,土曜日,第 5日,B,07:00,9.5,05:30,11.1,12.0,2.9,2.6
2026,新潟,01,2026-05-17,日曜日,第 6日,B,07:00,9.5,05:30,10.9,11.9,1.9,2.5
2026,新潟,01,2026-05-22,金曜日,,B,10:30,7.7,10:30,18.7,17.5,14.0,15.9
2026,新潟,01,2026-05-23,土曜日,第 7日,B,07:00,8.8,05:30,13.5,15.7,10.0,11.3
2026,新潟,01,2026-05-24,日曜日,第 8日,B,07:00,8.8,05:30,13.1,13.5,8.0,9.1
