year,venue,kai,date,weekday,day_label,turf_course_variant,cushion_time,cushion_value,moisture_time,moisture_turf_goal_pct,moisture_turf_corner4_pct,moisture_dirt_goal_pct,moisture_dirt_corner4_pct
2026,中京,02,2026-07-24,金曜日,,A,09:30,9.9,09:30,13.4,14.2,2.0,1.4
2026,中京,02,2026-07-25,土曜日,第 1日,A,06:30,9.9,05:30,14.1,13.6,1.5,1.3
2026,中京,02,2026-07-26,日曜日,第 2日,A,06:30,9.5,05:30,14.8,12.8,1.4,1.0
2026,中京,02,2026-07-31,金曜日,,A,09:30,10.2,09:30,13.6,14.8,5.4,5.4
2026,中京,02,2026-08-01,土曜日,第 3日,A,06:30,9.7,05:30,15.1,13.8,4.8,3.8
2026,中京,02,2026-08-02,日曜日,第 4日,A,06:30,9.9,05:30,13.7,14.5,2.8,2.5
2026,中京,02,2026-08-07,金曜日,,A,09:30,10.3,09:30,14.1,14.2,3.7,4.8
2026,中京,02,2026-08-08,土曜日,第 5日,A,06:30,10.3,05:30,13.8,13.1,3.0,3.0
2026,中京,02,2026-08-09,日曜日,第 6日,A,06:30,10.2,05:30,13.8,12.0,2.7,2.5
2026,中京,02,2026-08-14,金曜日,,A,09:30,10.4,09:30,14.2,11.9,4.8,4.6
2026,中京,02,2026-08-15,土曜日,第 7日,A,06:30,10.3,05:30,14.1,13.7,4.3,4.7
2026,中京,02,2026-08-16,日曜日,第 8日,A,06:30,10.8,05:30,13.0,13.1,3.4,3.3
