year,venue,kai,date,weekday,day_label,turf_course_variant,cushion_time,cushion_value,moisture_time,moisture_turf_goal_pct,moisture_turf_corner4_pct,moisture_dirt_goal_pct,moisture_dirt_corner4_pct
2026,函館,01,2026-06-12,金曜日,,A,09:20,7.0,09:20,14.0,18.1,6.5,6.6
2026,函館,01,2026-06-13,土曜日,第 1日,A,08:20,6.5,05:40,14.4,17.9,5.0,5.8
2026,函館,01,2026-06-14,日曜日,第 2日,A,08:20,6.5,05:40,15.6,17.0,8.4,9.4
2026,函館,01,2026-06-19,金曜日,,A,09:20,6.7,09:20,14.3,15.5,3.4,4.7
2026,函館,01,2026-06-20,土曜日,第 3日,A,08:20,6.7,05:40,15.0,16.6,2.9,5.5
2026,函館,01,2026-06-21,日曜日,第 4日,A,08:20,6.7,05:40,15.0,16.4,3.2,3.2
2026,函館,01,2026-06-26,金曜日,,A,09:20,6.6,09:20,14.6,16.0,6.1,6.9
2026,函館,01,2026-06-27,土曜日,第 5日,A,08:20,6.2,05:40,16.8,18.5,17.3,16.3
2026,函館,01,2026-06-28,日曜日,第 6日,A,08:20,6.4,05:40,15.6,17.3,9.1,11.5
2026,函館,01,2026-07-03,金曜日,,A,09:20,6.9,09:20,14.6,15.3,4.6,5.1
2026,函館,01,2026-07-04,土曜日,第 7日,A,08:20,7.1,05:40,14.3,14.5,3.5,4.7
2026,函館,01,2026-07-05,日曜日,第 8日,A,08:20,7.3,05:40,14.5,16.4,2.1,2.9
2026,函館,01,2026-07-10,金曜日,,B,09:20,7.7,09:20,13.0,12.9,3.0,3.0
2026,函館,01,2026-07-11,土曜日,第 9日,B,08:20,7.0,05:40,15.3,15.0,8.3,8.3
2026,函館,01,2026-07-12,日曜日,第10日,B,08:20,6.2,05:40,16.2,17.2,13.7,16.7
2026,函館,01,2026-07-17,金曜日,,B,09:20,7.4,09:20,14.3,15.1,7.4,7.8
2026,函館,01,2026-07-18,土曜日,第11日,B,08:20,7.7,05:40,14.2,15.6,6.2,7.6
2026,函館,01,2026-07-19,日曜日,第12日,B,08:20,6.4,05:40,20.4,18.9,16.3,17.0
