year,venue,kai,date,weekday,day_label,turf_course_variant,cushion_time,cushion_value,moisture_time,moisture_turf_goal_pct,moisture_turf_corner4_pct,moisture_dirt_goal_pct,moisture_dirt_corner4_pct
2026,中山,01,2026-01-03,土曜日,,B,10:30,9.1,10:30,12.5,13.2,7.2,8.2
2026,中山,01,2026-01-04,日曜日,第 1日,B,07:00,9.4,05:00,12.5,13.6,7.1,8.6
2026,中山,01,2026-01-05,月曜日,第 2日,B,08:00,9.7,06:00,12.5,13.0,7.2,7.6
2026,中山,01,2026-01-09,金曜日,,C,10:30,9.9,10:30,12.2,12.9,6.3,5.1
2026,中山,01,2026-01-10,土曜日,第 3日,C,07:00,10.0,05:30,11.9,11.2,5.5,5.7
2026,中山,01,2026-01-11,日曜日,第 4日,C,07:00,10.0,05:00,11.4,11.1,4.5,3.6
2026,中山,01,2026-01-12,月曜日,第 5日,C,07:00,10.3,06:00,10.8,11.0,2.2,2.2
2026,中山,01,2026-01-16,金曜日,,C,10:30,9.8,10:30,12.2,11.0,1.5,1.5
2026,中山,01,2026-01-17,土曜日,第 6日,C,07:00,10.1,05:30,11.1,11.8,1.3,1.7
2026,中山,01,2026-01-18,日曜日,第 7日,C,08:00,10.5,06:00,11.3,11.0,1.4,1.6
2026,中山,01,2026-01-23,金曜日,,C,10:30,10.6,10:30,10.6,11.5,1.2,1.6
2026,中山,01,2026-01-24,土曜日,第 8日,C,08:00,10.7,06:00,10.0,10.8,1.0,1.6
2026,中山,01,2026-01-25,日曜日,第 9日,C,08:00,10.8,06:00,9.8,11.3,1.1,1.2
