year,venue,kai,date,weekday,day_label,turf_course_variant,cushion_time,cushion_value,moisture_time,moisture_turf_goal_pct,moisture_turf_corner4_pct,moisture_dirt_goal_pct,moisture_dirt_corner4_pct
2026,阪神,01,2026-02-20,金曜日,,A,10:00,9.0,10:00,14.0,14.5,1.8,1.3
2026,阪神,01,2026-02-21,土曜日,第 1日,A,07:30,9.0,05:30,13.8,12.3,2.9,2.6
2026,阪神,01,2026-02-22,日曜日,第 2日,A,07:30,9.0,05:30,11.8,11.6,2.9,2.4
2026,阪神,01,2026-02-27,金曜日,,A,10:00,8.7,10:00,14.1,14.0,7.8,9.5
2026,阪神,01,2026-02-28,土曜日,第 3日,A,07:30,8.5,05:30,13.7,12.1,8.2,8.8
2026,阪神,01,2026-03-01,日曜日,第 4日,A,07:30,8.8,05:30,13.8,12.8,8.1,8.3
2026,阪神,01,2026-03-06,金曜日,,A,10:00,9.0,10:00,14.4,11.2,6.6,6.4
2026,阪神,01,2026-03-07,土曜日,第 5日,A,07:30,8.4,05:30,14.6,12.0,9.4,10.2
2026,阪神,01,2026-03-08,日曜日,第 6日,A,07:30,9.0,05:30,12.6,12.0,7.0,7.0
2026,阪神,01,2026-03-13,金曜日,,A,10:00,9.6,10:00,12.7,13.1,2.9,4.4
2026,阪神,01,2026-03-14,土曜日,第 7日,A,07:30,9.6,05:30,11.3,10.5,3.7,4.3
2026,阪神,01,2026-03-15,日曜日,第 8日,A,07:30,9.7,05:30,11.4,10.0,3.2,4.5
2026,阪神,01,2026-03-20,金曜日,,A,10:00,8.9,10:00,14.1,12.7,10.7,12.0
2026,阪神,01,2026-03-21,土曜日,第 9日,A,07:30,9.1,05:30,13.0,12.9,9.1,8.9
2026,阪神,01,2026-03-22,日曜日,第10日,A,07:30,9.3,05:30,11.3,11.5,8.2,7.8
