year,venue,kai,date,weekday,day_label,turf_course_variant,cushion_time,cushion_value,moisture_time,moisture_turf_goal_pct,moisture_turf_corner4_pct,moisture_dirt_goal_pct,moisture_dirt_corner4_pct
2026,東京,01,2026-01-30,金曜日,,D,09:00,9.5,08:30,14.0,11.4,1.6,1.3
2026,東京,01,2026-01-31,土曜日,第 1日,D,07:00,9.6,05:00,14.1,12.3,1.2,1.7
2026,東京,01,2026-02-01,日曜日,第 2日,D,07:00,9.7,05:30,12.3,12.7,1.1,1.4
2026,東京,01,2026-02-06,金曜日,,D,09:00,9.6,08:30,13.0,13.5,1.2,1.1
2026,東京,01,2026-02-07,土曜日,第 3日,D,07:00,9.6,05:00,13.2,12.4,1.4,1.1
2026,東京,01,2026-02-09,月曜日,,D,14:00,9.9,14:00,13.5,13.2,10.9,9.6
2026,東京,01,2026-02-10,火曜日,第 4日,D,07:00,10.1,05:30,14.7,13.3,9.1,8.1
2026,東京,01,2026-02-13,金曜日,,D,09:00,9.8,08:30,14.6,13.2,7.8,7.6
2026,東京,01,2026-02-14,土曜日,第 5日,D,07:00,9.6,05:30,13.6,12.4,6.8,5.8
2026,東京,01,2026-02-15,日曜日,第 6日,D,07:00,9.4,05:30,11.3,13.5,5.5,5.9
2026,東京,01,2026-02-20,金曜日,,D,09:00,9.5,08:30,14.6,12.6,1.9,2.1
2026,東京,01,2026-02-21,土曜日,第 7日,D,07:00,9.8,05:30,13.1,12.3,1.6,1.6
2026,東京,01,2026-02-22,日曜日,第 8日,D,07:00,9.7,05:30,12.1,13.1,1.0,1.1
