year,venue,kai,date,weekday,day_label,turf_course_variant,cushion_time,cushion_value,moisture_time,moisture_turf_goal_pct,moisture_turf_corner4_pct,moisture_dirt_goal_pct,moisture_dirt_corner4_pct
2026,阪神,02,2026-03-27,金曜日,,A,10:00,8.7,10:00,12.5,14.2,11.2,11.9
2026,阪神,02,2026-03-28,土曜日,第 1日,A,07:30,9.0,05:30,11.3,13.7,9.0,8.2
2026,阪神,02,2026-03-29,日曜日,第 2日,A,07:30,9.3,05:30,12.1,13.6,6.6,6.8
2026,阪神,02,2026-04-03,金曜日,,A,10:00,9.2,10:00,13.9,14.1,11.1,11.3
2026,阪神,02,2026-04-04,土曜日,第 3日,A,07:30,9.2,05:30,12.0,12.3,7.7,6.9
2026,阪神,02,2026-04-05,日曜日,第 4日,A,07:30,8.5,05:30,13.2,12.6,16.0,17.0
2026,阪神,02,2026-04-10,金曜日,,B,10:00,8.1,10:00,15.8,19.1,20.1,19.4
2026,阪神,02,2026-04-11,土曜日,第 5日,B,07:30,8.6,05:30,12.8,13.2,14.5,17.3
2026,阪神,02,2026-04-12,日曜日,第 6日,B,07:30,8.9,05:30,12.1,12.5,10.5,11.0
2026,阪神,02,2026-04-17,金曜日,,B,10:00,9.2,10:00,13.9,11.3,10.1,9.1
2026,阪神,02,2026-04-18,土曜日,第 7日,B,07:00,9.4,05:30,12.9,11.2,7.1,5.9
2026,阪神,02,2026-04-19,日曜日,第 8日,B,07:00,9.7,05:30,11.7,9.1,5.5,4.7
