year,venue,kai,date,weekday,day_label,turf_course_variant,cushion_time,cushion_value,moisture_time,moisture_turf_goal_pct,moisture_turf_corner4_pct,moisture_dirt_goal_pct,moisture_dirt_corner4_pct
2026,福島,02,2026-06-26,金曜日,,A,10:00,8.5,10:00,14.8,15.0,11.6,12.2
2026,福島,02,2026-06-27,土曜日,第 1日,A,07:00,9.4,05:00,13.1,14.7,9.4,10.5
2026,福島,02,2026-06-28,日曜日,第 2日,A,07:00,9.7,06:00,10.3,12.9,7.0,6.2
2026,福島,02,2026-07-03,金曜日,,A,10:00,8.3,10:00,13.8,16.8,16.7,17.3
2026,福島,02,2026-07-04,土曜日,第 3日,A,07:00,9.1,05:00,13.8,14.5,13.3,13.8
2026,福島,02,2026-07-05,日曜日,第 4日,A,07:00,9.3,06:00,12.3,13.7,7.4,6.8
2026,福島,02,2026-07-10,金曜日,,B,10:00,9.1,10:00,13.7,10.6,1.2,2.9
2026,福島,02,2026-07-11,土曜日,第 5日,B,07:00,9.4,05:00,12.0,10.7,1.4,1.0
2026,福島,02,2026-07-12,日曜日,第 6日,B,07:00,8.6,06:00,14.1,12.8,6.5,6.9
2026,福島,02,2026-07-17,金曜日,,B,10:00,9.3,10:00,11.9,11.2,2.9,2.6
2026,福島,02,2026-07-18,土曜日,第 7日,B,07:00,9.6,05:00,11.7,10.6,2.7,2.6
2026,福島,02,2026-07-19,日曜日,第 8日,B,07:00,9.8,06:00,11.9,11.5,1.4,1.0
