year,venue,kai,date,weekday,day_label,turf_course_variant,cushion_time,cushion_value,moisture_time,moisture_turf_goal_pct,moisture_turf_corner4_pct,moisture_dirt_goal_pct,moisture_dirt_corner4_pct
2026,京都,03,2026-04-24,金曜日,,C,10:30,9.9,10:30,10.9,10.4,14.7,16.8
2026,京都,03,2026-04-25,土曜日,第 1日,C,07:00,10.2,06:00,8.2,7.9,9.6,10.7
2026,京都,03,2026-04-26,日曜日,第 2日,C,07:00,10.3,06:00,6.5,6.6,7.5,8.5
2026,京都,03,2026-05-01,金曜日,,C,10:30,9.2,10:30,12.5,11.8,18.7,17.9
2026,京都,03,2026-05-02,土曜日,第 3日,C,07:00,9.8,06:00,10.1,9.9,9.5,11.9
2026,京都,03,2026-05-03,日曜日,第 4日,C,07:00,10.3,06:00,7.4,8.2,8.2,7.5
2026,京都,03,2026-05-08,金曜日,,C,10:30,9.7,10:30,8.2,7.0,4.6,4.6
2026,京都,03,2026-05-09,土曜日,第 5日,C,07:00,10.9,06:00,7.8,6.7,4.3,3.7
2026,京都,03,2026-05-10,日曜日,第 6日,C,07:00,11.3,06:00,7.0,6.0,2.1,2.8
2026,京都,03,2026-05-15,金曜日,,D,10:30,10.6,10:30,8.8,7.3,0.6,0.8
2026,京都,03,2026-05-16,土曜日,第 7日,D,07:00,10.4,06:00,6.6,6.7,1.1,1.0
2026,京都,03,2026-05-17,日曜日,第 8日,D,07:00,10.3,06:00,6.1,6.2,1.1,1.0
2026,京都,03,2026-05-22,金曜日,,D,10:30,9.1,10:30,10.8,10.1,13.4,13.8
2026,京都,03,2026-05-23,土曜日,第 9日,D,07:00,9.8,06:00,7.9,8.0,7.4,7.7
2026,京都,03,2026-05-24,日曜日,第10日,D,07:00,10.2,06:00,7.3,7.0,7.3,6.7
2026,京都,03,2026-05-29,金曜日,,D,10:30,10.4,10:30,8.0,7.5,5.5,4.8
2026,京都,03,2026-05-30,土曜日,第11日,D,07:00,10.2,06:00,8.3,7.8,5.1,5.2
2026,京都,03,2026-05-31,日曜日,第12日,D,07:00,10.3,06:00,6.4,6.7,2.9,3.5
