year,venue,kai,date,weekday,day_label,turf_course_variant,cushion_time,cushion_value,moisture_time,moisture_turf_goal_pct,moisture_turf_corner4_pct,moisture_dirt_goal_pct,moisture_dirt_corner4_pct
2026,東京,02,2026-04-24,金曜日,,A,09:00,9.5,08:30,15.7,14.0,11.8,13.8
2026,東京,02,2026-04-25,土曜日,第 1日,A,07:00,9.3,05:30,16.6,13.7,8.0,9.2
2026,東京,02,2026-04-26,日曜日,第 2日,A,07:00,9.7,05:30,13.9,14.4,7.1,9.2
2026,東京,02,2026-05-01,金曜日,,A,09:00,6.4,08:30,19.4,21.0,16.5,14.3
2026,東京,02,2026-05-02,土曜日,第 3日,A,07:00,9.5,05:30,15.3,14.9,11.7,12.3
2026,東京,02,2026-05-03,日曜日,第 4日,A,07:00,9.3,05:30,13.2,14.4,7.0,8.5
2026,東京,02,2026-05-08,金曜日,,A,09:00,9.6,08:30,15.9,14.5,3.3,4.1
2026,東京,02,2026-05-09,土曜日,第 5日,A,07:00,9.9,05:30,13.5,14.6,2.5,3.8
2026,東京,02,2026-05-10,日曜日,第 6日,A,07:00,9.5,05:30,14.7,13.4,2.5,2.9
2026,東京,02,2026-05-15,金曜日,,B,09:00,9.7,08:30,13.7,12.0,2.3,2.7
2026,東京,02,2026-05-16,土曜日,第 7日,B,07:00,10.0,05:00,13.9,12.5,2.2,2.5
2026,東京,02,2026-05-17,日曜日,第 8日,B,07:00,9.8,05:30,13.7,12.7,1.5,2.2
2026,東京,02,2026-05-22,金曜日,,B,09:00,8.5,08:30,18.0,17.5,14.1,15.3
2026,東京,02,2026-05-23,土曜日,第 9日,B,07:00,9.7,05:30,13.7,12.0,11.4,11.0
2026,東京,02,2026-05-24,日曜日,第10日,B,07:00,9.3,05:30,13.6,12.7,9.2,10.1
2026,東京,02,2026-05-29,金曜日,,C,09:00,10.4,08:30,14.7,12.3,3.4,4.3
2026,東京,02,2026-05-30,土曜日,第11日,C,07:00,9.9,05:00,14.9,12.5,2.7,3.0
2026,東京,02,2026-05-31,日曜日,第12日,C,07:00,9.8,05:30,13.5,11.5,1.8,2.1
