year,venue,kai,date,weekday,day_label,turf_course_variant,cushion_time,cushion_value,moisture_time,moisture_turf_goal_pct,moisture_turf_corner4_pct,moisture_dirt_goal_pct,moisture_dirt_corner4_pct
2026,京都,01,2026-01-03,土曜日,,A,09:00,9.9,10:00,8.0,9.1,4.5,4.3
2026,京都,01,2026-01-04,日曜日,第 1日,A,07:00,10.7,06:00,8.6,9.8,3.8,4.0
2026,京都,01,2026-01-05,月曜日,第 2日,A,07:00,10.8,06:00,8.8,8.6,2.9,3.1
2026,京都,01,2026-01-09,金曜日,,A,09:00,10.5,10:00,7.6,8.8,1.2,1.6
2026,京都,01,2026-01-10,土曜日,第 3日,A,07:00,10.4,06:00,9.7,9.8,1.1,1.1
2026,京都,01,2026-01-11,日曜日,第 4日,A,07:00,10.4,06:00,8.1,8.5,1.0,1.0
2026,京都,01,2026-01-12,月曜日,第 5日,A,07:00,11.0,06:00,7.6,8.1,1.2,1.3
2026,京都,01,2026-01-16,金曜日,,A,09:00,10.2,10:00,8.2,8.0,1.0,1.1
2026,京都,01,2026-01-17,土曜日,第 6日,A,07:00,10.4,06:00,7.9,7.7,1.1,0.9
2026,京都,01,2026-01-18,日曜日,第 7日,A,07:00,10.5,06:00,7.4,8.6,0.9,0.9
2026,京都,01,2026-01-23,金曜日,,A,09:00,10.0,10:00,8.2,8.8,1.3,1.9
2026,京都,01,2026-01-24,土曜日,第 8日,A,07:00,10.5,06:00,9.6,8.0,1.3,1.2
2026,京都,01,2026-01-25,日曜日,第 9日,A,07:00,10.6,06:00,7.0,7.9,1.1,0.9
