year,venue,kai,date,weekday,day_label,turf_course_variant,cushion_time,cushion_value,moisture_time,moisture_turf_goal_pct,moisture_turf_corner4_pct,moisture_dirt_goal_pct,moisture_dirt_corner4_pct
2026,札幌,01,2026-07-24,金曜日,,A,09:30,7.6,10:00,12.2,13.7,5.9,4.6
2026,札幌,01,2026-07-25,土曜日,第 1日,A,08:20,7.6,04:00,13.5,13.3,6.1,4.4
2026,札幌,01,2026-07-26,日曜日,第 2日,A,08:20,7.6,04:00,11.2,13.4,3.2,3.7
2026,札幌,01,2026-07-31,金曜日,,A,09:30,7.1,10:00,14.7,14.3,9.8,9.0
2026,札幌,01,2026-08-01,土曜日,第 3日,A,08:20,7.3,04:00,13.8,13.2,8.6,9.4
2026,札幌,01,2026-08-02,日曜日,第 4日,A,08:20,7.3,04:00,13.9,12.5,7.1,8.3
2026,札幌,01,2026-08-07,金曜日,,A,09:30,8.0,10:00,13.0,11.3,1.7,2.7
2026,札幌,01,2026-08-08,土曜日,第 5日,A,08:20,8.1,04:00,11.8,12.4,2.0,2.1
2026,札幌,01,2026-08-09,日曜日,第 6日,A,08:20,8.0,04:00,15.2,13.1,4.8,4.9
2026,札幌,01,2026-08-14,金曜日,,A,09:30,7.9,10:00,14.2,12.4,2.0,1.9
2026,札幌,01,2026-08-15,土曜日,第 7日,A,08:20,7.8,04:00,13.0,13.6,2.0,2.6
2026,札幌,01,2026-08-16,日曜日,第 8日,A,08:20,8.0,04:00,11.4,12.3,2.1,2.1
