race_id,bet_type,rank,combination,payout,popularity
202405050101,単勝,1,10,190,1
202405050101,複勝,1,10,110,1
202405050101,複勝,2,2,160,2
202405050101,複勝,3,3,880,9
202405050101,枠連,1,2 - 6,380,1
202405050101,馬連,1,2 - 10,550,1
202405050101,ワイド,1,2 - 10,320,1
202405050101,ワイド,2,3 - 10,1710,20
202405050101,ワイド,3,2 - 3,2110,22
202405050101,馬単,1,10 → 2,970,2
202405050101,3連複,1,2 - 3 - 10,7060,24
202405050101,3連単,1,10 → 2 → 3,18150,51
202405050102,単勝,1,8,360,2
202405050102,複勝,1,8,130,2
202405050102,複勝,2,3,110,1
202405050102,複勝,3,1,160,4
202405050102,枠連,1,3 - 7,280,1
202405050102,馬連,1,3 - 8,280,1
202405050102,ワイド,1,3 - 8,170,1
202405050102,ワイド,2,1 - 8,540,8
202405050102,ワイド,3,1 - 3,260,3
202405050102,馬単,1,8 → 3,730,2
202405050102,3連複,1,1 - 3 - 8,760,3
202405050102,3連単,1,8 → 3 → 1,3870,14
202405050103,単勝,1,8,430,3
202405050103,複勝,1,8,170,3
202405050103,複勝,2,2,220,4
202405050103,複勝,3,9,540,7
202405050103,枠連,1,2 - 6,2090,9
202405050103,馬連,1,2 - 8,1790,6
202405050103,ワイド,1,2 - 8,480,5
202405050103,ワイド,2,8 - 9,1650,21
202405050103,ワイド,3,2 - 9,2120,23
202405050103,馬単,1,8 → 2,2820,11
202405050103,3連複,1,2 - 8 - 9,8800,29
202405050103,3連単,1,8 → 2 → 9,39630,135
202405050104,単勝,1,8,170,1
202405050104,複勝,1,8,110,1
202405050104,複勝,2,3,330,7
202405050104,複勝,3,1,110,2
202405050104,馬連,1,3 - 8,4140,11
202405050104,ワイド,1,3 - 8,660,11
202405050104,ワイド,2,1 - 8,120,1
202405050104,ワイド,3,1 - 3,610,10
202405050104,馬単,1,8 → 3,4140,11
202405050104,3連複,1,1 - 3 - 8,1210,5
202405050104,3連単,1,8 → 3 → 1,8680,22
202405050105,単勝,1,1,170,1
202405050105,複勝,1,1,110,1
202405050105,複勝,2,6,150,2
202405050105,複勝,3,3,360,7
202405050105,枠連,1,1 - 6,330,1
202405050105,馬連,1,1 - 6,380,1
202405050105,ワイド,1,1 - 6,220,1
202405050105,ワイド,2,1 - 3,700,9
202405050105,ワイド,3,3 - 6,1330,17
202405050105,馬単,1,1 → 6,600,1
202405050105,3連複,1,1 - 3 - 6,2120,8
202405050105,3連単,1,1 → 6 → 3,6110,17
202405050106,単勝,1,10,610,3
202405050106,複勝,1,10,190,3
202405050106,複勝,2,9,150,2
202405050106,複勝,3,11,230,4
202405050106,枠連,1,5 - 5,1530,6
202405050106,馬連,1,9 - 10,1340,4
202405050106,ワイド,1,9 - 10,540,4
202405050106,ワイド,2,10 - 11,1010,11
202405050106,ワイド,3,9 - 11,540,5
202405050106,馬単,1,10 → 9,2960,9
202405050106,3連複,1,9 - 10 - 11,2680,5
202405050106,3連単,1,10 → 9 → 11,14320,26
202405050107,単勝,1,2,300,1
202405050107,複勝,1,2,130,1
202405050107,複勝,2,1,170,4
202405050107,複勝,3,3,160,3
202405050107,枠連,1,1 - 2,960,4
202405050107,馬連,1,1 - 2,850,3
202405050107,ワイド,1,1 - 2,330,4
202405050107,ワイド,2,2 - 3,260,1
202405050107,ワイド,3,1 - 3,350,5
202405050107,馬単,1,2 → 1,1490,4
202405050107,3連複,1,1 - 2 - 3,810,2
202405050107,3連単,1,2 → 1 → 3,3840,3
202405050108,単勝,1,1,390,2
