race_id,ranking_type,rank,name,win_1st,win_2nd,win_3rd,win_out,runs,win_rate,place2_rate,place3_rate,win_return_rate,place_return_rate
202601020101,jockey,1,横山和生,8,4,7,12,31,25.8%,38.7%,61.3%,128.7%,117.1%
202601020101,jockey,2,横山武史,8,3,2,16,29,27.6%,37.9%,44.8%,93.8%,69.3%
202601020101,jockey,3,小林美駒,5,4,3,15,27,18.5%,33.3%,44.4%,88.9%,158.5%
202601020101,jockey,4,佐々木大,4,3,3,21,31,12.9%,22.6%,32.3%,80%,113.2%
202601020101,jockey,5,丹内祐次,3,8,4,16,31,9.7%,35.5%,48.4%,26.8%,88.7%
202601020101,jockey,6,斎藤新,3,3,4,16,26,11.5%,23.1%,38.5%,107.7%,138.5%
202601020101,jockey,7,古川吉洋,2,1,2,19,24,8.3%,12.5%,20.8%,65%,77.1%
202601020101,jockey,8,河原田菜,2,1,0,11,14,14.3%,21.4%,21.4%,84.3%,42.9%
202601020101,jockey,9,浜中俊,1,4,0,13,18,5.6%,27.8%,27.8%,33.3%,48.9%
202601020101,jockey,10,武豊,1,2,1,8,12,8.3%,25%,33.3%,30%,43.3%
202601020101,jockey,11,北村友一,1,2,0,12,15,6.7%,20%,20%,27.3%,32%
202601020101,jockey,12,和田陽希,1,1,1,27,30,3.3%,6.7%,10%,32.3%,21.7%
202601020101,jockey,13,原田和真,1,1,1,9,12,8.3%,16.7%,25%,45%,75.8%
202601020101,jockey,14,松本大輝,1,1,0,18,20,5%,10%,10%,32%,23%
202601020101,jockey,15,西村淳也,1,1,0,4,6,16.7%,33.3%,33.3%,26.7%,36.7%
202601020101,jockey,16,ゴンサル,1,1,0,2,4,25%,50%,50%,200%,90%
202601020101,jockey,17,本田正重,1,1,0,2,4,25%,50%,50%,327.5%,175%
202601020101,jockey,18,森田誠也,1,0,3,4,8,12.5%,12.5%,50%,66.2%,416.2%
202601020101,jockey,19,岩田望来,1,0,2,0,3,33.3%,33.3%,100%,166.7%,296.7%
202601020101,jockey,20,坂井瑠星,1,0,1,2,4,25%,25%,50%,67.5%,70%
202601020101,sire,1,リアルスティール,5,1,0,10,16,31.2%,37.5%,37.5%,151.9%,76.9%
202601020101,sire,2,ドレフォン,4,2,5,20,31,12.9%,19.4%,35.5%,58.7%,89%
202601020101,sire,3,サンダースノー,3,6,1,8,18,16.7%,50%,55.6%,39.4%,186.7%
202601020101,sire,4,ルヴァンスレーヴ,3,3,2,21,29,10.3%,20.7%,27.6%,31%,43.8%
202601020101,sire,5,パイロ,3,0,1,7,11,27.3%,27.3%,36.4%,150%,101.8%
202601020101,sire,6,クリソベリル,2,0,1,15,18,11.1%,11.1%,16.7%,95.6%,57.8%
202601020101,sire,7,サトノクラウン,2,0,1,2,5,40%,40%,60%,160%,86%
202601020101,sire,8,ミスチヴィアスアレックス,2,0,1,2,5,40%,40%,40%,294%,100%
202601020101,sire,9,マインドユアビスケッツ,1,3,3,7,14,7.1%,28.6%,50%,12.9%,140%
202601020101,sire,10,キタサンブラック,1,2,1,6,10,10%,30%,40%,46%,87%
202601020101,sire,11,シニスターミニスター,1,2,0,17,20,5%,15%,15%,156.5%,46%
202601020101,sire,12,キズナ,1,2,0,6,9,11.1%,33.3%,33.3%,31.1%,58.9%
202601020101,sire,13,American Pharoah,1,2,0,4,7,14.3%,42.9%,42.9%,71.4%,92.9%
202601020101,sire,14,ヘニーヒューズ,1,2,0,4,7,14.3%,42.9%,42.9%,24.3%,64.3%
202601020101,sire,15,ホッコータルマエ,1,1,2,12,16,6.2%,12.5%,25%,15%,126.2%
202601020101,sire,16,ルーラーシップ,1,1,2,5,9,11.1%,22.2%,44.4%,37.8%,86.7%
202601020101,sire,17,ナダル,1,1,0,14,16,6.2%,12.5%,12.5%,23.1%,22.5%
202601020101,sire,18,マジェスティックウォリアー,1,1,0,8,10,10%,20%,20%,122%,94%
202601020101,sire,19,アメリカンペイトリオット,1,1,0,1,3,33.3%,66.7%,66.7%,70%,340%
