race_id,ranking_type,rank,name,win_1st,win_2nd,win_3rd,win_out,runs,win_rate,place2_rate,place3_rate,win_return_rate,place_return_rate
202601020102,jockey,1,北村友一,4,0,1,5,10,40%,40%,50%,402%,153%
202601020102,jockey,2,横山武史,3,3,2,9,17,17.6%,35.3%,47.1%,49.4%,80%
202601020102,jockey,3,佐々木大,2,3,1,7,13,15.4%,38.5%,46.2%,350%,123.1%
202601020102,jockey,4,舟山瑠泉,2,1,2,9,14,14.3%,21.4%,35.7%,162.1%,80%
202601020102,jockey,5,横山和生,2,1,2,4,9,22.2%,33.3%,44.4%,72.2%,57.8%
202601020102,jockey,6,池添謙一,2,1,0,4,7,28.6%,42.9%,42.9%,88.6%,58.6%
202601020102,jockey,7,吉田隼人,2,0,1,7,10,20%,20%,30%,77%,57%
202601020102,jockey,8,丹内祐次,1,3,2,9,15,6.7%,26.7%,40%,36.7%,95.3%
202601020102,jockey,9,斎藤新,1,3,2,8,14,7.1%,28.6%,42.9%,39.3%,156.4%
202601020102,jockey,10,浜中俊,1,1,0,10,12,8.3%,16.7%,16.7%,27.5%,20.8%
202601020102,jockey,11,横山典弘,1,0,2,3,6,16.7%,16.7%,33.3%,93.3%,80%
202601020102,jockey,12,ウィリア,1,0,0,1,2,50%,50%,50%,485%,155%
202601020102,jockey,13,バデル,1,0,0,1,2,50%,50%,50%,55%,50%
202601020102,jockey,14,荻野琢真,1,0,0,1,2,50%,50%,50%,390%,95%
202601020102,jockey,15,武豊,0,2,1,6,9,0%,22.2%,33.3%,0%,85.6%
202601020102,jockey,16,古川奈穂,0,2,0,8,10,0%,20%,20%,0%,56%
202601020102,jockey,17,和田陽希,0,1,0,8,9,0%,11.1%,11.1%,0%,35.6%
202601020102,jockey,18,鮫島克駿,0,1,0,6,7,0%,14.3%,14.3%,0%,30%
202601020102,jockey,19,原田和真,0,1,0,4,5,0%,20%,20%,0%,28%
202601020102,jockey,20,石川倭,0,1,0,2,3,0%,33.3%,33.3%,0%,530%
202601020102,sire,1,キタサンブラック,4,0,1,3,8,50%,50%,62.5%,148.8%,81.2%
202601020102,sire,2,サトノダイヤモンド,3,0,0,4,7,42.9%,42.9%,42.9%,307.1%,98.6%
202601020102,sire,3,ダノンバラード,2,3,0,5,10,20%,50%,50%,120%,111%
202601020102,sire,4,エフフォーリア,2,1,1,5,9,22.2%,33.3%,44.4%,97.8%,55.6%
202601020102,sire,5,デクラレーションオブウォー,2,1,0,3,6,33.3%,50%,50%,675%,196.7%
202601020102,sire,6,コントレイル,1,4,2,5,12,8.3%,41.7%,58.3%,46.7%,146.7%
202601020102,sire,7,ロードカナロア,1,1,0,7,9,11.1%,22.2%,22.2%,86.7%,35.6%
202601020102,sire,8,ハーツクライ,1,1,0,4,6,16.7%,33.3%,33.3%,170%,125%
202601020102,sire,9,ハービンジャー,1,0,0,6,7,14.3%,14.3%,14.3%,48.6%,24.3%
202601020102,sire,10,レイデオロ,1,0,0,5,6,16.7%,16.7%,16.7%,70%,20%
202601020102,sire,11,ドレフォン,1,0,0,3,4,25%,25%,25%,47.5%,27.5%
202601020102,sire,12,リアルスティール,1,0,0,3,4,25%,25%,25%,65%,32.5%
202601020102,sire,13,シスキン,1,0,0,1,2,50%,50%,50%,275%,85%
202601020102,sire,14,リーチザクラウン,1,0,0,1,2,50%,50%,50%,500%,100%
202601020102,sire,15,リアルインパクト,1,0,0,1,2,50%,50%,50%,255%,80%
202601020102,sire,16,ニューイヤーズデイ,1,0,0,0,1,100%,100%,100%,2470%,610%
202601020102,sire,17,ゴールドシップ,0,1,2,5,8,0%,12.5%,37.5%,0%,65%
