race_id,ranking_type,rank,name,win_1st,win_2nd,win_3rd,win_out,runs,win_rate,place2_rate,place3_rate,win_return_rate,place_return_rate
202604020110,jockey,1,ゴンサル,5,2,0,6,13,38.5%,53.8%,53.8%,123.1%,71.5%
202604020110,jockey,2,舟山瑠泉,4,3,1,12,20,20%,35%,40%,75%,127.5%
202604020110,jockey,3,丹内祐次,3,6,4,9,22,13.6%,40.9%,59.1%,22.7%,185.5%
202604020110,jockey,4,ルメール,3,5,0,3,11,27.3%,72.7%,72.7%,53.6%,100%
202604020110,jockey,5,荻野極,3,4,3,9,19,15.8%,36.8%,52.6%,69.5%,110%
202604020110,jockey,6,戸崎圭太,3,3,0,8,14,21.4%,42.9%,42.9%,67.1%,58.6%
202604020110,jockey,7,津村明秀,3,0,3,6,12,25%,25%,50%,109.2%,122.5%
202604020110,jockey,8,松山弘平,3,0,1,0,4,75%,75%,100%,302.5%,192.5%
202604020110,jockey,9,小林美駒,3,0,0,4,7,42.9%,42.9%,42.9%,110%,55.7%
202604020110,jockey,10,小崎綾也,3,0,0,3,6,50%,50%,50%,156.7%,73.3%
202604020110,jockey,11,丸山元気,2,6,2,16,26,7.7%,30.8%,38.5%,36.2%,77.7%
202604020110,jockey,12,菊沢一樹,2,3,2,42,49,4.1%,10.2%,14.3%,64.3%,55.7%
202604020110,jockey,13,菅原明良,2,2,3,14,21,9.5%,19%,33.3%,40.5%,51.9%
202604020110,jockey,14,木幡巧也,2,1,2,14,19,10.5%,15.8%,26.3%,54.7%,107.4%
202604020110,jockey,15,柴田裕一,2,1,1,8,12,16.7%,25%,33.3%,79.2%,66.7%
202604020110,jockey,16,西塚洸二,2,0,3,5,10,20%,20%,50%,151%,82%
202604020110,jockey,17,大野拓弥,2,0,0,18,20,10%,10%,10%,42.5%,15%
202604020110,jockey,18,三浦皇成,2,0,0,9,11,18.2%,18.2%,18.2%,42.7%,22.7%
202604020110,jockey,19,斎藤新,1,3,1,19,24,4.2%,16.7%,20.8%,48.8%,85.8%
202604020110,jockey,20,石神深道,1,2,5,19,27,3.7%,11.1%,29.6%,78.1%,120%
202604020110,sire,1,マジェスティックウォリアー,3,1,2,14,20,15%,20%,30%,77.5%,178%
202604020110,sire,2,マインドユアビスケッツ,3,0,2,9,14,21.4%,21.4%,35.7%,62.1%,64.3%
202604020110,sire,3,モズアスコット,3,0,1,3,7,42.9%,42.9%,57.1%,132.9%,104.3%
202604020110,sire,4,ナダル,2,4,3,11,20,10%,30%,45%,53%,141.5%
202604020110,sire,5,ホッコータルマエ,2,2,1,18,23,8.7%,17.4%,21.7%,42.6%,60.4%
202604020110,sire,6,ルーラーシップ,2,2,1,14,19,10.5%,21.1%,26.3%,56.3%,72.1%
202604020110,sire,7,リアルスティール,2,1,0,12,15,13.3%,20%,20%,24.7%,29.3%
202604020110,sire,8,フリオーソ,2,1,0,5,8,25%,37.5%,37.5%,85%,53.8%
202604020110,sire,9,ドレフォン,2,0,5,29,36,5.6%,5.6%,19.4%,81.4%,62.2%
202604020110,sire,10,ドゥラメンテ,2,0,1,9,12,16.7%,16.7%,25%,59.2%,49.2%
202604020110,sire,11,アジアエクスプレス,2,0,0,5,7,28.6%,28.6%,28.6%,150%,67.1%
202604020110,sire,12,ディーマジェスティ,2,0,0,4,6,33.3%,33.3%,33.3%,175%,66.7%
202604020110,sire,13,クリソベリル,1,3,1,8,13,7.7%,30.8%,38.5%,27.7%,53.8%
202604020110,sire,14,カリフォルニアクローム,1,3,0,14,18,5.6%,22.2%,22.2%,89.4%,60.6%
202604020110,sire,15,ロージズインメイ,1,3,0,3,7,14.3%,57.1%,57.1%,58.6%,178.6%
202604020110,sire,16,マクフィ,1,2,2,14,19,5.3%,15.8%,26.3%,16.8%,48.9%
202604020110,sire,17,ブリックスアンドモルタル,1,2,1,17,21,4.8%,14.3%,19%,9%,44.3%
202604020110,sire,18,レイデオロ,1,2,1,10,14,7.1%,21.4%,28.6%,18.6%,40%
202604020110,sire,19,シニスターミニスター,1,2,0,17,20,5%,15%,15%,58.5%,67%
202604020110,sire,20,サトノダイヤモンド,1,1,2,11,15,6.7%,13.3%,26.7%,127.3%,139.3%
202604020110,trainer,1,高木登,2,4,0,6,12,16.7%,50%,50%,68.3%,80.8%
202604020110,trainer,2,伊坂重信,2,2,0,6,10,20%,40%,40%,66%,110%
202604020110,trainer,3,今野貞一,2,2,0,6,10,20%,40%,40%,106%,162%
202604020110,trainer,4,加藤士津,2,2,0,1,5,40%,80%,80%,122%,106%
202604020110,trainer,5,久保田貴,2,1,2,3,8,25%,37.5%,62.5%,80%,110%
202604020110,trainer,6,鈴木慎太,2,1,1,5,9,22.2%,33.3%,44.4%,70%,64.4%
202604020110,trainer,7,宮地貴稔,2,1,0,4,7,28.6%,42.9%,42.9%,105.7%,124.3%
202604020110,trainer,8,中舘英二,2,0,1,8,11,18.2%,18.2%,27.3%,37.3%,122.7%
202604020110,trainer,9,高橋文雅,2,0,1,2,5,40%,40%,60%,250%,118%
202604020110,trainer,10,和田勇介,2,0,0,8,10,20%,20%,20%,59%,25%
202604020110,trainer,11,水野貴広,1,3,2,6,12,8.3%,33.3%,50%,25.8%,154.2%
202604020110,trainer,12,斎藤誠,1,2,1,10,14,7.1%,21.4%,28.6%,40.7%,79.3%
202604020110,trainer,13,上原佑紀,1,2,0,4,7,14.3%,42.9%,42.9%,38.6%,55.7%
202604020110,trainer,14,新開幸一,1,1,2,5,9,11.1%,22.2%,44.4%,75.6%,335.6%
202604020110,trainer,15,辻哲英,1,1,1,7,10,10%,20%,30%,22%,239%
202604020110,trainer,16,尾形和幸,1,1,1,6,9,11.1%,22.2%,33.3%,178.9%,87.8%
202604020110,trainer,17,小林真也,1,1,1,4,7,14.3%,28.6%,42.9%,18.6%,57.1%
202604020110,trainer,18,加藤公太,1,1,0,4,6,16.7%,33.3%,33.3%,58.3%,70%
202604020110,trainer,19,石坂公一,1,1,0,4,6,16.7%,33.3%,33.3%,60%,121.7%
202604020110,trainer,20,牧浦充徳,1,1,0,3,5,20%,40%,40%,40%,66%
