race_id,ranking_type,rank,name,win_1st,win_2nd,win_3rd,win_out,runs,win_rate,place2_rate,place3_rate,win_return_rate,place_return_rate
202603020712,jockey,1,戸崎圭太,4,3,1,2,10,40%,70%,80%,222%,150%
202603020712,jockey,2,荻野極,3,4,3,8,18,16.7%,38.9%,55.6%,55.6%,94.4%
202603020712,jockey,3,坂井瑠星,2,3,0,4,9,22.2%,55.6%,55.6%,56.7%,81.1%
202603020712,jockey,4,小林美駒,2,2,1,4,9,22.2%,44.4%,55.6%,236.7%,174.4%
202603020712,jockey,5,丸山元気,2,1,3,9,15,13.3%,20%,40%,67.3%,118.7%
202603020712,jockey,6,今村聖奈,2,1,1,5,9,22.2%,33.3%,44.4%,113.3%,102.2%
202603020712,jockey,7,武藤雅,2,1,0,9,12,16.7%,25%,25%,209.2%,91.7%
202603020712,jockey,8,菊沢一樹,2,0,4,23,29,6.9%,6.9%,20.7%,104.1%,81.4%
202603020712,jockey,9,三浦皇成,2,0,2,4,8,25%,25%,50%,162.5%,117.5%
202603020712,jockey,10,松本大輝,2,0,0,4,6,33.3%,33.3%,33.3%,248.3%,88.3%
202603020712,jockey,11,丹内祐次,1,2,1,13,17,5.9%,17.6%,23.5%,15.3%,48.2%
202603020712,jockey,12,斎藤新,1,1,1,9,12,8.3%,16.7%,25%,35.8%,56.7%
202603020712,jockey,13,石神深道,1,1,0,8,10,10%,20%,20%,32%,38%
202603020712,jockey,14,永島まな,1,1,0,7,9,11.1%,22.2%,22.2%,24.4%,90%
202603020712,jockey,15,中井裕二,1,1,0,3,5,20%,40%,40%,1672%,404%
202603020712,jockey,16,石田拓郎,1,0,1,18,20,5%,5%,10%,42.5%,70.5%
202603020712,jockey,17,小崎綾也,1,0,1,13,15,6.7%,6.7%,13.3%,410.7%,84%
202603020712,jockey,18,吉田隼人,1,0,1,1,3,33.3%,33.3%,66.7%,126.7%,243.3%
202603020712,jockey,19,高杉吏麒,1,0,0,2,3,33.3%,33.3%,33.3%,373.3%,110%
202603020712,jockey,20,吉村誠之,1,0,0,1,2,50%,50%,50%,2065%,335%
202603020712,sire,1,ダノンレジェンド,2,1,3,6,12,16.7%,25%,50%,278.3%,234.2%
