race_id,ranking_type,rank,name,win_1st,win_2nd,win_3rd,win_out,runs,win_rate,place2_rate,place3_rate,win_return_rate,place_return_rate
202604030107,jockey,1,荻野極,3,1,2,6,12,25%,33.3%,50%,306.7%,150.8%
202604030107,jockey,2,津村明秀,3,0,2,4,9,33.3%,33.3%,55.6%,171.1%,96.7%
202604030107,jockey,3,石川裕紀,3,0,1,8,12,25%,25%,33.3%,467.5%,192.5%
202604030107,jockey,4,戸崎圭太,2,1,3,5,11,18.2%,27.3%,54.5%,50.9%,87.3%
202604030107,jockey,5,田辺裕信,2,1,0,5,8,25%,37.5%,37.5%,183.8%,106.2%
202604030107,jockey,6,大野拓弥,2,0,0,6,8,25%,25%,25%,485%,132.5%
202604030107,jockey,7,丹内祐次,2,0,0,4,6,33.3%,33.3%,33.3%,403.3%,108.3%
202604030107,jockey,8,三浦皇成,1,2,0,5,8,12.5%,37.5%,37.5%,23.8%,70%
202604030107,jockey,9,ゴンサル,1,1,0,3,5,20%,40%,40%,38%,146%
202604030107,jockey,10,杉原誠人,1,0,1,9,11,9.1%,9.1%,18.2%,72.7%,60%
202604030107,jockey,11,今村聖奈,1,0,0,11,12,8.3%,8.3%,8.3%,79.2%,33.3%
202604030107,jockey,12,斎藤新,1,0,0,7,8,12.5%,12.5%,12.5%,62.5%,23.8%
202604030107,jockey,13,小沢大仁,1,0,0,1,2,50%,50%,50%,170%,115%
202604030107,jockey,14,松本大輝,1,0,0,1,2,50%,50%,50%,200%,90%
202604030107,jockey,15,西塚洸二,0,2,0,2,4,0%,50%,50%,0%,390%
202604030107,jockey,16,菊沢一樹,0,1,1,15,17,0%,5.9%,11.8%,0%,35.3%
202604030107,jockey,17,武藤雅,0,1,1,6,8,0%,12.5%,25%,0%,51.2%
202604030107,jockey,18,岩田望来,0,1,1,4,6,0%,16.7%,33.3%,0%,55%
202604030107,jockey,19,和田陽希,0,1,1,2,4,0%,25%,50%,0%,235%
202604030107,jockey,20,木幡巧也,0,1,0,12,13,0%,7.7%,7.7%,0%,28.5%
202604030107,sire,1,サトノダイヤモンド,3,0,0,4,7,42.9%,42.9%,42.9%,235.7%,102.9%
202604030107,sire,2,エピファネイア,2,2,3,8,15,13.3%,26.7%,46.7%,265.3%,185.3%
202604030107,sire,3,シルバーステート,1,2,1,5,9,11.1%,33.3%,44.4%,98.9%,160%
202604030107,sire,4,ロードカナロア,1,1,1,6,9,11.1%,22.2%,33.3%,166.7%,106.7%
202604030107,sire,5,レイデオロ,1,1,0,5,7,14.3%,28.6%,28.6%,274.3%,108.6%
202604030107,sire,6,イスラボニータ,1,0,1,9,11,9.1%,9.1%,18.2%,29.1%,29.1%
202604030107,sire,7,ビッグアーサー,1,0,1,7,9,11.1%,11.1%,22.2%,88.9%,82.2%
202604030107,sire,8,モーリス,1,0,1,6,8,12.5%,12.5%,25%,122.5%,73.8%
202604030107,sire,9,シュヴァルグラン,1,0,1,2,4,25%,25%,50%,47.5%,97.5%
202604030107,sire,10,フィエールマン,1,0,0,5,6,16.7%,16.7%,16.7%,140%,31.7%
202604030107,sire,11,グレーターロンドン,1,0,0,4,5,20%,20%,20%,332%,80%
202604030107,sire,12,インディチャンプ,1,0,0,3,4,25%,25%,25%,105%,55%
202604030107,sire,13,スワーヴリチャード,1,0,0,3,4,25%,25%,25%,190%,62.5%
202604030107,sire,14,ダノンプレミアム,1,0,0,3,4,25%,25%,25%,100%,45%
202604030107,sire,15,カラヴァッジオ,1,0,0,1,2,50%,50%,50%,95%,55%
202604030107,sire,16,ステルヴィオ,1,0,0,1,2,50%,50%,50%,475%,200%
202604030107,sire,17,ディープインパクト,1,0,0,1,2,50%,50%,50%,460%,135%
202604030107,sire,18,ナダル,1,0,0,1,2,50%,50%,50%,250%,95%
202604030107,sire,19,ハービンジャー,1,0,0,1,2,50%,50%,50%,1610%,410%
202604030107,sire,20,ポエティックフレア,1,0,0,1,2,50%,50%,50%,100%,55%
202604030107,trainer,1,畠山吉宏,2,1,0,3,6,33.3%,50%,50%,353.3%,145%
202604030107,trainer,2,高柳瑞樹,2,1,0,1,4,50%,75%,75%,257.5%,115%
202604030107,trainer,3,久保田貴,1,1,0,2,4,25%,50%,50%,865%,290%
202604030107,trainer,4,伊藤大士,1,0,1,3,5,20%,20%,40%,190%,90%
202604030107,trainer,5,青木孝文,1,0,1,2,4,25%,25%,50%,47.5%,97.5%
202604030107,trainer,6,田中剛,1,0,1,2,4,25%,25%,50%,190%,235%
202604030107,trainer,7,柄崎将寿,1,0,1,2,4,25%,25%,50%,80%,485%
202604030107,trainer,8,鈴木伸尋,1,0,1,0,2,50%,50%,100%,490%,255%
202604030107,trainer,9,岩戸孝樹,1,0,0,6,7,14.3%,14.3%,14.3%,114.3%,41.4%
202604030107,trainer,10,斎藤誠,1,0,0,6,7,14.3%,14.3%,14.3%,71.4%,27.1%
202604030107,trainer,11,堀内岳志,1,0,0,6,7,14.3%,14.3%,14.3%,60%,31.4%
202604030107,trainer,12,黒岩陽一,1,0,0,3,4,25%,25%,25%,805%,205%
202604030107,trainer,13,尾形和幸,1,0,0,2,3,33.3%,33.3%,33.3%,316.7%,133.3%
202604030107,trainer,14,木村哲也,1,0,0,2,3,33.3%,33.3%,33.3%,120%,60%
202604030107,trainer,15,奥平雅士,1,0,0,1,2,50%,50%,50%,445%,180%
202604030107,trainer,16,手塚貴久,1,0,0,1,2,50%,50%,50%,120%,55%
202604030107,trainer,17,上原博之,1,0,0,1,2,50%,50%,50%,260%,110%
202604030107,trainer,18,池江泰寿,1,0,0,1,2,50%,50%,50%,460%,135%
202604030107,trainer,19,本田優,1,0,0,1,2,50%,50%,50%,200%,90%
202604030107,trainer,20,吉岡辰弥,1,0,0,0,1,100%,100%,100%,340%,230%
