race_id,ranking_type,rank,name,win_1st,win_2nd,win_3rd,win_out,runs,win_rate,place2_rate,place3_rate,win_return_rate,place_return_rate
202601020107,jockey,1,小林美駒,4,3,1,6,14,28.6%,50%,57.1%,116.4%,101.4%
202601020107,jockey,2,丹内祐次,3,0,0,9,12,25%,25%,25%,264.2%,66.7%
202601020107,jockey,3,西村淳也,3,0,0,0,3,100%,100%,100%,1080%,273.3%
202601020107,jockey,4,斎藤新,2,1,1,3,7,28.6%,42.9%,57.1%,111.4%,77.1%
202601020107,jockey,5,古川吉洋,1,0,2,5,8,12.5%,12.5%,37.5%,67.5%,83.8%
202601020107,jockey,6,横山琉人,1,0,1,4,6,16.7%,16.7%,33.3%,26.7%,36.7%
202601020107,jockey,7,小沢大仁,1,0,1,4,6,16.7%,16.7%,33.3%,60%,165%
202601020107,jockey,8,和田陽希,1,0,0,7,8,12.5%,12.5%,12.5%,101.2%,16.2%
202601020107,jockey,9,川又賢治,1,0,0,2,3,33.3%,33.3%,33.3%,236.7%,66.7%
202601020107,jockey,10,古川奈穂,0,3,0,6,9,0%,33.3%,33.3%,0%,165.6%
202601020107,jockey,11,舟山瑠泉,0,2,0,7,9,0%,22.2%,22.2%,0%,25.6%
202601020107,jockey,12,岩田康誠,0,2,0,1,3,0%,66.7%,66.7%,0%,350%
202601020107,jockey,13,横山武史,0,1,1,4,6,0%,16.7%,33.3%,0%,73.3%
202601020107,jockey,14,武豊,0,1,1,1,3,0%,33.3%,66.7%,0%,93.3%
202601020107,jockey,15,鷲頭虎太,0,1,1,1,3,0%,33.3%,66.7%,0%,186.7%
202601020107,jockey,16,河原田菜,0,1,0,5,6,0%,16.7%,16.7%,0%,26.7%
202601020107,jockey,17,森田誠也,0,1,0,3,4,0%,25%,25%,0%,80%
202601020107,jockey,18,北村友一,0,1,0,2,3,0%,33.3%,33.3%,0%,53.3%
202601020107,jockey,19,川田将雅,0,0,2,0,2,0%,0%,100%,0%,245%
202601020107,jockey,20,遠藤汰月,0,0,1,5,6,0%,0%,16.7%,0%,58.3%
202601020107,sire,1,リオンディーズ,2,0,1,1,4,50%,50%,75%,337.5%,127.5%
202601020107,sire,2,タワーオブロンドン,2,0,0,4,6,33.3%,33.3%,33.3%,61.7%,36.7%
202601020107,sire,3,ミスターメロディ,2,0,0,2,4,50%,50%,50%,242.5%,82.5%
202601020107,sire,4,フォーウィールドライブ,1,1,1,7,10,10%,20%,30%,57%,55%
202601020107,sire,5,シャンハイボビー,1,1,0,1,3,33.3%,66.7%,66.7%,226.7%,183.3%
202601020107,sire,6,ロードカナロア,1,0,3,3,7,14.3%,14.3%,42.9%,98.6%,92.9%
202601020107,sire,7,ニューイヤーズデイ,1,0,0,2,3,33.3%,33.3%,33.3%,60%,36.7%
202601020107,sire,8,シニスターミニスター,1,0,0,1,2,50%,50%,50%,445%,115%
202601020107,sire,9,ダノンレジェンド,1,0,0,1,2,50%,50%,50%,180%,110%
202601020107,sire,10,Dandy Man,1,0,0,0,1,100%,100%,100%,510%,140%
202601020107,sire,11,カレンブラックヒル,1,0,0,0,1,100%,100%,100%,380%,120%
202601020107,sire,12,キャプテンキング,1,0,0,0,1,100%,100%,100%,310%,150%
202601020107,sire,13,シュヴァルグラン,1,0,0,0,1,100%,100%,100%,2370%,490%
202601020107,sire,14,パイロ,1,0,0,0,1,100%,100%,100%,1770%,430%
202601020107,sire,15,デクラレーションオブウォー,0,2,1,3,6,0%,33.3%,50%,0%,183.3%
202601020107,sire,16,モーリス,0,2,1,1,4,0%,50%,75%,0%,157.5%
202601020107,sire,17,フィレンツェファイア,0,1,1,4,6,0%,16.7%,33.3%,0%,166.7%
202601020107,sire,18,スワーヴリチャード,0,1,1,1,3,0%,33.3%,66.7%,0%,186.7%
202601020107,sire,19,サウスヴィグラス,0,1,1,0,2,0%,50%,100%,0%,530%
202601020107,sire,20,ルヴァンスレーヴ,0,1,0,7,8,0%,12.5%,12.5%,0%,31.2%
202601020107,trainer,1,小林真也,2,2,0,2,6,33.3%,66.7%,66.7%,158.3%,83.3%
202601020107,trainer,2,小栗実,2,0,0,1,3,66.7%,66.7%,66.7%,290%,110%
202601020107,trainer,3,杉山佳明,1,1,0,0,2,50%,100%,100%,1185%,310%
202601020107,trainer,4,柄崎将寿,1,1,0,0,2,50%,100%,100%,340%,275%
202601020107,trainer,5,河嶋宏樹,1,0,1,1,3,33.3%,33.3%,66.7%,236.7%,150%
202601020107,trainer,6,石栗龍彦,1,0,1,0,2,50%,50%,100%,270%,190%
202601020107,trainer,7,奥平雅士,1,0,0,3,4,25%,25%,25%,442.5%,107.5%
