race_id,ranking_type,rank,name,win_1st,win_2nd,win_3rd,win_out,runs,win_rate,place2_rate,place3_rate,win_return_rate,place_return_rate
202607020107,jockey,1,松山弘平,2,3,0,6,11,18.2%,45.5%,45.5%,44.5%,58.2%
202607020107,jockey,2,池添謙一,2,1,1,0,4,50%,75%,100%,195%,317.5%
202607020107,jockey,3,坂井瑠星,2,0,0,0,2,100%,100%,100%,430%,185%
202607020107,jockey,4,西村淳也,1,1,1,1,4,25%,50%,75%,170%,172.5%
202607020107,jockey,5,田口貫太,1,0,1,1,3,33.3%,33.3%,66.7%,356.7%,140%
202607020107,jockey,6,武豊,1,0,1,1,3,33.3%,33.3%,66.7%,306.7%,180%
202607020107,jockey,7,西塚洸二,1,0,0,4,5,20%,20%,20%,316%,70%
202607020107,jockey,8,川田将雅,1,0,0,4,5,20%,20%,20%,52%,22%
202607020107,jockey,9,団野大成,1,0,0,4,5,20%,20%,20%,290%,82%
202607020107,jockey,10,斎藤新,1,0,0,3,4,25%,25%,25%,117.5%,35%
202607020107,jockey,11,小崎綾也,1,0,0,2,3,33.3%,33.3%,33.3%,446.7%,96.7%
202607020107,jockey,12,鮫島克駿,1,0,0,1,2,50%,50%,50%,220%,100%
202607020107,jockey,13,浜中俊,0,2,0,3,5,0%,40%,40%,0%,170%
202607020107,jockey,14,和田竜二,0,2,0,0,2,0%,100%,100%,0%,225%
202607020107,jockey,15,岩田康誠,0,1,2,3,6,0%,16.7%,50%,0%,168.3%
202607020107,jockey,16,小沢大仁,0,1,1,4,6,0%,16.7%,16.7%,0%,18.3%
202607020107,jockey,17,富田暁,0,1,1,2,4,0%,25%,50%,0%,190%
202607020107,jockey,18,吉村誠之,0,1,0,3,4,0%,25%,25%,0%,245%
202607020107,jockey,19,岩田望来,0,1,0,2,3,0%,33.3%,33.3%,0%,40%
202607020107,jockey,20,田山旺佑,0,1,0,1,2,0%,50%,50%,0%,75%
202607020107,sire,1,ドゥラメンテ,2,3,1,3,9,22.2%,55.6%,66.7%,86.7%,164.4%
202607020107,sire,2,サートゥルナーリア,2,0,0,5,7,28.6%,28.6%,28.6%,122.9%,52.9%
202607020107,sire,3,コントレイル,1,1,0,0,2,50%,100%,100%,340%,235%
202607020107,sire,4,キズナ,1,0,2,5,8,12.5%,12.5%,37.5%,133.8%,90%
202607020107,sire,5,ハービンジャー,1,0,2,2,5,20%,20%,60%,94%,176%
202607020107,sire,6,ミッキーアイル,1,0,2,0,3,33.3%,33.3%,100%,306.7%,273.3%
202607020107,sire,7,ブリックスアンドモルタル,1,0,1,7,9,11.1%,11.1%,22.2%,48.9%,34.4%
202607020107,sire,8,リアルスティール,1,0,1,4,6,16.7%,16.7%,16.7%,38.3%,18.3%
202607020107,sire,9,ゴールドシップ,1,0,0,14,15,6.7%,6.7%,6.7%,17.3%,7.3%
202607020107,sire,10,ルーラーシップ,1,0,0,6,7,14.3%,14.3%,14.3%,207.1%,58.6%
202607020107,sire,11,サトノダイヤモンド,1,0,0,4,5,20%,20%,20%,52%,26%
202607020107,sire,12,モーリス,1,0,0,3,4,25%,25%,25%,395%,87.5%
202607020107,sire,13,Kingman,1,0,0,0,1,100%,100%,100%,1340%,290%
202607020107,sire,14,エピファネイア,0,2,0,9,11,0%,18.2%,18.2%,0%,26.4%
202607020107,sire,15,レイデオロ,0,2,0,8,10,0%,20%,20%,0%,125%
202607020107,sire,16,フィエールマン,0,1,1,3,5,0%,20%,40%,0%,74%
202607020107,sire,17,キタサンブラック,0,1,1,1,3,0%,33.3%,66.7%,0%,283.3%
202607020107,sire,18,ジャスタウェイ,0,1,0,3,4,0%,25%,25%,0%,30%
202607020107,sire,19,スワーヴリチャード,0,1,0,2,3,0%,33.3%,33.3%,0%,156.7%
202607020107,sire,20,ダノンバラード,0,1,0,1,2,0%,50%,50%,0%,190%
202607020107,trainer,1,矢作芳人,3,0,0,1,4,75%,75%,75%,385%,172.5%
202607020107,trainer,2,斉藤崇史,2,1,1,2,6,33.3%,50%,66.7%,130%,178.3%
202607020107,trainer,3,池江泰寿,2,0,1,3,6,33.3%,33.3%,50%,221.7%,91.7%
202607020107,trainer,4,石坂公一,2,0,1,1,4,50%,50%,75%,167.5%,262.5%
202607020107,trainer,5,高橋義忠,1,0,1,1,3,33.3%,33.3%,66.7%,306.7%,180%
202607020107,trainer,6,藤原英昭,1,0,0,3,4,25%,25%,25%,395%,87.5%
202607020107,trainer,7,安達昭夫,1,0,0,2,3,33.3%,33.3%,33.3%,86.7%,36.7%
202607020107,trainer,8,坂口智康,1,0,0,1,2,50%,50%,50%,725%,205%
202607020107,trainer,9,高橋一哉,1,0,0,0,1,100%,100%,100%,1340%,290%
202607020107,trainer,10,浜田多実,1,0,0,0,1,100%,100%,100%,470%,140%
202607020107,trainer,11,茶木太樹,0,2,0,1,3,0%,66.7%,66.7%,0%,260%
202607020107,trainer,12,田中一巧,0,2,0,1,3,0%,66.7%,66.7%,0%,96.7%
202607020107,trainer,13,友道康夫,0,2,0,0,2,0%,100%,100%,0%,135%
202607020107,trainer,14,藤岡健一,0,1,1,1,3,0%,33.3%,66.7%,0%,123.3%
202607020107,trainer,15,中内田充,0,1,0,2,3,0%,33.3%,33.3%,0%,36.7%
202607020107,trainer,16,佐藤悠太,0,1,0,1,2,0%,50%,50%,0%,235%
202607020107,trainer,17,鹿戸雄一,0,1,0,1,2,0%,50%,50%,0%,190%
202607020107,trainer,18,柏原誠路,0,1,0,1,2,0%,50%,50%,0%,490%
202607020107,trainer,19,平田修,0,1,0,1,2,0%,50%,50%,0%,135%
202607020107,trainer,20,堀宣行,0,1,0,1,2,0%,50%,50%,0%,55%
