race_id,ranking_type,rank,name,win_1st,win_2nd,win_3rd,win_out,runs,win_rate,place2_rate,place3_rate,win_return_rate,place_return_rate
202607020110,jockey,1,松山弘平,7,2,1,12,22,31.8%,40.9%,45.5%,196.8%,99.1%
202607020110,jockey,2,高杉吏麒,5,0,3,20,28,17.9%,17.9%,25%,106.4%,52.5%
202607020110,jockey,3,バデル,4,1,0,7,12,33.3%,41.7%,41.7%,537.5%,148.3%
202607020110,jockey,4,西塚洸二,3,3,1,15,22,13.6%,27.3%,31.8%,135%,83.6%
202607020110,jockey,5,松若風馬,3,0,1,11,15,20%,20%,26.7%,401.3%,128%
202607020110,jockey,6,川田将雅,2,3,3,5,13,15.4%,38.5%,61.5%,27.7%,100%
202607020110,jockey,7,坂井瑠星,2,3,1,3,9,22.2%,55.6%,66.7%,171.1%,122.2%
202607020110,jockey,8,団野大成,2,2,2,20,26,7.7%,15.4%,23.1%,46.9%,42.7%
202607020110,jockey,9,田山旺佑,2,1,2,11,16,12.5%,18.8%,31.2%,212.5%,116.9%
202607020110,jockey,10,北村友一,2,1,0,3,6,33.3%,50%,50%,150%,103.3%
202607020110,jockey,11,永島まな,2,0,1,21,24,8.3%,8.3%,12.5%,132.1%,39.2%
202607020110,jockey,12,松本大輝,2,0,1,8,11,18.2%,18.2%,27.3%,46.4%,74.5%
202607020110,jockey,13,吉村誠之,1,3,2,23,29,3.4%,13.8%,20.7%,15.2%,67.2%
202607020110,jockey,14,田口貫太,1,2,2,13,18,5.6%,16.7%,27.8%,9.4%,120%
202607020110,jockey,15,鷲頭虎太,1,2,0,4,7,14.3%,42.9%,42.9%,470%,285.7%
202607020110,jockey,16,富田暁,1,1,4,15,21,4.8%,9.5%,28.6%,18.1%,64.3%
202607020110,jockey,17,亀田温心,1,1,2,10,14,7.1%,14.3%,28.6%,25%,70.7%
202607020110,jockey,18,角田大和,1,1,1,10,13,7.7%,15.4%,23.1%,79.2%,67.7%
202607020110,jockey,19,国分恭介,1,1,0,11,13,7.7%,15.4%,15.4%,33.1%,96.2%
202607020110,jockey,20,鮫島克駿,1,1,0,6,8,12.5%,25%,25%,30%,30%
202607020110,sire,1,ルヴァンスレーヴ,5,3,5,20,33,15.2%,24.2%,39.4%,102.4%,97.9%
202607020110,sire,2,キズナ,3,5,3,14,25,12%,32%,40%,46%,68%
202607020110,sire,3,ドレフォン,3,2,2,25,32,9.4%,15.6%,21.9%,118.4%,55.9%
202607020110,sire,4,ナダル,3,2,0,10,15,20%,33.3%,33.3%,360.7%,120.7%
202607020110,sire,5,キタサンブラック,3,1,1,10,15,20%,26.7%,33.3%,225.3%,73.3%
202607020110,sire,6,ヘニーヒューズ,2,2,0,13,17,11.8%,23.5%,23.5%,38.2%,44.1%
202607020110,sire,7,パイロ,2,1,1,11,15,13.3%,20%,26.7%,95.3%,112.7%
202607020110,sire,8,コパノリッキー,2,1,1,5,9,22.2%,33.3%,44.4%,65.6%,60%
202607020110,sire,9,モズアスコット,2,1,1,5,9,22.2%,33.3%,44.4%,470%,278.9%
202607020110,sire,10,ホッコータルマエ,1,3,2,15,21,4.8%,19%,28.6%,11%,77.1%
202607020110,sire,11,リオンディーズ,1,3,0,2,6,16.7%,66.7%,66.7%,28.3%,195%
202607020110,sire,12,モーリス,1,2,4,7,14,7.1%,21.4%,42.9%,47.1%,94.3%
202607020110,sire,13,ロードカナロア,1,2,0,11,14,7.1%,21.4%,21.4%,10%,36.4%
202607020110,sire,14,サートゥルナーリア,1,1,1,11,14,7.1%,14.3%,21.4%,25.7%,45%
202607020110,sire,15,リアルスティール,1,1,0,14,16,6.2%,12.5%,12.5%,181.2%,60%
202607020110,sire,16,イスラボニータ,1,1,0,8,10,10%,20%,20%,108%,42%
202607020110,sire,17,ルーラーシップ,1,1,0,8,10,10%,20%,20%,263%,108%
202607020110,sire,18,ダンカーク,1,1,0,6,8,12.5%,25%,25%,162.5%,82.5%
202607020110,sire,19,ハーツクライ,1,1,0,3,5,20%,40%,40%,162%,126%
202607020110,sire,20,シルバーステート,1,1,0,2,4,25%,50%,50%,107.5%,87.5%
202607020110,trainer,1,松永幹夫,4,2,1,4,11,36.4%,54.5%,63.6%,598.2%,200.9%
