race_id,ranking_type,rank,name,win_1st,win_2nd,win_3rd,win_out,runs,win_rate,place2_rate,place3_rate,win_return_rate,place_return_rate
202607030109,jockey,1,森一馬,1,0,0,0,1,100%,100%,100%,270%,190%
202607030109,jockey,2,金子光希,0,1,0,0,1,0%,100%,100%,0%,880%
202607030109,jockey,3,石神深一,0,0,1,0,1,0%,0%,0%,0%,0%
202607030109,jockey,4,江田勇亮,0,0,0,1,1,0%,0%,0%,0%,0%
202607030109,jockey,5,小野寺祐,0,0,0,1,1,0%,0%,0%,0%,0%
202607030109,jockey,6,中村将之,0,0,0,1,1,0%,0%,0%,0%,0%
202607030109,sire,1,Golden Horn,1,0,0,0,1,100%,100%,100%,270%,190%
202607030109,sire,2,シビルウォー,0,1,0,0,1,0%,100%,100%,0%,880%
202607030109,sire,3,ストロングリターン,0,0,1,0,1,0%,0%,0%,0%,0%
202607030109,sire,4,シニスターミニスター,0,0,0,1,1,0%,0%,0%,0%,0%
202607030109,sire,5,ディープブリランテ,0,0,0,1,1,0%,0%,0%,0%,0%
202607030109,sire,6,ロードカナロア,0,0,0,1,1,0%,0%,0%,0%,0%
202607030109,trainer,1,昆貢,1,0,0,0,1,100%,100%,100%,270%,190%
202607030109,trainer,2,堀内岳志,0,1,0,0,1,0%,100%,100%,0%,880%
202607030109,trainer,3,本間忍,0,0,1,0,1,0%,0%,0%,0%,0%
202607030109,trainer,4,伊藤伸一,0,0,0,1,1,0%,0%,0%,0%,0%
202607030109,trainer,5,小椋研介,0,0,0,1,1,0%,0%,0%,0%,0%
202607030109,trainer,6,中村直也,0,0,0,1,1,0%,0%,0%,0%,0%
