race_id,ranking_type,rank,name,win_1st,win_2nd,win_3rd,win_out,runs,win_rate,place2_rate,place3_rate,win_return_rate,place_return_rate
202607030103,jockey,1,松山弘平,2,2,2,5,11,18.2%,36.4%,54.5%,44.5%,76.4%
202607030103,jockey,2,西村淳也,2,1,1,1,5,40%,60%,80%,202%,178%
202607030103,jockey,3,池添謙一,2,1,1,0,4,50%,75%,100%,195%,317.5%
202607030103,jockey,4,川田将雅,2,0,0,3,5,40%,40%,40%,90%,44%
202607030103,jockey,5,幸英明,1,2,0,1,4,25%,75%,75%,130%,165%
202607030103,jockey,6,田口貫太,1,0,2,1,4,25%,25%,75%,267.5%,262.5%
202607030103,jockey,7,武豊,1,0,1,1,3,33.3%,33.3%,66.7%,306.7%,180%
202607030103,jockey,8,西塚洸二,1,0,0,5,6,16.7%,16.7%,16.7%,263.3%,58.3%
202607030103,jockey,9,斎藤新,1,0,0,3,4,25%,25%,25%,117.5%,35%
202607030103,jockey,10,坂井瑠星,1,0,0,2,3,33.3%,33.3%,33.3%,220%,80%
202607030103,jockey,11,小崎綾也,1,0,0,2,3,33.3%,33.3%,33.3%,446.7%,96.7%
202607030103,jockey,12,鮫島克駿,1,0,0,1,2,50%,50%,50%,220%,100%
202607030103,jockey,13,浜中俊,0,2,0,3,5,0%,40%,40%,0%,170%
202607030103,jockey,14,富田暁,0,1,1,4,6,0%,16.7%,33.3%,0%,126.7%
202607030103,jockey,15,小沢大仁,0,1,1,2,4,0%,25%,25%,0%,27.5%
202607030103,jockey,16,岩田望来,0,1,0,4,5,0%,20%,20%,0%,24%
202607030103,jockey,17,岩田康誠,0,1,0,3,4,0%,25%,25%,0%,137.5%
202607030103,jockey,18,吉村誠之,0,1,0,3,4,0%,25%,25%,0%,245%
202607030103,jockey,19,田山旺佑,0,1,0,3,4,0%,25%,25%,0%,37.5%
202607030103,jockey,20,菱田裕二,0,1,0,2,3,0%,33.3%,33.3%,0%,166.7%
202607030103,sire,1,ドゥラメンテ,2,2,1,2,7,28.6%,57.1%,71.4%,111.4%,185.7%
202607030103,sire,2,コントレイル,2,1,0,0,3,66.7%,100%,100%,290%,193.3%
202607030103,sire,3,リアルスティール,2,0,1,5,8,25%,25%,25%,70%,38.8%
202607030103,sire,4,ゴールドシップ,2,0,0,16,18,11.1%,11.1%,11.1%,43.3%,19.4%
202607030103,sire,5,エピファネイア,1,1,2,9,13,7.7%,15.4%,30.8%,20%,83.1%
202607030103,sire,6,ミッキーアイル,1,0,2,0,3,33.3%,33.3%,100%,306.7%,273.3%
202607030103,sire,7,キズナ,1,0,1,6,8,12.5%,12.5%,25%,133.8%,51.2%
202607030103,sire,8,ブリックスアンドモルタル,1,0,1,6,8,12.5%,12.5%,25%,55%,38.8%
202607030103,sire,9,ハービンジャー,1,0,1,2,4,25%,25%,50%,117.5%,152.5%
202607030103,sire,10,サートゥルナーリア,1,0,0,4,5,20%,20%,20%,132%,48%
202607030103,sire,11,モーリス,1,0,0,4,5,20%,20%,20%,316%,70%
202607030103,sire,12,Kingman,1,0,0,0,1,100%,100%,100%,1340%,290%
202607030103,sire,13,スワーヴリチャード,0,2,0,3,5,0%,40%,40%,0%,220%
202607030103,sire,14,キタサンブラック,0,1,1,5,7,0%,14.3%,28.6%,0%,121.4%
202607030103,sire,15,フィエールマン,0,1,1,3,5,0%,20%,40%,0%,74%
202607030103,sire,16,シルバーステート,0,1,1,0,2,0%,50%,50%,0%,250%
202607030103,sire,17,ルーラーシップ,0,1,0,8,9,0%,11.1%,11.1%,0%,33.3%
202607030103,sire,18,レイデオロ,0,1,0,6,7,0%,14.3%,14.3%,0%,140%
