race_id,ranking_type,rank,name,win_1st,win_2nd,win_3rd,win_out,runs,win_rate,place2_rate,place3_rate,win_return_rate,place_return_rate
202607020102,jockey,1,川田将雅,6,3,0,6,15,40%,60%,60%,106.7%,85.3%
202607020102,jockey,2,高杉吏麒,5,2,1,11,19,26.3%,36.8%,42.1%,299.5%,95.8%
202607020102,jockey,3,団野大成,3,2,3,13,21,14.3%,23.8%,38.1%,149%,93.8%
202607020102,jockey,4,永島まな,2,1,1,10,14,14.3%,21.4%,28.6%,62.9%,64.3%
202607020102,jockey,5,田口貫太,2,0,1,8,11,18.2%,18.2%,27.3%,242.7%,109.1%
202607020102,jockey,6,吉田隼人,2,0,1,4,7,28.6%,28.6%,42.9%,375.7%,241.4%
202607020102,jockey,7,丸山元気,1,3,0,3,7,14.3%,57.1%,57.1%,71.4%,142.9%
202607020102,jockey,8,富田暁,1,2,1,9,13,7.7%,23.1%,30.8%,396.2%,236.9%
202607020102,jockey,9,松山弘平,1,2,0,10,13,7.7%,23.1%,23.1%,23.1%,25.4%
202607020102,jockey,10,松若風馬,1,1,3,14,19,5.3%,10.5%,26.3%,47.9%,114.7%
202607020102,jockey,11,吉村誠之,1,1,2,18,22,4.5%,9.1%,18.2%,16.4%,31.8%
202607020102,jockey,12,北村友一,1,1,1,3,6,16.7%,33.3%,50%,220%,103.3%
202607020102,jockey,13,武豊,1,1,1,0,3,33.3%,66.7%,100%,250%,183.3%
202607020102,jockey,14,小崎綾也,1,0,3,6,10,10%,10%,40%,31%,134%
202607020102,jockey,15,岩田望来,1,0,1,3,5,20%,20%,40%,102%,80%
202607020102,jockey,16,幸英明,1,0,1,3,5,20%,20%,40%,552%,262%
202607020102,jockey,17,三浦皇成,1,0,0,4,5,20%,20%,20%,146%,56%
202607020102,jockey,18,菅原明良,1,0,0,2,3,33.3%,33.3%,33.3%,276.7%,106.7%
202607020102,jockey,19,ディー,1,0,0,1,2,50%,50%,50%,300%,120%
202607020102,jockey,20,西村淳也,0,2,0,2,4,0%,50%,50%,0%,115%
202607020102,sire,1,ミッキーアイル,3,0,1,8,12,25%,25%,33.3%,253.3%,85%
202607020102,sire,2,ブリックスアンドモルタル,2,4,0,4,10,20%,60%,60%,53%,140%
202607020102,sire,3,カレンブラックヒル,2,0,2,2,6,33.3%,33.3%,66.7%,641.7%,230%
202607020102,sire,4,キズナ,2,0,0,10,12,16.7%,16.7%,16.7%,339.2%,115.8%
202607020102,sire,5,ビッグアーサー,1,3,4,12,20,5%,20%,40%,20%,218%
202607020102,sire,6,サートゥルナーリア,1,2,1,7,11,9.1%,27.3%,36.4%,54.5%,108.2%
202607020102,sire,7,モーリス,1,1,2,18,22,4.5%,9.1%,18.2%,102.7%,50%
202607020102,sire,8,ロードカナロア,1,1,2,18,22,4.5%,9.1%,18.2%,10%,45.9%
202607020102,sire,9,エピファネイア,1,1,1,9,12,8.3%,16.7%,25%,69.2%,88.3%
202607020102,sire,10,ハービンジャー,1,1,1,4,7,14.3%,28.6%,42.9%,51.4%,198.6%
202607020102,sire,11,フォーウィールドライブ,1,1,1,3,6,16.7%,33.3%,50%,295%,140%
202607020102,sire,12,ラブリーデイ,1,1,1,2,5,20%,40%,60%,62%,136%
202607020102,sire,13,ダノンプレミアム,1,1,0,8,10,10%,20%,20%,51%,49%
202607020102,sire,14,マクフィ,1,1,0,7,9,11.1%,22.2%,22.2%,38.9%,60%
202607020102,sire,15,ファインニードル,1,1,0,5,7,14.3%,28.6%,28.6%,45.7%,78.6%
202607020102,sire,16,St Mark's Basilica,1,1,0,1,3,33.3%,66.7%,66.7%,113.3%,106.7%
202607020102,sire,17,ミスターメロディ,1,0,1,5,7,14.3%,14.3%,14.3%,75.7%,34.3%
202607020102,sire,18,レイデオロ,1,0,0,10,11,9.1%,9.1%,9.1%,27.3%,10%
202607020102,sire,19,スワーヴリチャード,1,0,0,5,6,16.7%,16.7%,16.7%,125%,40%
202607020102,sire,20,ダイワメジャー,1,0,0,5,6,16.7%,16.7%,16.7%,53.3%,23.3%
202607020102,trainer,1,前川恭子,3,0,0,4,7,42.9%,42.9%,42.9%,284.3%,95.7%
202607020102,trainer,2,高野友和,2,4,0,8,14,14.3%,42.9%,42.9%,69.3%,99.3%
202607020102,trainer,3,庄野靖志,2,1,2,1,6,33.3%,50%,83.3%,373.3%,201.7%
202607020102,trainer,4,鈴木孝志,2,1,0,7,10,20%,30%,30%,153%,81%
202607020102,trainer,5,斉藤崇史,2,0,1,4,7,28.6%,28.6%,42.9%,280%,104.3%
202607020102,trainer,6,福永祐一,2,0,1,3,6,33.3%,33.3%,50%,78.3%,71.7%
202607020102,trainer,7,上村洋行,2,0,1,0,3,66.7%,66.7%,100%,350%,206.7%
202607020102,trainer,8,長谷川浩,1,1,1,5,8,12.5%,25%,37.5%,45%,58.8%
202607020102,trainer,9,中内田充,1,1,0,5,7,14.3%,28.6%,28.6%,48.6%,41.4%
202607020102,trainer,10,藤原英昭,1,1,0,3,5,20%,40%,40%,116%,92%
202607020102,trainer,11,本田優,1,1,0,3,5,20%,40%,40%,64%,82%
202607020102,trainer,12,橋田宜長,1,1,0,2,4,25%,50%,50%,690%,277.5%
202607020102,trainer,13,荒川義之,1,1,0,1,3,33.3%,66.7%,66.7%,133.3%,173.3%
202607020102,trainer,14,渡辺薫彦,1,0,2,6,9,11.1%,11.1%,33.3%,55.6%,126.7%
202607020102,trainer,15,高橋康之,1,0,1,4,6,16.7%,16.7%,33.3%,88.3%,60%
202607020102,trainer,16,松下武士,1,0,1,1,3,33.3%,33.3%,66.7%,440%,270%
202607020102,trainer,17,牧田和弥,1,0,0,5,6,16.7%,16.7%,16.7%,151.7%,48.3%
202607020102,trainer,18,松永幹夫,1,0,0,4,5,20%,20%,20%,452%,130%
202607020102,trainer,19,藤岡健一,1,0,0,4,5,20%,20%,20%,26%,22%
202607020102,trainer,20,今野貞一,1,0,0,3,4,25%,25%,25%,92.5%,42.5%
