id,name,name_kana,birth_date,affiliation_area,affiliation_type,hometown,blood_type,debut_year,jra_season,jra_season_rank,jra_season_starts,jra_season_wins,jra_season_win_rate,jra_career_starts,jra_career_wins,jra_career_win_rate,nar_season,nar_season_rank,nar_season_starts,nar_season_wins,nar_season_win_rate,nar_career_starts,nar_career_wins,nar_career_win_rate
00362,橋田満,ハシダミツル,1952/09/15,栗東,,兵庫県,,1983,2023,185,47,2,4.3％,"7,206",742,10.3％,2022,446,3,1,33.3％,71,9,12.7％
