id,name,name_kana,birth_date,affiliation_area,affiliation_type,jra_season,jra_season_rank,jra_season_starts,jra_season_wins,jra_season_win_rate,jra_career_starts,jra_career_wins,jra_career_win_rate,nar_season,nar_season_rank,nar_season_starts,nar_season_wins,nar_season_win_rate,nar_career_starts,nar_career_wins,nar_career_win_rate
01215,加藤公太,カトウコウタ,1972/12/26,栗東,,2026,124,162,8,4.9％,330,16,4.8％,2026,429,11,1,9.1％,16,2,12.5％
