id,name,name_kana,birth_date,affiliation_area,affiliation_type,hometown,blood_type,debut_year,jra_season,jra_season_rank,jra_season_starts,jra_season_wins,jra_season_win_rate,jra_career_starts,jra_career_wins,jra_career_win_rate,nar_season,nar_season_rank,nar_season_starts,nar_season_wins,nar_season_win_rate,nar_career_starts,nar_career_wins,nar_career_win_rate
01153,中舘英二,ナカダテエイジ,1965/07/22,美浦 ( 騎手成績 ),,東京都,,2015,2026,10,240,27,11.2％,"2,990",254,8.5％,2026,429,3,1,33.3％,47,5,10.6％
