id,name,name_kana,birth_date,affiliation_area,affiliation_type,jra_season,jra_season_rank,jra_season_starts,jra_season_wins,jra_season_win_rate,jra_career_starts,jra_career_wins,jra_career_win_rate,nar_season,nar_season_rank,nar_season_starts,nar_season_wins,nar_season_win_rate,nar_career_starts,nar_career_wins,nar_career_win_rate
01212,秋山真一郎,アキヤマシンイチロウ,1979/02/09,栗東 ( 騎手成績 ),,2026,138,198,7,3.5％,395,16,4.1％,2026,485,1,0,0.0％,1,0,0.0％
