id,name,name_kana,birth_date,affiliation_area,affiliation_type,hometown,blood_type,debut_year,jra_season,jra_season_rank,jra_season_starts,jra_season_wins,jra_season_win_rate,jra_career_starts,jra_career_wins,jra_career_win_rate,nar_season,nar_season_rank,nar_season_starts,nar_season_wins,nar_season_win_rate,nar_career_starts,nar_career_wins,nar_career_win_rate
05775,石橋満,イシバシミツル,1981/08/31,地方,,-,,2018,2024,192,1,0,0.0％,5,0,0.0％,2026,107,277,31,11.2％,"2,555",352,13.8％
