id,name,name_kana,birth_date,affiliation_area,affiliation_type,hometown,blood_type,debut_year,jra_season,jra_season_rank,jra_season_starts,jra_season_wins,jra_season_win_rate,jra_career_starts,jra_career_wins,jra_career_win_rate,nar_season,nar_season_rank,nar_season_starts,nar_season_wins,nar_season_win_rate,nar_career_starts,nar_career_wins,nar_career_win_rate
01002,音無秀孝,オトナシヒデタカ,1954/06/10,栗東 ( 騎手成績 ),,宮崎県,,1995,2025,182,73,4,5.5％,"8,757",996,11.4％,2025,526,3,0,0.0％,136,27,19.9％
