id,name,name_kana,birth_date,affiliation_area,affiliation_type,hometown,blood_type,debut_year,jra_season,jra_season_rank,jra_season_starts,jra_season_wins,jra_season_win_rate,jra_career_starts,jra_career_wins,jra_career_win_rate,nar_season,nar_season_rank,nar_season_starts,nar_season_wins,nar_season_win_rate,nar_career_starts,nar_career_wins,nar_career_win_rate
05076,伊藤強一,イトウキョウイチ,1958/11/10,地方 ( 騎手成績 ),,-,,1992,2025,194,3,0,0.0％,106,1,0.9％,2026,48,616,48,7.8％,"15,025","2,361",15.7％
