race_id,bet_type,rank,combination,payout,popularity
202006050501,単勝,1,6,1330,4
202006050501,複勝,1,6,250,5
202006050501,複勝,2,13,110,1
202006050501,複勝,3,10,140,3
202006050501,枠連,1,3-7,780,3
202006050501,馬連,1,6-13,830,4
202006050501,ワイド,1,6-13,350,4
202006050501,ワイド,2,6-10,580,6
202006050501,ワイド,3,10-13,220,2
202006050501,馬単,1,6-13,2700,9
202006050501,3連複,1,6-10-13,920,2
202006050501,3連単,1,6-13-10,8390,27
202006050502,単勝,1,7,340,2
202006050502,複勝,1,7,130,2
202006050502,複勝,2,5,170,4
202006050502,複勝,3,12,110,1
202006050502,枠連,1,3-4,690,3
202006050502,馬連,1,5-7,1270,5
202006050502,ワイド,1,5-7,430,5
202006050502,ワイド,2,7-12,200,1
202006050502,ワイド,3,5-12,320,4
202006050502,馬単,1,7-5,2570,10
202006050502,3連複,1,5-7-12,940,2
202006050502,3連単,1,7-5-12,6920,16
202006050503,単勝,1,8,270,1
202006050503,複勝,1,8,110,1
202006050503,複勝,2,14,120,2
202006050503,複勝,3,3,150,3
202006050503,枠連,1,4-7,420,1
202006050503,馬連,1,8-14,460,1
202006050503,ワイド,1,8-14,210,1
202006050503,ワイド,2,3-8,280,2
202006050503,ワイド,3,3-14,290,3
202006050503,馬単,1,8-14,900,1
202006050503,3連複,1,3-8-14,760,1
202006050503,3連単,1,8-14-3,3220,1
202006050504,単勝,1,11,180,1
202006050504,複勝,1,11,110,1
202006050504,複勝,2,5,590,8
202006050504,複勝,3,8,320,5
202006050504,枠連,1,3-6,230,2
202006050504,枠連,2,4-6,360,4
202006050504,馬連,1,5-11,1370,9
202006050504,馬連,2,8-11,670,4
202006050504,ワイド,1,5-11,1030,11
202006050504,ワイド,2,8-11,480,4
202006050504,ワイド,3,5-8,3400,25
202006050504,馬単,1,11-5,1790,9
202006050504,馬単,2,11-8,860,7
202006050504,3連複,1,5-8-11,9910,26
202006050504,3連単,1,11-5-8,15310,84
202006050504,3連単,2,11-8-5,11780,65
202006050505,単勝,1,9,960,5
202006050505,複勝,1,9,370,5
202006050505,複勝,2,6,460,6
202006050505,複勝,3,10,220,4
202006050505,枠連,1,4-5,11390,25
202006050505,馬連,1,6-9,17370,38
202006050505,ワイド,1,6-9,4210,39
202006050505,ワイド,2,9-10,1160,13
202006050505,ワイド,3,6-10,2310,25
202006050505,馬単,1,9-6,32760,71
202006050505,3連複,1,6-9-10,29660,78
202006050505,3連単,1,9-6-10,226150,519
202006050506,単勝,1,12,250,1
202006050506,複勝,1,12,140,1
202006050506,複勝,2,2,310,6
202006050506,複勝,3,9,290,5
202006050506,枠連,1,1-6,2000,7
202006050506,馬連,1,2-12,1760,5
202006050506,ワイド,1,2-12,670,5
202006050506,ワイド,2,9-12,470,4
202006050506,ワイド,3,2-9,1710,20
202006050506,馬単,1,12-2,2540,7
202006050506,3連複,1,2-9-12,4340,13
202006050506,3連単,1,12-2-9,18110,53
202006050507,単勝,1,14,1270,4
202006050507,複勝,1,14,350,6
202006050507,複勝,2,9,160,2
202006050507,複勝,3,10,670,9
202006050507,枠連,1,5-7,1330,5
202006050507,馬連,1,9-14,2020,6
202006050507,ワイド,1,9-14,870,9
202006050507,ワイド,2,10-14,4350,35
202006050507,ワイド,3,9-10,1730,19
202006050507,馬単,1,14-9,5260,17
202006050507,3連複,1,9-10-14,20240,58
202006050507,3連単,1,14-9-10,132520,340
202006050508,単勝,1,3,220,1
202006050508,複勝,1,3,110,1
202006050508,複勝,2,10,160,4
202006050508,複勝,3,7,140,2
202006050508,枠連,1,3-8,640,3
202006050508,馬連,1,3-10,1060,4
202006050508,ワイド,1,3-10,390,5
202006050508,ワイド,2,3-7,300,2
202006050508,ワイド,3,7-10,470,6
202006050508,馬単,1,3-10,1190,3
202006050508,3連複,1,3-7-10,1530,5
202006050508,3連単,1,3-10-7,5830,12
202006050509,単勝,1,6,190,1
202006050509,複勝,1,6,110,1
202006050509,複勝,2,2,240,6
202006050509,複勝,3,5,120,2
202006050509,枠連,1,2-5,1050,5
202006050509,馬連,1,2-6,1410,5
202006050509,ワイド,1,2-6,490,7
202006050509,ワイド,2,5-6,170,1
202006050509,ワイド,3,2-5,680,10
202006050509,馬単,1,6-2,1770,6
202006050509,3連複,1,2-5-6,1290,4
202006050509,3連単,1,6-2-5,5670,14
202006050510,単勝,1,7,1130,5
202006050510,複勝,1,7,410,5
202006050510,複勝,2,9,320,3
202006050510,複勝,3,13,610,8
202006050510,枠連,1,4-5,420,1
202006050510,馬連,1,7-9,3360,12
202006050510,ワイド,1,7-9,1240,12
202006050510,ワイド,2,7-13,2740,34
202006050510,ワイド,3,9-13,1960,23
202006050510,馬単,1,7-9,7250,25
202006050510,3連複,1,7-9-13,17990,59
202006050510,3連単,1,7-9-13,84780,265
202006050511,単勝,1,8,480,1
202006050511,複勝,1,8,190,1
202006050511,複勝,2,5,230,3
202006050511,複勝,3,3,350,8
202006050511,枠連,1,3-4,550,2
202006050511,馬連,1,5-8,2270,6
202006050511,ワイド,1,5-8,890,6
202006050511,ワイド,2,3-8,1490,19
202006050511,ワイド,3,3-5,1820,30
202006050511,馬単,1,8-5,4110,8
202006050511,3連複,1,3-5-8,11690,40
202006050511,3連単,1,8-5-3,52740,145
202006050512,単勝,1,12,1910,6
202006050512,複勝,1,12,390,6
202006050512,複勝,2,2,270,4
