race_id,bet_type,rank,combination,payout,popularity
202006010801,単勝,1,14,340,2
202006010801,複勝,1,14,130,2
202006010801,複勝,2,6,110,1
202006010801,複勝,3,2,390,7
202006010801,枠連,1,3-7,200,1
202006010801,馬連,1,6-14,410,1
202006010801,ワイド,1,6-14,200,1
202006010801,ワイド,2,2-14,1160,13
202006010801,ワイド,3,2-6,940,10
202006010801,馬単,1,14-6,850,2
202006010801,3連複,1,2-6-14,2710,7
202006010801,3連単,1,14-6-2,9310,19
202006010802,単勝,1,10,310,2
202006010802,複勝,1,10,150,2
202006010802,複勝,2,8,170,3
202006010802,複勝,3,14,180,4
202006010802,枠連,1,5-6,330,1
202006010802,馬連,1,8-10,1010,3
202006010802,ワイド,1,8-10,390,4
202006010802,ワイド,2,10-14,420,6
202006010802,ワイド,3,8-14,380,3
202006010802,馬単,1,10-8,1610,4
202006010802,3連複,1,8-10-14,1640,6
202006010802,3連単,1,10-8-14,7250,14
202006010803,単勝,1,12,1020,5
202006010803,複勝,1,12,200,5
202006010803,複勝,2,5,160,3
202006010803,複勝,3,4,180,4
202006010803,枠連,1,5-8,560,3
202006010803,馬連,1,5-12,1800,8
202006010803,ワイド,1,5-12,570,7
202006010803,ワイド,2,4-12,840,12
202006010803,ワイド,3,4-5,580,8
202006010803,馬単,1,12-5,5150,20
202006010803,3連複,1,4-5-12,4120,15
202006010803,3連単,1,12-5-4,29070,97
202006010804,単勝,1,16,1850,7
202006010804,複勝,1,16,310,5
202006010804,複勝,2,13,150,1
202006010804,複勝,3,11,310,6
202006010804,枠連,1,7-8,1190,5
202006010804,馬連,1,13-16,2880,9
202006010804,ワイド,1,13-16,910,8
202006010804,ワイド,2,11-16,1980,25
202006010804,ワイド,3,11-13,820,7
202006010804,馬単,1,16-13,7670,28
202006010804,3連複,1,11-13-16,8960,29
202006010804,3連単,1,16-13-11,67130,218
202006010805,単勝,1,11,1370,9
202006010805,複勝,1,11,390,9
202006010805,複勝,2,5,290,6
202006010805,複勝,3,6,200,2
202006010805,枠連,1,3-6,5400,18
202006010805,馬連,1,5-11,7000,34
202006010805,ワイド,1,5-11,2260,35
202006010805,ワイド,2,6-11,1350,22
202006010805,ワイド,3,5-6,860,9
202006010805,馬単,1,11-5,15950,69
202006010805,3連複,1,5-6-11,14360,68
202006010805,3連単,1,11-5-6,102980,443
202006010806,単勝,1,9,450,3
202006010806,複勝,1,9,160,2
202006010806,複勝,2,12,150,1
202006010806,複勝,3,15,290,6
202006010806,枠連,1,5-6,640,2
202006010806,馬連,1,9-12,1040,2
202006010806,ワイド,1,9-12,440,2
202006010806,ワイド,2,9-15,1210,15
202006010806,ワイド,3,12-15,1060,12
202006010806,馬単,1,9-12,1780,4
202006010806,3連複,1,9-12-15,3680,10
202006010806,3連単,1,9-12-15,15620,31
202006010807,単勝,1,6,200,1
202006010807,複勝,1,6,120,1
202006010807,複勝,2,2,170,2
202006010807,複勝,3,1,600,8
202006010807,枠連,1,2-6,600,2
202006010807,馬連,1,2-6,640,1
202006010807,ワイド,1,2-6,300,3
202006010807,ワイド,2,1-6,1130,13
202006010807,ワイド,3,1-2,1700,22
202006010807,馬単,1,6-2,880,1
202006010807,3連複,1,1-2-6,4380,14
202006010807,3連単,1,6-2-1,13870,42
