race_id,category_type,umaban,category_label,win_1st,win_2nd,win_3rd,win_out,runs,win_rate,place2_rate,place3_rate,win_return_rate,place_return_rate,horse_id,horse_name
202601010102,waku,1,1枠,11,3,9,76,99,11%,14%,23%,100%,75%,2024100077,サノノベリー
202601010102,waku,2,2枠,3,6,12,81,102,2%,8%,20%,25%,57%,2024101989,ヴィヴィアンリーチ
202601010102,waku,3,3枠,7,10,7,86,110,6%,15%,21%,24%,49%,2024106810,テイクケア
202601010102,waku,4,4枠,5,16,8,84,113,4%,18%,25%,28%,75%,2024100652,コックニー
202601010102,waku,5,5枠,10,7,9,92,118,8%,14%,22%,58%,80%,2024103505,ヌーンベルク
202601010102,waku,6,6枠,10,7,4,101,122,8%,13%,17%,85%,92%,2024105362,ライフイズアート
202601010102,waku,7,7枠,6,11,10,101,128,4%,13%,21%,25%,55%,2024105402,シガレス
202601010102,waku,8,8枠,17,7,10,92,126,13%,19%,26%,94%,72%,2024106857,トーセンルルド
202601010102,running_style,1,先,35,30,29,164,258,13%,25%,36%,93%,95%,2024100077,サノノベリー
202601010102,running_style,2,差,20,22,19,236,297,6%,14%,20%,58%,88%,2024101989,ヴィヴィアンリーチ
202601010102,running_style,3,差,20,22,19,236,297,6%,14%,20%,58%,88%,2024106810,テイクケア
202601010102,running_style,4,逃,11,8,14,35,68,16%,27%,48%,114%,116%,2024100652,コックニー
202601010102,running_style,5,逃,11,8,14,35,68,16%,27%,48%,114%,116%,2024103505,ヌーンベルク
202601010102,running_style,6,先,35,30,29,164,258,13%,25%,36%,93%,95%,2024105362,ライフイズアート
202601010102,running_style,7,差,20,22,19,236,297,6%,14%,20%,58%,88%,2024105402,シガレス
202601010102,running_style,8,先,35,30,29,164,258,13%,25%,36%,93%,95%,2024106857,トーセンルルド
202601010102,jockey,1,舟山瑠泉,0,1,2,10,13,0%,7%,23%,0%,119%,2024100077,サノノベリー
202601010102,jockey,2,小林美駒,2,3,1,9,15,13%,33%,40%,42%,80%,2024101989,ヴィヴィアンリーチ
202601010102,jockey,3,横山琉人,0,1,0,5,6,0%,16%,16%,0%,68%,2024106810,テイクケア
202601010102,jockey,4,丹内祐次,3,2,12,38,55,5%,9%,30%,64%,74%,2024100652,コックニー
202601010102,jockey,5,横山武史,4,7,5,27,43,9%,25%,37%,53%,64%,2024103505,ヌーンベルク
202601010102,jockey,6,岩田康誠,0,0,0,3,3,0%,0%,0%,0%,0%,2024105362,ライフイズアート
202601010102,jockey,7,和田陽希,0,0,0,8,8,0%,0%,0%,0%,0%,2024105402,シガレス
