race_id,category_type,umaban,category_label,win_1st,win_2nd,win_3rd,win_out,runs,win_rate,place2_rate,place3_rate,win_return_rate,place_return_rate,horse_id,horse_name
202601020106,waku,1,1枠,2,1,0,23,26,7%,11%,11%,89%,28%,2023104947,カイユレ
202601020106,waku,2,2枠,5,1,2,16,24,20%,25%,33%,406%,110%,2023101168,タビニュ
202601020106,waku,3,3枠,4,3,4,29,40,10%,17%,27%,38%,127%,2023103385,デルマタカチホ
202601020106,waku,4,3枠,4,3,4,29,40,10%,17%,27%,38%,127%,2023103901,ヴィラジョヴィス
202601020106,waku,5,4枠,0,2,5,36,43,0%,4%,16%,0%,55%,2023100868,フィエールシャンテ
202601020106,waku,6,4枠,0,2,5,36,43,0%,4%,16%,0%,55%,2023103196,フクチャンブラック
202601020106,waku,7,5枠,4,4,6,32,46,8%,17%,30%,44%,67%,2023103601,アイアムコロンブス
202601020106,waku,8,5枠,4,4,6,32,46,8%,17%,30%,44%,67%,2023106834,リコラピッド
202601020106,waku,9,6枠,7,6,0,35,48,14%,27%,27%,134%,82%,2023107221,シャンドラファール
202601020106,waku,10,6枠,7,6,0,35,48,14%,27%,27%,134%,82%,2023101934,レットミーテイク
202601020106,waku,11,7枠,2,5,4,38,49,4%,14%,22%,86%,52%,2023106832,パゴスピグイノス
202601020106,waku,12,7枠,2,5,4,38,49,4%,14%,22%,86%,52%,2023102695,ギオンバヤシ
202601020106,waku,13,8枠,2,4,5,40,51,3%,11%,21%,19%,44%,2023105618,ホウオウライラック
202601020106,waku,14,8枠,2,4,5,40,51,3%,11%,21%,19%,44%,2023103679,リアライズパリオ
202601020106,running_style,1,先,17,14,11,52,94,18%,32%,44%,181%,124%,2023104947,カイユレ
202601020106,running_style,2,先,17,14,11,52,94,18%,32%,44%,181%,124%,2023101168,タビニュ
202601020106,running_style,3,差,5,7,12,77,101,4%,11%,23%,38%,75%,2023103385,デルマタカチホ
202601020106,running_style,4,逃,3,4,1,26,34,8%,20%,23%,176%,55%,2023103901,ヴィラジョヴィス
202601020106,running_style,5,先,17,14,11,52,94,18%,32%,44%,181%,124%,2023100868,フィエールシャンテ
202601020106,running_style,6,差,5,7,12,77,101,4%,11%,23%,38%,75%,2023103196,フクチャンブラック
202601020106,running_style,7,追,1,1,2,94,98,1%,2%,4%,4%,15%,2023103601,アイアムコロンブス
202601020106,running_style,8,追,1,1,2,94,98,1%,2%,4%,4%,15%,2023106834,リコラピッド
202601020106,running_style,9,差,5,7,12,77,101,4%,11%,23%,38%,75%,2023107221,シャンドラファール
202601020106,running_style,10,差,5,7,12,77,101,4%,11%,23%,38%,75%,2023101934,レットミーテイク
202601020106,running_style,11,先,17,14,11,52,94,18%,32%,44%,181%,124%,2023106832,パゴスピグイノス
202601020106,running_style,12,差,5,7,12,77,101,4%,11%,23%,38%,75%,2023102695,ギオンバヤシ
202601020106,running_style,13,差,5,7,12,77,101,4%,11%,23%,38%,75%,2023105618,ホウオウライラック
202601020106,running_style,14,差,5,7,12,77,101,4%,11%,23%,38%,75%,2023103679,リアライズパリオ
202601020106,jockey,1,Ｒ．ヘルナンデス,0,0,0,0,0,0%,0%,0%,0%,0%,2023104947,カイユレ
202601020106,jockey,2,池添謙一,1,0,3,6,10,10%,10%,40%,34%,163%,2023101168,タビニュ
202601020106,jockey,3,河原田菜々,0,0,0,1,1,0%,0%,0%,0%,0%,2023103385,デルマタカチホ
202601020106,jockey,4,小林美駒,0,0,0,5,5,0%,0%,0%,0%,0%,2023103901,ヴィラジョヴィス
202601020106,jockey,5,Ｓ．ナレドゥ,0,0,0,0,0,0%,0%,0%,0%,0%,2023100868,フィエールシャンテ
202601020106,jockey,6,松本大輝,1,0,1,6,8,12%,12%,25%,209%,115%,2023103196,フクチャンブラック
202601020106,jockey,7,長浜鴻緒,0,0,0,2,2,0%,0%,0%,0%,0%,2023103601,アイアムコロンブス
202601020106,jockey,8,Ｚ．ロイド,0,0,0,0,0,0%,0%,0%,0%,0%,2023106834,リコラピッド
202601020106,jockey,9,松山弘平,0,0,0,2,2,0%,0%,0%,0%,0%,2023107221,シャンドラファール
202601020106,jockey,10,岩田望来,0,0,0,1,1,0%,0%,0%,0%,0%,2023101934,レットミーテイク
202601020106,jockey,11,Ｒ．フーリー,0,0,0,0,0,0%,0%,0%,0%,0%,2023106832,パゴスピグイノス
202601020106,jockey,12,武豊,1,0,0,12,13,7%,7%,7%,22%,9%,2023102695,ギオンバヤシ
202601020106,jockey,13,遠藤汰月,0,0,0,1,1,0%,0%,0%,0%,0%,2023105618,ホウオウライラック
202601020106,jockey,14,横山和生,1,1,0,8,10,10%,20%,20%,31%,38%,2023103679,リアライズパリオ
202601020106,trainer,1,古賀慎明,0,0,0,2,2,0%,0%,0%,0%,0%,2023104947,カイユレ
202601020106,trainer,2,松尾卓哉,0,0,1,0,1,0%,0%,100%,0%,260%,2023101168,タビニュ
202601020106,trainer,3,田中克典,0,2,0,0,2,0%,100%,100%,0%,145%,2023103385,デルマタカチホ
202601020106,trainer,4,小栗実,1,0,0,1,2,50%,50%,50%,2155%,520%,2023103901,ヴィラジョヴィス
202601020106,trainer,5,小椋研介,0,0,0,2,2,0%,0%,0%,0%,0%,2023100868,フィエールシャンテ
202601020106,trainer,6,高橋康之,0,0,0,1,1,0%,0%,0%,0%,0%,2023103196,フクチャンブラック
202601020106,trainer,7,奥平雅士,1,0,0,1,2,50%,50%,50%,615%,140%,2023103601,アイアムコロンブス
202601020106,trainer,8,森一誠,0,1,0,1,2,0%,50%,50%,0%,115%,2023106834,リコラピッド
202601020106,trainer,9,井上智史,0,1,0,2,3,0%,33%,33%,0%,80%,2023107221,シャンドラファール
202601020106,trainer,10,庄野,0,0,0,0,0,0%,0%,0%,0%,0%,2023101934,レットミーテイク
202601020106,trainer,11,森田直行,0,0,0,1,1,0%,0%,0%,0%,0%,2023106832,パゴスピグイノス
202601020106,trainer,12,鈴木孝志,0,0,0,2,2,0%,0%,0%,0%,0%,2023102695,ギオンバヤシ
202601020106,trainer,13,高柳瑞,0,0,0,0,0,0%,0%,0%,0%,0%,2023105618,ホウオウライラック
202601020106,trainer,14,須貝尚介,4,0,1,0,5,80%,80%,100%,348%,346%,2023103679,リアライズパリオ
202601020106,sire,1,キタサンブラック,1,1,1,4,7,14%,28%,42%,44%,97%,2023104947,カイユレ
202601020106,sire,2,バゴ,1,0,1,6,8,12%,12%,25%,26%,48%,2023101168,タビニュ
202601020106,sire,3,シスキン,0,0,0,0,0,0%,0%,0%,0%,0%,2023103385,デルマタカチホ
202601020106,sire,4,ハービンジャー,1,2,2,15,20,5%,15%,25%,216%,89%,2023103901,ヴィラジョヴィス
202601020106,sire,5,フィエールマン,0,0,0,1,1,0%,0%,0%,0%,0%,2023100868,フィエールシャンテ
202601020106,sire,6,キタサンブラック,1,1,1,4,7,14%,28%,42%,44%,97%,2023103196,フクチャンブラック
202601020106,sire,7,スクリーンヒーロー,0,0,0,0,0,0%,0%,0%,0%,0%,2023103601,アイアムコロンブス
202601020106,sire,8,レイデオロ,1,4,0,8,13,7%,38%,38%,22%,57%,2023106834,リコラピッド
202601020106,sire,9,ドレフォン,1,1,0,3,5,20%,40%,40%,98%,84%,2023107221,シャンドラファール
202601020106,sire,10,スワーヴリチャード,2,0,0,3,5,40%,40%,40%,1078%,164%,2023101934,レットミーテイク
202601020106,sire,11,モーリス,0,0,0,5,5,0%,0%,0%,0%,0%,2023106832,パゴスピグイノス
202601020106,sire,12,ミッキーアイル,0,0,0,2,2,0%,0%,0%,0%,0%,2023102695,ギオンバヤシ
202601020106,sire,13,レイデオロ,1,4,0,8,13,7%,38%,38%,22%,57%,2023105618,ホウオウライラック
202601020106,sire,14,サートゥルナーリア,2,0,0,2,4,50%,50%,50%,675%,178%,2023103679,リアライズパリオ
202601020106,broodmare_sire,1,Street Cry,0,0,0,0,0,0%,0%,0%,0%,0%,2023104947,カイユレ
202601020106,broodmare_sire,2,ディープインパクト,3,4,2,21,30,10%,23%,30%,28%,45%,2023101168,タビニュ
202601020106,broodmare_sire,3,ジャングルポケット,1,0,0,5,6,16%,16%,16%,272%,65%,2023103385,デルマタカチホ
202601020106,broodmare_sire,4,ダイワメジャー,0,1,0,5,6,0%,16%,16%,0%,40%,2023103901,ヴィラジョヴィス
202601020106,broodmare_sire,5,オルフェーヴル,0,0,0,1,1,0%,0%,0%,0%,0%,2023100868,フィエールシャンテ
202601020106,broodmare_sire,6,Teofilo,0,0,0,0,0,0%,0%,0%,0%,0%,2023103196,フクチャンブラック
202601020106,broodmare_sire,7,シンボリクリスエス,0,1,0,6,7,0%,14%,14%,0%,37%,2023103601,アイアムコロンブス
202601020106,broodmare_sire,8,ディクタット,0,0,0,0,0,0%,0%,0%,0%,0%,2023106834,リコラピッド
202601020106,broodmare_sire,9,ダイワメジャー,0,1,0,5,6,0%,16%,16%,0%,40%,2023107221,シャンドラファール
202601020106,broodmare_sire,10,オペラハウス,0,0,0,0,0,0%,0%,0%,0%,0%,2023101934,レットミーテイク
202601020106,broodmare_sire,11,ゼンノロブロイ,3,0,1,3,7,42%,42%,57%,561%,167%,2023106832,パゴスピグイノス
202601020106,broodmare_sire,12,エイシンフラッシュ,0,0,0,1,1,0%,0%,0%,0%,0%,2023102695,ギオンバヤシ
202601020106,broodmare_sire,13,ディープインパクト,3,4,2,21,30,10%,23%,30%,28%,45%,2023105618,ホウオウライラック
202601020106,broodmare_sire,14,Danehill Dancer,1,0,0,1,2,50%,50%,50%,75%,55%,2023103679,リアライズパリオ
202601020106,speed_index,1,指数偏差値35,0,0,2,27,29,0%,0%,7%,0%,69%,2023104947,カイユレ
202601020106,speed_index,2,指数偏差値65,20,10,11,54,95,21%,32%,43%,74%,74%,2023101168,タビニュ
202601020106,speed_index,3,指数偏差値50,3,5,9,92,109,3%,7%,16%,51%,80%,2023103385,デルマタカチホ
202601020106,speed_index,4,指数偏差値70,5,3,6,11,25,20%,32%,56%,43%,86%,2023103901,ヴィラジョヴィス
202601020106,speed_index,5,指数偏差値55,11,20,11,112,154,7%,20%,27%,72%,74%,2023100868,フィエールシャンテ
202601020106,speed_index,6,指数偏差値50,3,5,9,92,109,3%,7%,16%,51%,80%,2023103196,フクチャンブラック
202601020106,speed_index,7,指数偏差値50,3,5,9,92,109,3%,7%,16%,51%,80%,2023103601,アイアムコロンブス
202601020106,speed_index,8,指数偏差値30,0,1,0,30,31,0%,3%,3%,0%,15%,2023106834,リコラピッド
202601020106,speed_index,9,指数偏差値60,21,16,17,112,166,13%,22%,33%,96%,77%,2023107221,シャンドラファール
