race_id,category_type,umaban,category_label,win_1st,win_2nd,win_3rd,win_out,runs,win_rate,place2_rate,place3_rate,win_return_rate,place_return_rate,horse_id,horse_name
202607020104,waku,1,1枠,28,14,19,196,257,10%,16%,23%,106%,72%,2023100141,ヨシノサンキュー
202607020104,waku,2,1枠,28,14,19,196,257,10%,16%,23%,106%,72%,2023103168,ベルアズーロ
202607020104,waku,3,2枠,20,19,17,217,273,7%,14%,20%,34%,52%,2023105232,ヴァンドゥーヴル
202607020104,waku,4,2枠,20,19,17,217,273,7%,14%,20%,34%,52%,2023101035,テリコス
202607020104,waku,5,3枠,19,15,17,238,289,6%,11%,17%,51%,58%,2023103707,テイクザスローン
202607020104,waku,6,3枠,19,15,17,238,289,6%,11%,17%,51%,58%,2023100430,ロードファイター
202607020104,waku,7,4枠,21,20,31,242,314,6%,13%,22%,72%,75%,2023105624,グランピアン
202607020104,waku,8,4枠,21,20,31,242,314,6%,13%,22%,72%,75%,2023104408,ナウオアネヴァー
202607020104,waku,9,5枠,23,26,23,258,330,6%,14%,21%,107%,96%,2023100899,マーゴットショット
202607020104,waku,10,5枠,23,26,23,258,330,6%,14%,21%,107%,96%,2023101316,ワイドヴィンクルム
202607020104,waku,11,6枠,29,35,25,257,346,8%,18%,25%,74%,76%,2023103395,ボクサークラブ
202607020104,waku,12,6枠,29,35,25,257,346,8%,18%,25%,74%,76%,2023104950,アステリアート
202607020104,waku,13,7枠,24,35,38,268,365,6%,16%,26%,80%,90%,2023102593,ジャスティンレビン
202607020104,waku,14,7枠,24,35,38,268,365,6%,16%,26%,80%,90%,2023102726,タロ
202607020104,waku,15,8枠,28,28,22,291,369,7%,15%,21%,102%,67%,2023105649,コーディアリティ
202607020104,waku,16,8枠,28,28,22,291,369,7%,15%,21%,102%,67%,2023103190,アスクハッピーマン
202607020104,running_style,1,差,33,59,69,668,829,3%,11%,19%,40%,70%,2023100141,ヨシノサンキュー
