race_id,category_type,umaban,category_label,win_1st,win_2nd,win_3rd,win_out,runs,win_rate,place2_rate,place3_rate,win_return_rate,place_return_rate,horse_id,horse_name
202646072605,waku,1,1枠,142,178,165,951,1436,9%,22%,33%,60%,68%,2019104660,フラップシグナス
202646072605,waku,2,2枠,189,171,180,899,1439,13%,25%,37%,77%,79%,2020103785,コンティノアール
202646072605,waku,3,3枠,198,177,158,899,1432,13%,26%,37%,90%,70%,2020101850,ウェザーコック
202646072605,waku,4,4枠,174,170,162,928,1434,12%,23%,35%,56%,70%,2021100794,ドナアフロディテ
202646072605,waku,5,5枠,173,178,181,974,1506,11%,23%,35%,91%,83%,2020105568,ハクサンパイオニア
202646072605,waku,6,6枠,178,179,178,1107,1642,10%,21%,32%,56%,71%,2021100213,ベアエンジェル
202646072605,waku,7,7枠,179,195,222,1296,1892,9%,19%,31%,49%,68%,2018101322,トゥルーバローズ
202646072605,waku,8,8枠,222,202,209,1487,2120,10%,20%,29%,74%,62%,2020100765,ハクサンアルタイル
202646072605,waku,9,8枠,222,202,209,1487,2120,10%,20%,29%,74%,62%,2020105405,ダイヤモンドライン
202646072605,running_style,1,差,808,898,924,4678,7308,11%,23%,35%,75%,76%,2019104660,フラップシグナス
202646072605,running_style,2,差,808,898,924,4678,7308,11%,23%,35%,75%,76%,2020103785,コンティノアール
202646072605,running_style,3,追,203,247,295,2750,3495,5%,12%,21%,56%,57%,2020101850,ウェザーコック
202646072605,running_style,4,差,808,898,924,4678,7308,11%,23%,35%,75%,76%,2021100794,ドナアフロディテ
202646072605,running_style,5,逃,137,91,66,378,672,20%,33%,43%,74%,75%,2020105568,ハクサンパイオニア
202646072605,running_style,6,差,808,898,924,4678,7308,11%,23%,35%,75%,76%,2021100213,ベアエンジェル
202646072605,running_style,7,先,296,205,161,707,1369,21%,36%,48%,70%,76%,2018101322,トゥルーバローズ
202646072605,running_style,8,追,203,247,295,2750,3495,5%,12%,21%,56%,57%,2020100765,ハクサンアルタイル
202646072605,running_style,9,追,203,247,295,2750,3495,5%,12%,21%,56%,57%,2020105405,ダイヤモンドライン
202646072605,jockey,1,米倉知,73,57,36,262,428,17%,30%,38%,75%,65%,2019104660,フラップシグナス
202646072605,jockey,2,栗原大河,193,163,144,606,1106,17%,32%,45%,74%,78%,2020103785,コンティノアール
202646072605,jockey,3,平瀬城久,24,37,42,377,480,5%,12%,21%,70%,52%,2020101850,ウェザーコック
202646072605,jockey,4,中島龍也,223,177,137,423,960,23%,41%,55%,70%,87%,2021100794,ドナアフロディテ
202646072605,jockey,5,吉原寛人,94,57,41,110,302,31%,50%,63%,55%,82%,2020105568,ハクサンパイオニア
202646072605,jockey,6,松戸政也,80,81,117,544,822,9%,19%,33%,89%,74%,2021100213,ベアエンジェル
202646072605,jockey,7,加藤翔馬,138,111,114,525,888,15%,28%,40%,75%,72%,2018101322,トゥルーバローズ
202646072605,jockey,8,青柳正義,134,157,131,467,889,15%,32%,47%,58%,78%,2020100765,ハクサンアルタイル
202646072605,jockey,9,魚住謙心,47,51,61,602,761,6%,12%,20%,78%,53%,2020105405,ダイヤモンドライン
202646072605,trainer,1,中川雅之,125,130,126,607,988,12%,25%,38%,54%,70%,2019104660,フラップシグナス
202646072605,trainer,2,井樋一也,135,111,109,576,931,14%,26%,38%,70%,73%,2020103785,コンティノアール
202646072605,trainer,3,堀場裕充,45,40,36,150,271,16%,31%,44%,114%,85%,2020101850,ウェザーコック
202646072605,trainer,4,藤田弘治,69,48,47,231,395,17%,29%,41%,91%,73%,2021100794,ドナアフロディテ
202646072605,trainer,5,加藤和義,188,151,125,628,1092,17%,31%,42%,62%,75%,2020105568,ハクサンパイオニア
202646072605,trainer,6,藤田弘治,69,48,47,231,395,17%,29%,41%,91%,73%,2021100213,ベアエンジェル
202646072605,trainer,7,加藤和義,188,151,125,628,1092,17%,31%,42%,62%,75%,2018101322,トゥルーバローズ
202646072605,trainer,8,堀場裕充,45,40,36,150,271,16%,31%,44%,114%,85%,2020100765,ハクサンアルタイル
202646072605,trainer,9,佐藤茂,126,131,101,485,843,14%,30%,42%,63%,68%,2020105405,ダイヤモンドライン
