race_id,category_type,umaban,category_label,win_1st,win_2nd,win_3rd,win_out,runs,win_rate,place2_rate,place3_rate,win_return_rate,place_return_rate,horse_id,horse_name
202646072606,waku,1,1枠,5,9,11,52,77,6%,18%,32%,28%,62%,2022103883,ナギサノバルコニー
202646072606,waku,2,2枠,8,6,11,50,75,10%,18%,33%,117%,69%,2021104957,ナイトアウェイ
202646072606,waku,3,3枠,4,13,11,48,76,5%,22%,36%,23%,69%,2017103386,プロスペロ
202646072606,waku,4,4枠,10,5,11,48,74,13%,20%,35%,38%,55%,2022101554,スマートサターン
202646072606,waku,5,5枠,16,12,6,41,75,21%,37%,45%,112%,100%,2022105986,オルミラベル
202646072606,waku,6,6枠,9,5,12,47,73,12%,19%,35%,44%,58%,2021104168,ソラリゼーション
202646072606,waku,7,7枠,13,14,6,48,81,16%,33%,40%,68%,90%,2022106594,トレヴィーテ
202646072606,waku,8,7枠,13,14,6,48,81,16%,33%,40%,68%,90%,2021104030,カミチャ
202646072606,waku,9,8枠,12,13,9,62,96,12%,26%,35%,54%,63%,2022106270,ベルツリー
202646072606,waku,10,8枠,12,13,9,62,96,12%,26%,35%,54%,63%,2019104053,テーオートルネード
202646072606,running_style,1,先,14,14,12,40,80,17%,35%,50%,75%,78%,2022103883,ナギサノバルコニー
202646072606,running_style,2,差,30,30,35,195,290,10%,20%,32%,77%,76%,2021104957,ナイトアウェイ
202646072606,running_style,3,差,30,30,35,195,290,10%,20%,32%,77%,76%,2017103386,プロスペロ
202646072606,running_style,4,逃,13,11,7,26,57,22%,42%,54%,64%,134%,2022101554,スマートサターン
202646072606,running_style,5,差,30,30,35,195,290,10%,20%,32%,77%,76%,2022105986,オルミラベル
202646072606,running_style,6,差,30,30,35,195,290,10%,20%,32%,77%,76%,2021104168,ソラリゼーション
202646072606,running_style,7,逃,13,11,7,26,57,22%,42%,54%,64%,134%,2022106594,トレヴィーテ
202646072606,running_style,8,差,30,30,35,195,290,10%,20%,32%,77%,76%,2021104030,カミチャ
202646072606,running_style,9,逃,13,11,7,26,57,22%,42%,54%,64%,134%,2022106270,ベルツリー
202646072606,running_style,10,差,30,30,35,195,290,10%,20%,32%,77%,76%,2019104053,テーオートルネード
202646072606,jockey,1,平瀬城久,1,1,2,20,24,4%,8%,16%,5%,148%,2022103883,ナギサノバルコニー
202646072606,jockey,2,中島龍也,15,10,7,22,54,27%,46%,59%,64%,68%,2021104957,ナイトアウェイ
202646072606,jockey,3,加藤翔馬,11,7,2,29,49,22%,36%,40%,68%,73%,2017103386,プロスペロ
202646072606,jockey,4,栗原大河,9,6,9,31,55,16%,27%,43%,68%,51%,2022101554,スマートサターン
202646072606,jockey,5,吉原寛人,5,0,2,8,15,33%,33%,46%,60%,51%,2022105986,オルミラベル
202646072606,jockey,6,松戸政也,4,6,7,24,41,9%,24%,41%,210%,84%,2021104168,ソラリゼーション
202646072606,jockey,7,葛山晃平,3,1,3,10,17,17%,23%,41%,72%,80%,2022106594,トレヴィーテ
202646072606,jockey,8,柴田勇真,3,5,12,27,47,6%,17%,42%,19%,90%,2021104030,カミチャ
202646072606,jockey,9,魚住謙心,2,7,7,19,35,5%,25%,45%,53%,109%,2022106270,ベルツリー
202646072606,jockey,10,米倉知,4,0,1,10,15,26%,26%,33%,99%,49%,2019104053,テーオートルネード
202646072606,trainer,1,金田一昌,5,8,7,13,33,15%,39%,60%,45%,119%,2022103883,ナギサノバルコニー
202646072606,trainer,2,加藤和宏,4,3,3,11,21,19%,33%,47%,115%,91%,2021104957,ナイトアウェイ
202646072606,trainer,3,堀場裕充,5,1,2,14,22,22%,27%,36%,85%,58%,2017103386,プロスペロ
202646072606,trainer,4,井樋一也,17,14,10,53,94,18%,32%,43%,54%,66%,2022101554,スマートサターン
202646072606,trainer,5,堀場裕充,5,1,2,14,22,22%,27%,36%,85%,58%,2022105986,オルミラベル
202646072606,trainer,6,菅原欣也,5,5,5,28,43,11%,23%,34%,63%,57%,2021104168,ソラリゼーション
