race_id,category_type,umaban,category_label,win_1st,win_2nd,win_3rd,win_out,runs,win_rate,place2_rate,place3_rate,win_return_rate,place_return_rate,horse_id,horse_name
202645072712,waku,1,1枠,27,18,16,133,194,13%,23%,31%,154%,79%,2020100362,ダートレイジング
202645072712,waku,2,2枠,19,18,22,136,195,9%,18%,30%,59%,60%,2022103674,ジーティーカイソク
202645072712,waku,3,3枠,23,33,25,175,256,8%,21%,31%,75%,93%,2018101037,キングオブカズ
202645072712,waku,4,4枠,27,25,21,195,268,10%,19%,27%,51%,72%,2022102262,マルセルテソーロ
202645072712,waku,5,5枠,19,27,25,227,298,6%,15%,23%,67%,62%,2021103285,リュクスレオン
202645072712,waku,6,6枠,22,25,29,248,324,6%,14%,23%,53%,70%,2021103763,カナールショウヘイ
202645072712,waku,7,6枠,22,25,29,248,324,6%,14%,23%,53%,70%,2022100502,ユメドリーム
202645072712,waku,8,7枠,20,19,23,274,336,5%,11%,18%,110%,55%,2020106296,コスモスミッチー
202645072712,waku,9,7枠,20,19,23,274,336,5%,11%,18%,110%,55%,2022104335,サヨノビッグホープ
202645072712,waku,10,8枠,39,31,35,243,348,11%,20%,30%,73%,72%,2023103716,ラーマ
202645072712,waku,11,8枠,39,31,35,243,348,11%,20%,30%,73%,72%,2022102782,デーレーチョップ
202645072712,running_style,1,差,113,122,113,912,1260,8%,18%,27%,91%,73%,2020100362,ダートレイジング
202645072712,running_style,2,差,113,122,113,912,1260,8%,18%,27%,91%,73%,2022103674,ジーティーカイソク
202645072712,running_style,3,追,12,29,35,415,491,2%,8%,15%,38%,60%,2018101037,キングオブカズ
202645072712,running_style,4,先,50,35,40,225,350,14%,24%,35%,83%,75%,2022102262,マルセルテソーロ
202645072712,running_style,5,差,113,122,113,912,1260,8%,18%,27%,91%,73%,2021103285,リュクスレオン
202645072712,running_style,6,差,113,122,113,912,1260,8%,18%,27%,91%,73%,2021103763,カナールショウヘイ
202645072712,running_style,7,差,113,122,113,912,1260,8%,18%,27%,91%,73%,2022100502,ユメドリーム
202645072712,running_style,8,差,113,122,113,912,1260,8%,18%,27%,91%,73%,2020106296,コスモスミッチー
202645072712,running_style,9,追,12,29,35,415,491,2%,8%,15%,38%,60%,2022104335,サヨノビッグホープ
202645072712,running_style,10,追,12,29,35,415,491,2%,8%,15%,38%,60%,2023103716,ラーマ
202645072712,running_style,11,差,113,122,113,912,1260,8%,18%,27%,91%,73%,2022102782,デーレーチョップ
202645072712,jockey,1,古岡勇樹,4,2,3,55,64,6%,9%,14%,161%,67%,2020100362,ダートレイジング
202645072712,jockey,2,笹川翼,15,22,23,73,133,11%,27%,45%,43%,71%,2022103674,ジーティーカイソク
202645072712,jockey,3,小杉亮,0,0,0,6,6,0%,0%,0%,0%,0%,2018101037,キングオブカズ
202645072712,jockey,4,佐野遥久,3,3,8,47,61,4%,9%,22%,22%,40%,2022102262,マルセルテソーロ
202645072712,jockey,5,藤原幹生,0,0,0,1,1,0%,0%,0%,0%,0%,2021103285,リュクスレオン
202645072712,jockey,6,野畑凌,12,8,5,79,104,11%,19%,24%,61%,61%,2021103763,カナールショウヘイ
202645072712,jockey,7,桜井光輔,3,0,4,29,36,8%,8%,19%,70%,39%,2022100502,ユメドリーム
202645072712,jockey,8,新原周馬,10,0,6,49,65,15%,15%,24%,117%,73%,2020106296,コスモスミッチー
202645072712,jockey,9,増田充宏,2,6,4,46,58,3%,13%,20%,102%,98%,2022104335,サヨノビッグホープ
202645072712,jockey,10,町田直希,11,5,11,95,122,9%,13%,22%,82%,53%,2023103716,ラーマ
202645072712,jockey,11,和田譲治,7,4,3,46,60,11%,18%,23%,96%,52%,2022102782,デーレーチョップ
202645072712,trainer,1,加藤誠一,6,5,7,44,62,9%,17%,29%,100%,74%,2020100362,ダートレイジング
202645072712,trainer,2,山崎尋美,3,6,9,75,93,3%,9%,19%,23%,76%,2022103674,ジーティーカイソク
202645072712,trainer,3,矢内博,0,0,0,4,4,0%,0%,0%,0%,0%,2018101037,キングオブカズ
202645072712,trainer,4,小久保智,12,11,7,89,119,10%,19%,25%,80%,66%,2022102262,マルセルテソーロ
202645072712,trainer,5,佐藤博紀,4,1,4,32,41,9%,12%,21%,177%,43%,2021103285,リュクスレオン
202645072712,trainer,6,佐々木仁,5,10,8,46,69,7%,21%,33%,48%,98%,2021103763,カナールショウヘイ
202645072712,trainer,7,古澤悟,2,1,4,29,36,5%,8%,19%,62%,59%,2022100502,ユメドリーム
202645072712,trainer,8,田辺陽一,4,1,2,23,30,13%,16%,23%,167%,81%,2020106296,コスモスミッチー
202645072712,trainer,9,加藤誠一,6,5,7,44,62,9%,17%,29%,100%,74%,2022104335,サヨノビッグホープ
202645072712,trainer,10,内田勝義,21,7,13,95,136,15%,20%,30%,46%,54%,2023103716,ラーマ
202645072712,trainer,11,鈴木義久,9,8,10,68,95,9%,17%,28%,34%,67%,2022102782,デーレーチョップ
202645072712,sire,1,ゴールドアクター,0,0,0,4,4,0%,0%,0%,0%,0%,2020100362,ダートレイジング
202645072712,sire,2,ドリームバレンチノ,1,1,0,3,5,20%,40%,40%,1336%,318%,2022103674,ジーティーカイソク
202645072712,sire,3,アドマイヤマックス,0,0,0,2,2,0%,0%,0%,0%,0%,2018101037,キングオブカズ
202645072712,sire,4,フィエールマン,0,0,0,0,0,0%,0%,0%,0%,0%,2022102262,マルセルテソーロ
202645072712,sire,5,ドレフォン,3,3,7,19,32,9%,18%,40%,79%,119%,2021103285,リュクスレオン
202645072712,sire,6,ダブルスター,3,4,5,9,21,14%,33%,57%,62%,115%,2021103763,カナールショウヘイ
202645072712,sire,7,ゴールドドリーム,4,4,1,7,16,25%,50%,56%,138%,91%,2022100502,ユメドリーム
202645072712,sire,8,マジェスティックウォリアー,4,4,4,48,60,6%,13%,20%,31%,37%,2020106296,コスモスミッチー
202645072712,sire,9,レッドベルジュール,0,0,0,4,4,0%,0%,0%,0%,0%,2022104335,サヨノビッグホープ
202645072712,sire,10,ミッキーアイル,1,1,0,7,9,11%,22%,22%,24%,30%,2023103716,ラーマ
202645072712,sire,11,タリスマニック,4,1,2,29,36,11%,13%,19%,128%,52%,2022102782,デーレーチョップ
202645072712,broodmare_sire,1,,0,0,0,0,0,0%,0%,0%,0%,0%,2020100362,ダートレイジング
202645072712,broodmare_sire,2,,0,0,0,0,0,0%,0%,0%,0%,0%,2022103674,ジーティーカイソク
202645072712,broodmare_sire,3,,0,0,0,0,0,0%,0%,0%,0%,0%,2018101037,キングオブカズ
202645072712,broodmare_sire,4,,0,0,0,0,0,0%,0%,0%,0%,0%,2022102262,マルセルテソーロ
202645072712,broodmare_sire,5,,0,0,0,0,0,0%,0%,0%,0%,0%,2021103285,リュクスレオン
202645072712,broodmare_sire,6,,0,0,0,0,0,0%,0%,0%,0%,0%,2021103763,カナールショウヘイ
202645072712,broodmare_sire,7,,0,0,0,0,0,0%,0%,0%,0%,0%,2022100502,ユメドリーム
202645072712,broodmare_sire,8,,0,0,0,0,0,0%,0%,0%,0%,0%,2020106296,コスモスミッチー
202645072712,broodmare_sire,9,,0,0,0,0,0,0%,0%,0%,0%,0%,2022104335,サヨノビッグホープ
202645072712,broodmare_sire,10,,0,0,0,0,0,0%,0%,0%,0%,0%,2023103716,ラーマ
202645072712,broodmare_sire,11,,0,0,0,0,0,0%,0%,0%,0%,0%,2022102782,デーレーチョップ
