race_id,category_type,umaban,category_label,win_1st,win_2nd,win_3rd,win_out,runs,win_rate,place2_rate,place3_rate,win_return_rate,place_return_rate,horse_id,horse_name
202645072706,waku,1,1枠,27,18,16,133,194,13%,23%,31%,154%,79%,2024100157,イクノナイト
202645072706,waku,2,2枠,19,18,22,136,195,9%,18%,30%,59%,60%,2024102749,アイビーフレイア
202645072706,waku,3,3枠,23,33,25,175,256,8%,21%,31%,75%,93%,2024105348,デレチョ
202645072706,waku,4,4枠,27,25,21,195,268,10%,19%,27%,51%,72%,2024103706,シガ
202645072706,waku,5,5枠,19,27,25,227,298,6%,15%,23%,67%,62%,2024102582,ヤマトリュウタン
202645072706,waku,6,6枠,22,25,29,248,324,6%,14%,23%,53%,70%,2024101888,ユルディズ
202645072706,waku,7,7枠,20,19,23,274,336,5%,11%,18%,110%,55%,2024106863,ゴールドカレラ
202645072706,waku,8,8枠,39,31,35,243,348,11%,20%,30%,73%,72%,2024105569,ナットワン
202645072706,running_style,1,逃,21,10,8,79,118,17%,26%,33%,95%,63%,2024100157,イクノナイト
202645072706,running_style,2,追,12,29,35,415,491,2%,8%,15%,38%,60%,2024102749,アイビーフレイア
202645072706,running_style,3,差,113,122,113,912,1260,8%,18%,27%,91%,73%,2024105348,デレチョ
202645072706,running_style,4,逃,21,10,8,79,118,17%,26%,33%,95%,63%,2024103706,シガ
202645072706,running_style,5,差,113,122,113,912,1260,8%,18%,27%,91%,73%,2024102582,ヤマトリュウタン
202645072706,running_style,6,差,113,122,113,912,1260,8%,18%,27%,91%,73%,2024101888,ユルディズ
202645072706,running_style,7,差,113,122,113,912,1260,8%,18%,27%,91%,73%,2024106863,ゴールドカレラ
202645072706,running_style,8,差,113,122,113,912,1260,8%,18%,27%,91%,73%,2024105569,ナットワン
202645072706,jockey,1,菅原涼太,0,0,0,5,5,0%,0%,0%,0%,0%,2024100157,イクノナイト
202645072706,jockey,2,張田昂,3,4,3,20,30,10%,23%,33%,31%,55%,2024102749,アイビーフレイア
202645072706,jockey,3,矢野貴之,19,15,15,53,102,18%,33%,48%,119%,87%,2024105348,デレチョ
202645072706,jockey,4,町田直希,11,5,11,95,122,9%,13%,22%,82%,53%,2024103706,シガ
202645072706,jockey,5,伊藤裕人,0,3,3,30,36,0%,8%,16%,0%,97%,2024102582,ヤマトリュウタン
202645072706,jockey,6,神尾香澄,0,0,0,10,10,0%,0%,0%,0%,0%,2024101888,ユルディズ
202645072706,jockey,7,笹川翼,15,22,23,73,133,11%,27%,45%,43%,71%,2024106863,ゴールドカレラ
202645072706,jockey,8,古岡勇樹,4,2,3,55,64,6%,9%,14%,161%,67%,2024105569,ナットワン
202645072706,trainer,1,佐々木仁,5,10,8,46,69,7%,21%,33%,48%,98%,2024100157,イクノナイト
202645072706,trainer,2,茂木浩幸,3,1,0,5,9,33%,44%,44%,119%,60%,2024102749,アイビーフレイア
202645072706,trainer,3,山崎裕也,7,7,4,32,50,14%,28%,36%,104%,65%,2024105348,デレチョ
202645072706,trainer,4,平田正一,0,1,3,34,38,0%,2%,10%,0%,15%,2024103706,シガ
202645072706,trainer,5,山崎尋美,3,6,9,75,93,3%,9%,19%,23%,76%,2024102582,ヤマトリュウタン
202645072706,trainer,6,山田質,2,1,2,28,33,6%,9%,15%,15%,44%,2024101888,ユルディズ
202645072706,trainer,7,山崎誠士,0,0,1,0,1,0%,0%,100%,0%,170%,2024106863,ゴールドカレラ
202645072706,trainer,8,内田勝義,21,7,13,95,136,15%,20%,30%,46%,54%,2024105569,ナットワン
202645072706,sire,1,フォーウィールドライブ,0,0,0,3,3,0%,0%,0%,0%,0%,2024100157,イクノナイト
202645072706,sire,2,ヴァンゴッホ,0,0,0,1,1,0%,0%,0%,0%,0%,2024102749,アイビーフレイア
202645072706,sire,3,ホットロッドチャーリー,0,0,0,0,0,0%,0%,0%,0%,0%,2024105348,デレチョ
202645072706,sire,4,ジャンダルム,0,0,0,0,0,0%,0%,0%,0%,0%,2024103706,シガ
202645072706,sire,5,シュヴァルグラン,2,2,4,5,13,15%,30%,61%,52%,132%,2024102582,ヤマトリュウタン
202645072706,sire,6,インカンテーション,1,0,1,7,9,11%,11%,22%,39%,31%,2024101888,ユルディズ
202645072706,sire,7,クリソベリル,0,0,0,0,0,0%,0%,0%,0%,0%,2024106863,ゴールドカレラ
202645072706,sire,8,エスポワールシチー,3,3,3,46,55,5%,10%,16%,11%,43%,2024105569,ナットワン
202645072706,broodmare_sire,1,,0,0,0,0,0,0%,0%,0%,0%,0%,2024100157,イクノナイト
202645072706,broodmare_sire,2,,0,0,0,0,0,0%,0%,0%,0%,0%,2024102749,アイビーフレイア
202645072706,broodmare_sire,3,,0,0,0,0,0,0%,0%,0%,0%,0%,2024105348,デレチョ
202645072706,broodmare_sire,4,,0,0,0,0,0,0%,0%,0%,0%,0%,2024103706,シガ
202645072706,broodmare_sire,5,,0,0,0,0,0,0%,0%,0%,0%,0%,2024102582,ヤマトリュウタン
202645072706,broodmare_sire,6,,0,0,0,0,0,0%,0%,0%,0%,0%,2024101888,ユルディズ
202645072706,broodmare_sire,7,,0,0,0,0,0,0%,0%,0%,0%,0%,2024106863,ゴールドカレラ
202645072706,broodmare_sire,8,,0,0,0,0,0,0%,0%,0%,0%,0%,2024105569,ナットワン
