race_id,category_type,umaban,category_label,win_1st,win_2nd,win_3rd,win_out,runs,win_rate,place2_rate,place3_rate,win_return_rate,place_return_rate,horse_id,horse_name
202646072607,waku,1,1枠,125,146,150,821,1242,10%,21%,33%,63%,75%,2022103320,マジックスクロール
202646072607,waku,2,2枠,160,135,146,792,1233,12%,23%,35%,67%,78%,2022101368,コロラマ
202646072607,waku,3,3枠,162,161,148,773,1244,13%,25%,37%,79%,78%,2015103766,クリノヒビキ
202646072607,waku,4,4枠,156,172,155,755,1238,12%,26%,39%,70%,86%,2018103445,ウエスタンアミーゴ
202646072607,waku,5,5枠,139,137,159,857,1292,10%,21%,33%,128%,80%,2022109039,キクノサヴィ
202646072607,waku,6,6枠,141,168,154,955,1418,9%,21%,32%,62%,72%,2022103637,キラメキダンサー
202646072607,waku,7,7枠,182,152,168,1141,1643,11%,20%,30%,71%,70%,2019102176,サノケン
202646072607,waku,8,7枠,182,152,168,1141,1643,11%,20%,30%,71%,70%,2017102054,ムーンライトアリア
202646072607,waku,9,8枠,190,184,172,1311,1857,10%,20%,29%,81%,59%,2017100859,ジーマックス
202646072607,waku,10,8枠,190,184,172,1311,1857,10%,20%,29%,81%,59%,2022101548,ヴァルトバーデン
202646072607,running_style,1,追,197,212,283,2286,2978,6%,13%,23%,71%,63%,2022103320,マジックスクロール
202646072607,running_style,2,追,197,212,283,2286,2978,6%,13%,23%,71%,63%,2022101368,コロラマ
202646072607,running_style,3,追,197,212,283,2286,2978,6%,13%,23%,71%,63%,2015103766,クリノヒビキ
202646072607,running_style,4,差,740,814,788,4114,6456,11%,24%,36%,83%,79%,2018103445,ウエスタンアミーゴ
202646072607,running_style,5,差,740,814,788,4114,6456,11%,24%,36%,83%,79%,2022109039,キクノサヴィ
202646072607,running_style,6,先,221,167,124,662,1174,18%,33%,43%,69%,78%,2022103637,キラメキダンサー
202646072607,running_style,7,差,740,814,788,4114,6456,11%,24%,36%,83%,79%,2019102176,サノケン
202646072607,running_style,8,追,197,212,283,2286,2978,6%,13%,23%,71%,63%,2017102054,ムーンライトアリア
202646072607,running_style,9,差,740,814,788,4114,6456,11%,24%,36%,83%,79%,2017100859,ジーマックス
202646072607,running_style,10,差,740,814,788,4114,6456,11%,24%,36%,83%,79%,2022101548,ヴァルトバーデン
202646072607,jockey,1,浅野登生,1,8,7,70,86,1%,10%,18%,10%,41%,2022103320,マジックスクロール
202646072607,jockey,2,栗原大河,167,129,102,530,928,17%,31%,42%,98%,81%,2022101368,コロラマ
202646072607,jockey,3,服部大地,4,12,25,305,346,1%,4%,11%,16%,54%,2015103766,クリノヒビキ
202646072607,jockey,4,吉田晃浩,88,76,63,469,696,12%,23%,32%,132%,58%,2018103445,ウエスタンアミーゴ
202646072607,jockey,5,青柳正義,123,97,99,406,725,16%,30%,44%,81%,81%,2022109039,キクノサヴィ
202646072607,jockey,6,甲賀弘隆,27,45,72,509,653,4%,11%,22%,51%,72%,2022103637,キラメキダンサー
202646072607,jockey,7,柴田勇真,73,75,70,475,693,10%,21%,31%,44%,64%,2019102176,サノケン
202646072607,jockey,8,鈴木太一,38,44,61,438,581,6%,14%,24%,74%,75%,2017102054,ムーンライトアリア
202646072607,jockey,9,田知弘久,23,29,39,267,358,6%,14%,25%,47%,62%,2017100859,ジーマックス
202646072607,jockey,10,中島龍也,208,156,109,386,859,24%,42%,55%,74%,83%,2022101548,ヴァルトバーデン
202646072607,trainer,1,宗綱泰彦,19,22,37,351,429,4%,9%,18%,150%,77%,2022103320,マジックスクロール
202646072607,trainer,2,菅原欣也,64,75,90,553,782,8%,17%,29%,77%,74%,2022101368,コロラマ
202646072607,trainer,3,田嶋弘幸,25,45,51,388,509,4%,13%,23%,25%,57%,2015103766,クリノヒビキ
202646072607,trainer,4,田嶋弘幸,25,45,51,388,509,4%,13%,23%,25%,57%,2018103445,ウエスタンアミーゴ
202646072607,trainer,5,堀場裕充,34,28,22,131,215,15%,28%,39%,68%,77%,2022109039,キクノサヴィ
202646072607,trainer,6,堀場裕充,34,28,22,131,215,15%,28%,39%,68%,77%,2022103637,キラメキダンサー
202646072607,trainer,7,加藤和宏,169,134,119,600,1022,16%,29%,41%,70%,68%,2019102176,サノケン
202646072607,trainer,8,鈴木正也,26,39,47,275,387,6%,16%,28%,62%,74%,2017102054,ムーンライトアリア
