umaban,race_id,waku,horse_id,horse_name,stable_comment,stable_comment_reporter,stable_comment_rating_code,training_review,training_date,training_course,training_track_condition,training_rider,training_times,training_partner_comment,training_position,training_load,training_critic,training_rank,past1_date,past1_venue,past1_finish,past1_race_name,past1_race_class,past1_surface_distance,past1_time,past1_track_condition,past1_field_size,past1_umaban_in_race,past1_ninki,past1_jockey,past1_weight_carried,past1_corner_positions,past1_agari_3f,past1_horse_weight,past1_horse_weight_diff,past1_beaten_by,past1_birthday,past2_date,past2_venue,past2_finish,past2_race_name,past2_race_class,past2_surface_distance,past2_time,past2_track_condition,past2_field_size,past2_umaban_in_race,past2_ninki,past2_jockey,past2_weight_carried,past2_corner_positions,past2_agari_3f,past2_horse_weight,past2_horse_weight_diff,past2_beaten_by,past2_birthday,past3_date,past3_venue,past3_finish,past3_race_name,past3_race_class,past3_surface_distance,past3_time,past3_track_condition,past3_field_size,past3_umaban_in_race,past3_ninki,past3_jockey,past3_weight_carried,past3_corner_positions,past3_agari_3f,past3_horse_weight,past3_horse_weight_diff,past3_beaten_by,past3_birthday,past4_date,past4_venue,past4_finish,past4_race_name,past4_race_class,past4_surface_distance,past4_time,past4_track_condition,past4_field_size,past4_umaban_in_race,past4_ninki,past4_jockey,past4_weight_carried,past4_corner_positions,past4_agari_3f,past4_horse_weight,past4_horse_weight_diff,past4_beaten_by,past4_birthday,past5_date,past5_venue,past5_finish,past5_race_name,past5_race_class,past5_surface_distance,past5_time,past5_track_condition,past5_field_size,past5_umaban_in_race,past5_ninki,past5_jockey,past5_weight_carried,past5_corner_positions,past5_agari_3f,past5_horse_weight,past5_horse_weight_diff,past5_beaten_by,past5_birthday,speed_horse_id,speed_horse_name,speed_sex_age,speed_jockey,speed_max_index,speed_avg_index_5races,speed_max_distance_index,speed_max_course_index,speed_index_3races_ago,speed_index_2races_ago,speed_index_1race_ago,speed_odds,speed_ninki,speed_weight_carried,holdtime_just_race_id,holdtime_just_race_name,holdtime_just_race_date,holdtime_just_jyo,holdtime_just_baba,holdtime_just_babasa,holdtime_just_kinryo,holdtime_just_time,holdtime_just_l3f,holdtime_just_jyuni,holdtime_just_kyakusitu,holdtime_just_wakuban,holdtime_just_pace,holdtime_just_sex,holdtime_just_age,holdtime_short_race_id,holdtime_short_race_name,holdtime_short_race_date,holdtime_short_jyo,holdtime_short_baba,holdtime_short_babasa,holdtime_short_kinryo,holdtime_short_time,holdtime_short_l3f,holdtime_short_jyuni,holdtime_short_kyakusitu,holdtime_short_wakuban,holdtime_short_pace,holdtime_short_sex,holdtime_short_age,holdtime_middle_race_id,holdtime_middle_race_name,holdtime_middle_race_date,holdtime_middle_jyo,holdtime_middle_baba,holdtime_middle_babasa,holdtime_middle_kinryo,holdtime_middle_time,holdtime_middle_l3f,holdtime_middle_jyuni,holdtime_middle_kyakusitu,holdtime_middle_wakuban,holdtime_middle_pace,holdtime_middle_sex,holdtime_middle_age,holdtime_long_race_id,holdtime_long_race_name,holdtime_long_race_date,holdtime_long_jyo,holdtime_long_baba,holdtime_long_babasa,holdtime_long_kinryo,holdtime_long_time,holdtime_long_l3f,holdtime_long_jyuni,holdtime_long_kyakusitu,holdtime_long_wakuban,holdtime_long_pace,holdtime_long_sex,holdtime_long_age,bias_horse_id,bias_horse_name,bias_sire,bias_sire_bloodline,bias_dam_sire,bias_dam_sire_bloodline,bias_sex_age,bias_weight_carried,bias_horse_weight,bias_jockey,bias_trainer,bias_win_odds,bias_ninki,ca_waku_category_label,ca_waku_win_1st,ca_waku_win_2nd,ca_waku_win_3rd,ca_waku_win_out,ca_waku_runs,ca_waku_win_rate,ca_waku_place2_rate,ca_waku_place3_rate,ca_waku_win_return_rate,ca_waku_place_return_rate,ca_waku_horse_id,ca_waku_horse_name,ca_running_style_category_label,ca_running_style_win_1st,ca_running_style_win_2nd,ca_running_style_win_3rd,ca_running_style_win_out,ca_running_style_runs,ca_running_style_win_rate,ca_running_style_place2_rate,ca_running_style_place3_rate,ca_running_style_win_return_rate,ca_running_style_place_return_rate,ca_running_style_horse_id,ca_running_style_horse_name,ca_jockey_category_label,ca_jockey_win_1st,ca_jockey_win_2nd,ca_jockey_win_3rd,ca_jockey_win_out,ca_jockey_runs,ca_jockey_win_rate,ca_jockey_place2_rate,ca_jockey_place3_rate,ca_jockey_win_return_rate,ca_jockey_place_return_rate,ca_jockey_horse_id,ca_jockey_horse_name,ca_trainer_category_label,ca_trainer_win_1st,ca_trainer_win_2nd,ca_trainer_win_3rd,ca_trainer_win_out,ca_trainer_runs,ca_trainer_win_rate,ca_trainer_place2_rate,ca_trainer_place3_rate,ca_trainer_win_return_rate,ca_trainer_place_return_rate,ca_trainer_horse_id,ca_trainer_horse_name,ca_sire_category_label,ca_sire_win_1st,ca_sire_win_2nd,ca_sire_win_3rd,ca_sire_win_out,ca_sire_runs,ca_sire_win_rate,ca_sire_place2_rate,ca_sire_place3_rate,ca_sire_win_return_rate,ca_sire_place_return_rate,ca_sire_horse_id,ca_sire_horse_name,ca_broodmare_sire_category_label,ca_broodmare_sire_win_1st,ca_broodmare_sire_win_2nd,ca_broodmare_sire_win_3rd,ca_broodmare_sire_win_out,ca_broodmare_sire_runs,ca_broodmare_sire_win_rate,ca_broodmare_sire_place2_rate,ca_broodmare_sire_place3_rate,ca_broodmare_sire_win_return_rate,ca_broodmare_sire_place_return_rate,ca_broodmare_sire_horse_id,ca_broodmare_sire_horse_name,ca_speed_index_category_label,ca_speed_index_win_1st,ca_speed_index_win_2nd,ca_speed_index_win_3rd,ca_speed_index_win_out,ca_speed_index_runs,ca_speed_index_win_rate,ca_speed_index_place2_rate,ca_speed_index_place3_rate,ca_speed_index_win_return_rate,ca_speed_index_place_return_rate,ca_speed_index_horse_id,ca_speed_index_horse_name,concerned_category_label,concerned_horse_id,concerned_horse_name,concerned_win_1st,concerned_win_2nd,concerned_win_3rd,concerned_win_out,concerned_runs,concerned_win_rate,concerned_place2_rate,concerned_place3_rate,concerned_win_return_rate,concerned_place_return_rate,surf_ketto_training_category_label,surf_ketto_training_horse_id,surf_ketto_training_horse_name,surf_ketto_training_win_1st,surf_ketto_training_win_2nd,surf_ketto_training_win_3rd,surf_ketto_training_win_out,surf_ketto_training_runs,surf_ketto_training_win_rate,surf_ketto_training_place2_rate,surf_ketto_training_place3_rate,surf_ketto_training_win_return_rate,surf_ketto_training_place_return_rate,surf_ketto_comment_category_label,surf_ketto_comment_horse_id,surf_ketto_comment_horse_name,surf_ketto_comment_win_1st,surf_ketto_comment_win_2nd,surf_ketto_comment_win_3rd,surf_ketto_comment_win_out,surf_ketto_comment_runs,surf_ketto_comment_win_rate,surf_ketto_comment_place2_rate,surf_ketto_comment_place3_rate,surf_ketto_comment_win_return_rate,surf_ketto_comment_place_return_rate,surf_odds_jockey_category_label,surf_odds_jockey_horse_id,surf_odds_jockey_horse_name,surf_odds_jockey_win_1st,surf_odds_jockey_win_2nd,surf_odds_jockey_win_3rd,surf_odds_jockey_win_out,surf_odds_jockey_runs,surf_odds_jockey_win_rate,surf_odds_jockey_place2_rate,surf_odds_jockey_place3_rate,surf_odds_jockey_win_return_rate,surf_odds_jockey_place_return_rate,surf_jockey_trainer_category_label,surf_jockey_trainer_horse_id,surf_jockey_trainer_horse_name,surf_jockey_trainer_win_1st,surf_jockey_trainer_win_2nd,surf_jockey_trainer_win_3rd,surf_jockey_trainer_win_out,surf_jockey_trainer_runs,surf_jockey_trainer_win_rate,surf_jockey_trainer_place2_rate,surf_jockey_trainer_place3_rate,surf_jockey_trainer_win_return_rate,surf_jockey_trainer_place_return_rate,surf_jockey_owner_category_label,surf_jockey_owner_horse_id,surf_jockey_owner_horse_name,surf_jockey_owner_win_1st,surf_jockey_owner_win_2nd,surf_jockey_owner_win_3rd,surf_jockey_owner_win_out,surf_jockey_owner_runs,surf_jockey_owner_win_rate,surf_jockey_owner_place2_rate,surf_jockey_owner_place3_rate,surf_jockey_owner_win_return_rate,surf_jockey_owner_place_return_rate,surf_jockey_prevjockey_category_label,surf_jockey_prevjockey_horse_id,surf_jockey_prevjockey_horse_name,surf_jockey_prevjockey_win_1st,surf_jockey_prevjockey_win_2nd,surf_jockey_prevjockey_win_3rd,surf_jockey_prevjockey_win_out,surf_jockey_prevjockey_runs,surf_jockey_prevjockey_win_rate,surf_jockey_prevjockey_place2_rate,surf_jockey_prevjockey_place3_rate,surf_jockey_prevjockey_win_return_rate,surf_jockey_prevjockey_place_return_rate,data_distance_horse_id,data_distance_horse_name,data_distance_slot1_label,data_distance_slot1_note,data_distance_slot1_win_1st,data_distance_slot1_win_2nd,data_distance_slot1_win_3rd,data_distance_slot1_win_out,data_distance_slot1_runs,data_distance_slot1_win_rate,data_distance_slot1_place2_rate,data_distance_slot1_place3_rate,data_distance_slot1_win_return_rate,data_distance_slot1_place_return_rate,data_distance_slot2_label,data_distance_slot2_note,data_distance_slot2_win_1st,data_distance_slot2_win_2nd,data_distance_slot2_win_3rd,data_distance_slot2_win_out,data_distance_slot2_runs,data_distance_slot2_win_rate,data_distance_slot2_place2_rate,data_distance_slot2_place3_rate,data_distance_slot2_win_return_rate,data_distance_slot2_place_return_rate,data_distance_slot3_label,data_distance_slot3_note,data_distance_slot3_win_1st,data_distance_slot3_win_2nd,data_distance_slot3_win_3rd,data_distance_slot3_win_out,data_distance_slot3_runs,data_distance_slot3_win_rate,data_distance_slot3_place2_rate,data_distance_slot3_place3_rate,data_distance_slot3_win_return_rate,data_distance_slot3_place_return_rate,data_distance_slot4_label,data_distance_slot4_note,data_distance_slot4_win_1st,data_distance_slot4_win_2nd,data_distance_slot4_win_3rd,data_distance_slot4_win_out,data_distance_slot4_runs,data_distance_slot4_win_rate,data_distance_slot4_place2_rate,data_distance_slot4_place3_rate,data_distance_slot4_win_return_rate,data_distance_slot4_place_return_rate,data_course_horse_id,data_course_horse_name,data_course_slot1_label,data_course_slot1_note,data_course_slot1_win_1st,data_course_slot1_win_2nd,data_course_slot1_win_3rd,data_course_slot1_win_out,data_course_slot1_runs,data_course_slot1_win_rate,data_course_slot1_place2_rate,data_course_slot1_place3_rate,data_course_slot1_win_return_rate,data_course_slot1_place_return_rate,data_course_slot2_label,data_course_slot2_note,data_course_slot2_win_1st,data_course_slot2_win_2nd,data_course_slot2_win_3rd,data_course_slot2_win_out,data_course_slot2_runs,data_course_slot2_win_rate,data_course_slot2_place2_rate,data_course_slot2_place3_rate,data_course_slot2_win_return_rate,data_course_slot2_place_return_rate,data_course_slot3_label,data_course_slot3_note,data_course_slot3_win_1st,data_course_slot3_win_2nd,data_course_slot3_win_3rd,data_course_slot3_win_out,data_course_slot3_runs,data_course_slot3_win_rate,data_course_slot3_place2_rate,data_course_slot3_place3_rate,data_course_slot3_win_return_rate,data_course_slot3_place_return_rate,data_course_slot4_label,data_course_slot4_note,data_course_slot4_win_1st,data_course_slot4_win_2nd,data_course_slot4_win_3rd,data_course_slot4_win_out,data_course_slot4_runs,data_course_slot4_win_rate,data_course_slot4_place2_rate,data_course_slot4_place3_rate,data_course_slot4_win_return_rate,data_course_slot4_place_return_rate,data_condition_horse_id,data_condition_horse_name,data_condition_slot1_label,data_condition_slot1_note,data_condition_slot1_win_1st,data_condition_slot1_win_2nd,data_condition_slot1_win_3rd,data_condition_slot1_win_out,data_condition_slot1_runs,data_condition_slot1_win_rate,data_condition_slot1_place2_rate,data_condition_slot1_place3_rate,data_condition_slot1_win_return_rate,data_condition_slot1_place_return_rate,data_condition_slot2_label,data_condition_slot2_note,data_condition_slot2_win_1st,data_condition_slot2_win_2nd,data_condition_slot2_win_3rd,data_condition_slot2_win_out,data_condition_slot2_runs,data_condition_slot2_win_rate,data_condition_slot2_place2_rate,data_condition_slot2_place3_rate,data_condition_slot2_win_return_rate,data_condition_slot2_place_return_rate,data_condition_slot3_label,data_condition_slot3_note,data_condition_slot3_win_1st,data_condition_slot3_win_2nd,data_condition_slot3_win_3rd,data_condition_slot3_win_out,data_condition_slot3_runs,data_condition_slot3_win_rate,data_condition_slot3_place2_rate,data_condition_slot3_place3_rate,data_condition_slot3_win_return_rate,data_condition_slot3_place_return_rate,data_condition_slot4_label,data_condition_slot4_note,data_condition_slot4_win_1st,data_condition_slot4_win_2nd,data_condition_slot4_win_3rd,data_condition_slot4_win_out,data_condition_slot4_runs,data_condition_slot4_win_rate,data_condition_slot4_place2_rate,data_condition_slot4_place3_rate,data_condition_slot4_win_return_rate,data_condition_slot4_place_return_rate,data_others_horse_id,data_others_horse_name,data_others_slot1_label,data_others_slot1_note,data_others_slot1_win_1st,data_others_slot1_win_2nd,data_others_slot1_win_3rd,data_others_slot1_win_out,data_others_slot1_runs,data_others_slot1_win_rate,data_others_slot1_place2_rate,data_others_slot1_place3_rate,data_others_slot1_win_return_rate,data_others_slot1_place_return_rate,data_others_slot2_label,data_others_slot2_note,data_others_slot2_win_1st,data_others_slot2_win_2nd,data_others_slot2_win_3rd,data_others_slot2_win_out,data_others_slot2_runs,data_others_slot2_win_rate,data_others_slot2_place2_rate,data_others_slot2_place3_rate,data_others_slot2_win_return_rate,data_others_slot2_place_return_rate,data_others_slot3_label,data_others_slot3_note,data_others_slot3_win_1st,data_others_slot3_win_2nd,data_others_slot3_win_3rd,data_others_slot3_win_out,data_others_slot3_runs,data_others_slot3_win_rate,data_others_slot3_place2_rate,data_others_slot3_place3_rate,data_others_slot3_win_return_rate,data_others_slot3_place_return_rate,data_others_slot4_label,data_others_slot4_note,data_others_slot4_win_1st,data_others_slot4_win_2nd,data_others_slot4_win_3rd,data_others_slot4_win_out,data_others_slot4_runs,data_others_slot4_win_rate,data_others_slot4_place2_rate,data_others_slot4_place3_rate,data_others_slot4_win_return_rate,data_others_slot4_place_return_rate,data_baba_water_horse_id,data_baba_water_horse_name,data_baba_water_slot1_label,data_baba_water_slot1_note,data_baba_water_slot1_win_1st,data_baba_water_slot1_win_2nd,data_baba_water_slot1_win_3rd,data_baba_water_slot1_win_out,data_baba_water_slot1_runs,data_baba_water_slot1_win_rate,data_baba_water_slot1_place2_rate,data_baba_water_slot1_place3_rate,data_baba_water_slot1_win_return_rate,data_baba_water_slot1_place_return_rate,data_baba_water_slot2_label,data_baba_water_slot2_note,data_baba_water_slot2_win_1st,data_baba_water_slot2_win_2nd,data_baba_water_slot2_win_3rd,data_baba_water_slot2_win_out,data_baba_water_slot2_runs,data_baba_water_slot2_win_rate,data_baba_water_slot2_place2_rate,data_baba_water_slot2_place3_rate,data_baba_water_slot2_win_return_rate,data_baba_water_slot2_place_return_rate,data_baba_water_slot3_label,data_baba_water_slot3_note,data_baba_water_slot3_win_1st,data_baba_water_slot3_win_2nd,data_baba_water_slot3_win_3rd,data_baba_water_slot3_win_out,data_baba_water_slot3_runs,data_baba_water_slot3_win_rate,data_baba_water_slot3_place2_rate,data_baba_water_slot3_place3_rate,data_baba_water_slot3_win_return_rate,data_baba_water_slot3_place_return_rate,data_baba_water_slot4_label,data_baba_water_slot4_note,data_baba_water_slot4_win_1st,data_baba_water_slot4_win_2nd,data_baba_water_slot4_win_3rd,data_baba_water_slot4_win_out,data_baba_water_slot4_runs,data_baba_water_slot4_win_rate,data_baba_water_slot4_place2_rate,data_baba_water_slot4_place3_rate,data_baba_water_slot4_win_return_rate,data_baba_water_slot4_place_return_rate,mark_raw_本紙,mark_raw_小林,mark_raw_藤村,mark_raw_大石川,mark_raw_CP予想,mark_honshi,mark_cp,mark_other,corner4_rank,corner4_gap_pct,corner4_gap_lengths,corner4_speedup,corner3_rank,corner3_gap_pct,corner3_gap_lengths,race_pace_label
1,202607030210,1,2023102898,ドリームゴーズオン,,,,,2026/08/19(水),栗坂,良,長岡,54.3(14.8);39.5(13.7);25.8(12.8);13.0(13.0),,2,馬也,仕上るも,C,,,,,,,,,,,,,,,,,,,,2026.05.24,新潟,8,3歳未勝利,,ダ1800,1:56.7,稍,12,11,12,長岡禎仁,57.0,10-10-10-10,39.4,516,+6,ホウオウストライク(2.7),,2026.05.02,京都,8,3歳未勝利,,ダ1800,1:54.8,重,15,3,15,長岡禎仁,57.0,8-8-10-8,38.2,510,0,ケンフィールド(2.2),,2026.01.17,京都,8,3歳未勝利,,ダ1800,1:57.6,良,10,3,10,田山旺佑,54.0,8-8-7-7,40.2,510,-6,リアライズグリント(3.1),,2025.12.28,阪神,16,2歳新馬,,ダ1400,1:31.5,良,16,5,15,田山旺佑,53.0,16-16,39.0,516,0,ソルオーブ(4.3),,2023102898,ドリームゴーズオン,牡3,長岡禎仁,69,44,69,未,43,69,58,54.5,11,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202608030302,未勝利,20260502,京都,重,-10,57,1:54.8,38.2,8,差,2,M,牡,3,,,,,,,,,,,,,,,,2023102898,ドリームゴーズオン,マクフィ,ネイティヴダンサー系,ディープインパクト,サンデーサイレンス系,牡3,57.0,,長岡,高橋亮,56.9,11,1枠,28,14,23,218,283,9%,14%,22%,96%,68%,2023102898,ドリームゴーズオン,差,35,64,76,732,907,3%,10%,19%,37%,71%,2023102898,ドリームゴーズオン,長岡禎仁,2,2,2,32,38,5%,10%,15%,25%,34%,2023102898,ドリームゴーズオン,高橋亮,1,0,1,15,17,5%,5%,11%,39%,17%,2023102898,ドリームゴーズオン,マクフィ,1,2,2,25,30,3%,10%,16%,22%,31%,2023102898,ドリームゴーズオン,ディープインパクト,9,11,4,77,101,8%,19%,23%,79%,88%,2023102898,ドリームゴーズオン,指数偏差値55,15,20,20,238,293,5%,12%,19%,38%,74%,2023102898,ドリームゴーズオン,中京ダート1800m,2023102898,ドリームゴーズオン,0,0,0,0,0,0%,0%,0%,0%,0%,ドリームゴーズオン×調教:C,2023102898,ドリームゴーズオン,0,0,0,4,4,0%,0%,0%,0%,0%,,,,,,,,,,,,,,長岡禎仁×単勝50〜100倍,2023102898,ドリームゴーズオン,0,1,2,47,50,0%,2%,6%,0%,39%,長岡禎仁×高橋亮,2023102898,ドリームゴーズオン,0,2,3,29,34,0%,6%,15%,0%,73%,長岡禎仁×飯田正剛,2023102898,ドリームゴーズオン,0,0,1,5,6,0%,0%,17%,0%,43%,長岡禎仁,2023102898,ドリームゴーズオン,1,3,3,58,65,2%,6%,11%,42%,53%,2023102898,ドリームゴーズオン,ダート1800m,,0,0,0,3,3,0%,0%,0%,0%,0%,ダート1600m,,0,0,0,0,0,0%,0%,0%,0%,0%,ダート2000m,,0,0,0,0,0,0%,0%,0%,0%,0%,全成績,,0,0,0,4,4,0%,0%,0%,0%,0%,2023102898,ドリームゴーズオン,ダート中京,,0,0,0,0,0,0%,0%,0%,0%,0%,ダート・右,,0,0,0,3,3,0%,0%,0%,0%,0%,ダート・左,,0,0,0,1,1,0%,0%,0%,0%,0%,全成績,,0,0,0,4,4,0%,0%,0%,0%,0%,2023102898,ドリームゴーズオン,ダート・良,,0,0,0,2,2,0%,0%,0%,0%,0%,ダート・稍重,,0,0,0,1,1,0%,0%,0%,0%,0%,ダート・重,,0,0,0,1,1,0%,0%,0%,0%,0%,ダート・不良,,0,0,0,0,0,0%,0%,0%,0%,0%,2023102898,ドリームゴーズオン,3ヶ月,,0,0,0,0,0,0%,0%,0%,0%,0%,未勝利,,0,0,0,3,3,0%,0%,0%,0%,0%,57kg,,0,0,0,2,2,0%,0%,0%,0%,0%,馬体重,連対時馬体重kg～kg,,,,,,,,,,,2023102898,ドリームゴーズオン,〜10,,0,0,0,3,3,0%,0%,0%,0%,0%,10〜12,,0,0,0,1,1,0%,0%,0%,0%,0%,12〜14,,0,0,0,0,0,0%,0%,0%,0%,0%,14〜,,0,0,0,0,0,0%,0%,0%,0%,0%,,,,,,,,★,12,84.58,8.41,2,13,98.07,9.75,M
2,202607030210,2,2023103419,ギレイ,,,,,2026/08/21(金),,,,連闘のため中間軽め,,,,やや良化,C,2026.08.16,新潟,6,3歳未勝利,,ダ1800,1:55.6,良,15,6,6,藤懸貴志,57.0,4-4-4-3,39.2,492,+8,タマモブレイキン(0.5),,2026.06.20,阪神,12,3歳未勝利,,ダ1800,1:56.6,稍,16,8,6,吉村誠之,57.0,11-10-10-13,40.1,484,+4,オンザ(2.8),,2026.04.18,阪神,8,3歳未勝利,,ダ2000,2:08.0,良,15,15,11,吉村誠之,57.0,2-2-2-2,38.8,480,-2,フィサブロス(1.0),,2026.03.29,阪神,5,3歳未勝利,,ダ2000,2:08.5,良,9,8,4,幸英明,57.0,7-7-8-8,38.7,482,-2,ミスターエメラルド(1.6),,2026.03.08,阪神,6,3歳未勝利,,ダ1800,1:57.4,良,12,8,8,吉村誠之,57.0,5-5-7-9,38.4,484,-10,ルファーダ(1.1),,2023103419,ギレイ,牡3,田山旺佑,73,62,63,未,73,52,63,23.2,9,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202604020812,未勝利,20260816,新潟,良,-9,57,1:55.6,39.2,6,先,4,M,牡,3,202609020703,未勝利,20260418,阪神,良,-12,57,2:08.0,38.8,8,先,8,M,牡,3,2023103419,ギレイ,ブリックスアンドモルタル,ノーザンダンサー系,ダンスインザダーク,サンデーサイレンス系,牡3,56.0,,田山,清水久,19.6,10,2枠,21,19,20,240,300,7%,13%,20%,32%,50%,2023103419,ギレイ,差,35,64,76,732,907,3%,10%,19%,37%,71%,2023103419,ギレイ,田山旺佑,3,2,2,20,27,11%,18%,25%,157%,87%,2023103419,ギレイ,清水久詞,3,3,3,19,28,10%,21%,32%,44%,97%,2023103419,ギレイ,ブリックスアンドモルタル,2,4,3,32,41,4%,14%,21%,80%,89%,2023103419,ギレイ,ダンスインザダーク,2,1,1,28,32,6%,9%,12%,86%,40%,2023103419,ギレイ,指数偏差値55,15,20,20,238,293,5%,12%,19%,38%,74%,2023103419,ギレイ,中京ダート1800m,2023103419,ギレイ,0,0,0,0,0,0%,0%,0%,0%,0%,ギレイ×調教:C,2023103419,ギレイ,0,0,0,2,2,0%,0%,0%,0%,0%,,,,,,,,,,,,,,田山旺佑×単勝20〜30倍,2023103419,ギレイ,3,6,2,58,69,4%,13%,16%,103%,69%,田山旺佑×清水久詞,2023103419,ギレイ,0,1,0,8,9,0%,11%,11%,0%,54%,田山旺佑×社台ＲＨ,2023103419,ギレイ,1,2,4,19,26,4%,12%,27%,14%,52%,田山旺佑←藤懸貴志,2023103419,ギレイ,0,0,1,3,4,0%,0%,25%,0%,360%,2023103419,ギレイ,ダート1800m,,0,0,0,4,4,0%,0%,0%,0%,0%,ダート1600m,,0,0,0,0,0,0%,0%,0%,0%,0%,ダート2000m,,0,0,0,2,2,0%,0%,0%,0%,0%,全成績,,0,0,0,7,7,0%,0%,0%,0%,0%,2023103419,ギレイ,ダート中京,,0,0,0,0,0,0%,0%,0%,0%,0%,ダート・右,,0,0,0,5,5,0%,0%,0%,0%,0%,ダート・左,,0,0,0,1,1,0%,0%,0%,0%,0%,全成績,,0,0,0,7,7,0%,0%,0%,0%,0%,2023103419,ギレイ,ダート・良,,0,0,0,5,5,0%,0%,0%,0%,0%,ダート・稍重,,0,0,0,1,1,0%,0%,0%,0%,0%,ダート・重,,0,0,0,0,0,0%,0%,0%,0%,0%,ダート・不良,,0,0,0,0,0,0%,0%,0%,0%,0%,2023103419,ギレイ,連闘,,0,0,0,0,0,0%,0%,0%,0%,0%,未勝利,,0,0,0,6,6,0%,0%,0%,0%,0%,56kg,,0,0,0,1,1,0%,0%,0%,0%,0%,馬体重,連対時馬体重kg～kg,,,,,,,,,,,2023103419,ギレイ,〜10,,0,0,0,5,5,0%,0%,0%,0%,0%,10〜12,,0,0,0,1,1,0%,0%,0%,0%,0%,12〜14,,0,0,0,0,0,0%,0%,0%,0%,0%,14〜,,0,0,0,0,0,0%,0%,0%,0%,0%,△,△,☆,△,,△,,,5,42.42,4.22,2,8,59.72,5.94,M
3,202607030210,3,2023103703,アルダ,,,,,2026/08/19(水),栗坂,良,助手,54.9(15.1);39.8(14.1);25.7(13.1);12.6(12.6),,2,馬也,仕上上々,B,,,,,,,,,,,,,,,,,,,,2026.04.11,阪神,10,3歳未勝利,,芝2000,2:02.2,稍,15,15,8,吉村誠之,57.0,9-9-12-13,35.9,500,+10,オリオンブレード(1.0),,2026.01.17,京都,11,3歳未勝利,,ダ1900,2:04.7,良,13,2,7,小崎綾也,57.0,3-4-3-4,40.6,490,-4,テスタヴェローチェ(2.6),,2026.01.05,京都,10,3歳未勝利,,ダ1900,2:03.1,良,16,6,6,小崎綾也,57.0,2-2-2-2,40.7,494,-6,エドウィンナルコ(2.2),,2025.10.26,京都,14,2歳新馬,,ダ1800,1:58.8,重,16,5,2,佐々木大,56.0,11-13-13-13,41.6,500,0,ダノンバーボン(6.9),,2023103703,アルダ,牡3,鮫島克駿,57,41,24,未,57,43,70,10.8,3,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202508030904,新馬,20251026,京都,重,-19,56,1:58.8,41.6,14,追,3,S,牡,2,,,,,,,,,,,,,,,,2023103703,アルダ,リアルスティール,サンデーサイレンス系,ロードカナロア,ネイティヴダンサー系,牡3,57.0,,鮫島駿,石坂,10.8,3,3枠,22,18,17,259,316,6%,12%,18%,50%,59%,2023103703,アルダ,先,109,98,92,410,709,15%,29%,42%,157%,117%,2023103703,アルダ,鮫島克駿,9,7,7,34,57,15%,28%,40%,97%,107%,2023103703,アルダ,石坂公一,2,4,1,28,35,5%,17%,20%,35%,138%,2023103703,アルダ,リアルスティール,6,2,2,39,49,12%,16%,20%,120%,65%,2023103703,アルダ,ロードカナロア,2,2,0,12,16,12%,25%,25%,79%,82%,2023103703,アルダ,指数偏差値45,5,1,5,125,136,4%,4%,8%,107%,53%,2023103703,アルダ,中京ダート1800m,2023103703,アルダ,0,0,0,0,0,0%,0%,0%,0%,0%,アルダ×調教:B,2023103703,アルダ,0,0,0,3,3,0%,0%,0%,0%,0%,,,,,,,,,,,,,,鮫島克駿×単勝10〜15倍,2023103703,アルダ,3,11,8,63,85,4%,17%,26%,38%,69%,鮫島克駿×石坂公一,2023103703,アルダ,2,0,1,6,9,22%,22%,33%,92%,58%,鮫島克駿×吉田晴哉,2023103703,アルダ,1,0,0,4,5,20%,20%,20%,50%,22%,鮫島克駿←吉村誠之助,2023103703,アルダ,17,14,13,126,170,10%,18%,26%,80%,88%,2023103703,アルダ,ダート1800m,,0,0,0,1,1,0%,0%,0%,0%,0%,ダート1600m,,0,0,0,0,0,0%,0%,0%,0%,0%,ダート2000m,,0,0,0,0,0,0%,0%,0%,0%,0%,全成績,,0,0,0,4,4,0%,0%,0%,0%,0%,2023103703,アルダ,ダート中京,,0,0,0,0,0,0%,0%,0%,0%,0%,ダート・右,,0,0,0,3,3,0%,0%,0%,0%,0%,ダート・左,,0,0,0,0,0,0%,0%,0%,0%,0%,全成績,,0,0,0,4,4,0%,0%,0%,0%,0%,2023103703,アルダ,ダート・良,,0,0,0,2,2,0%,0%,0%,0%,0%,ダート・稍重,,0,0,0,0,0,0%,0%,0%,0%,0%,ダート・重,,0,0,0,1,1,0%,0%,0%,0%,0%,ダート・不良,,0,0,0,0,0,0%,0%,0%,0%,0%,2023103703,アルダ,3ヶ月,,0,0,0,0,0,0%,0%,0%,0%,0%,未勝利,,0,0,0,3,3,0%,0%,0%,0%,0%,57kg,,0,0,0,3,3,0%,0%,0%,0%,0%,馬体重,連対時馬体重kg～kg,,,,,,,,,,,2023103703,アルダ,〜10,,0,0,0,1,1,0%,0%,0%,0%,0%,10〜12,,0,0,0,2,2,0%,0%,0%,0%,0%,12〜14,,0,0,0,0,0,0%,0%,0%,0%,0%,14〜,,0,0,0,0,0,0%,0%,0%,0%,0%,△,,◎,,,△,,,4,39.31,3.91,1,4,37.68,3.75,M
