umaban,race_id,horse_id,horse_name,waku,stable_comment,stable_comment_reporter,stable_comment_rating_code,training_review,training_date,training_course,training_track_condition,training_rider,training_times,training_partner_comment,training_position,training_load,training_critic,training_rank,past1_date,past1_venue,past1_finish,past1_race_name,past1_race_class,past1_surface_distance,past1_time,past1_track_condition,past1_field_size,past1_umaban_in_race,past1_ninki,past1_jockey,past1_weight_carried,past1_corner_positions,past1_agari_3f,past1_horse_weight,past1_horse_weight_diff,past1_beaten_by,past1_birthday,past2_date,past2_venue,past2_finish,past2_race_name,past2_race_class,past2_surface_distance,past2_time,past2_track_condition,past2_field_size,past2_umaban_in_race,past2_ninki,past2_jockey,past2_weight_carried,past2_corner_positions,past2_agari_3f,past2_horse_weight,past2_horse_weight_diff,past2_beaten_by,past2_birthday,past3_date,past3_venue,past3_finish,past3_race_name,past3_race_class,past3_surface_distance,past3_time,past3_track_condition,past3_field_size,past3_umaban_in_race,past3_ninki,past3_jockey,past3_weight_carried,past3_corner_positions,past3_agari_3f,past3_horse_weight,past3_horse_weight_diff,past3_beaten_by,past3_birthday,past4_date,past4_venue,past4_finish,past4_race_name,past4_race_class,past4_surface_distance,past4_time,past4_track_condition,past4_field_size,past4_umaban_in_race,past4_ninki,past4_jockey,past4_weight_carried,past4_corner_positions,past4_agari_3f,past4_horse_weight,past4_horse_weight_diff,past4_beaten_by,past4_birthday,past5_date,past5_venue,past5_finish,past5_race_name,past5_race_class,past5_surface_distance,past5_time,past5_track_condition,past5_field_size,past5_umaban_in_race,past5_ninki,past5_jockey,past5_weight_carried,past5_corner_positions,past5_agari_3f,past5_horse_weight,past5_horse_weight_diff,past5_beaten_by,past5_birthday,speed_horse_id,speed_horse_name,speed_sex_age,speed_jockey,speed_max_index,speed_avg_index_5races,speed_max_distance_index,speed_max_course_index,speed_index_3races_ago,speed_index_2races_ago,speed_index_1race_ago,speed_odds,speed_ninki,speed_weight_carried,holdtime_just_race_id,holdtime_just_race_name,holdtime_just_race_date,holdtime_just_jyo,holdtime_just_baba,holdtime_just_babasa,holdtime_just_kinryo,holdtime_just_time,holdtime_just_l3f,holdtime_just_jyuni,holdtime_just_kyakusitu,holdtime_just_wakuban,holdtime_just_pace,holdtime_just_sex,holdtime_just_age,holdtime_short_race_id,holdtime_short_race_name,holdtime_short_race_date,holdtime_short_jyo,holdtime_short_baba,holdtime_short_babasa,holdtime_short_kinryo,holdtime_short_time,holdtime_short_l3f,holdtime_short_jyuni,holdtime_short_kyakusitu,holdtime_short_wakuban,holdtime_short_pace,holdtime_short_sex,holdtime_short_age,holdtime_middle_race_id,holdtime_middle_race_name,holdtime_middle_race_date,holdtime_middle_jyo,holdtime_middle_baba,holdtime_middle_babasa,holdtime_middle_kinryo,holdtime_middle_time,holdtime_middle_l3f,holdtime_middle_jyuni,holdtime_middle_kyakusitu,holdtime_middle_wakuban,holdtime_middle_pace,holdtime_middle_sex,holdtime_middle_age,holdtime_long_race_id,holdtime_long_race_name,holdtime_long_race_date,holdtime_long_jyo,holdtime_long_baba,holdtime_long_babasa,holdtime_long_kinryo,holdtime_long_time,holdtime_long_l3f,holdtime_long_jyuni,holdtime_long_kyakusitu,holdtime_long_wakuban,holdtime_long_pace,holdtime_long_sex,holdtime_long_age,bias_horse_id,bias_horse_name,bias_sire,bias_sire_bloodline,bias_dam_sire,bias_dam_sire_bloodline,bias_sex_age,bias_weight_carried,bias_horse_weight,bias_jockey,bias_trainer,bias_win_odds,bias_ninki,ca_waku_category_label,ca_waku_win_1st,ca_waku_win_2nd,ca_waku_win_3rd,ca_waku_win_out,ca_waku_runs,ca_waku_win_rate,ca_waku_place2_rate,ca_waku_place3_rate,ca_waku_win_return_rate,ca_waku_place_return_rate,ca_waku_horse_id,ca_waku_horse_name,ca_running_style_category_label,ca_running_style_win_1st,ca_running_style_win_2nd,ca_running_style_win_3rd,ca_running_style_win_out,ca_running_style_runs,ca_running_style_win_rate,ca_running_style_place2_rate,ca_running_style_place3_rate,ca_running_style_win_return_rate,ca_running_style_place_return_rate,ca_running_style_horse_id,ca_running_style_horse_name,ca_jockey_category_label,ca_jockey_win_1st,ca_jockey_win_2nd,ca_jockey_win_3rd,ca_jockey_win_out,ca_jockey_runs,ca_jockey_win_rate,ca_jockey_place2_rate,ca_jockey_place3_rate,ca_jockey_win_return_rate,ca_jockey_place_return_rate,ca_jockey_horse_id,ca_jockey_horse_name,ca_trainer_category_label,ca_trainer_win_1st,ca_trainer_win_2nd,ca_trainer_win_3rd,ca_trainer_win_out,ca_trainer_runs,ca_trainer_win_rate,ca_trainer_place2_rate,ca_trainer_place3_rate,ca_trainer_win_return_rate,ca_trainer_place_return_rate,ca_trainer_horse_id,ca_trainer_horse_name,ca_sire_category_label,ca_sire_win_1st,ca_sire_win_2nd,ca_sire_win_3rd,ca_sire_win_out,ca_sire_runs,ca_sire_win_rate,ca_sire_place2_rate,ca_sire_place3_rate,ca_sire_win_return_rate,ca_sire_place_return_rate,ca_sire_horse_id,ca_sire_horse_name,ca_broodmare_sire_category_label,ca_broodmare_sire_win_1st,ca_broodmare_sire_win_2nd,ca_broodmare_sire_win_3rd,ca_broodmare_sire_win_out,ca_broodmare_sire_runs,ca_broodmare_sire_win_rate,ca_broodmare_sire_place2_rate,ca_broodmare_sire_place3_rate,ca_broodmare_sire_win_return_rate,ca_broodmare_sire_place_return_rate,ca_broodmare_sire_horse_id,ca_broodmare_sire_horse_name,concerned_category_label,concerned_horse_id,concerned_horse_name,concerned_win_1st,concerned_win_2nd,concerned_win_3rd,concerned_win_out,concerned_runs,concerned_win_rate,concerned_place2_rate,concerned_place3_rate,concerned_win_return_rate,concerned_place_return_rate,surf_ketto_training_category_label,surf_ketto_training_horse_id,surf_ketto_training_horse_name,surf_ketto_training_win_1st,surf_ketto_training_win_2nd,surf_ketto_training_win_3rd,surf_ketto_training_win_out,surf_ketto_training_runs,surf_ketto_training_win_rate,surf_ketto_training_place2_rate,surf_ketto_training_place3_rate,surf_ketto_training_win_return_rate,surf_ketto_training_place_return_rate,surf_ketto_comment_category_label,surf_ketto_comment_horse_id,surf_ketto_comment_horse_name,surf_ketto_comment_win_1st,surf_ketto_comment_win_2nd,surf_ketto_comment_win_3rd,surf_ketto_comment_win_out,surf_ketto_comment_runs,surf_ketto_comment_win_rate,surf_ketto_comment_place2_rate,surf_ketto_comment_place3_rate,surf_ketto_comment_win_return_rate,surf_ketto_comment_place_return_rate,surf_odds_jockey_category_label,surf_odds_jockey_horse_id,surf_odds_jockey_horse_name,surf_odds_jockey_win_1st,surf_odds_jockey_win_2nd,surf_odds_jockey_win_3rd,surf_odds_jockey_win_out,surf_odds_jockey_runs,surf_odds_jockey_win_rate,surf_odds_jockey_place2_rate,surf_odds_jockey_place3_rate,surf_odds_jockey_win_return_rate,surf_odds_jockey_place_return_rate,surf_jockey_trainer_category_label,surf_jockey_trainer_horse_id,surf_jockey_trainer_horse_name,surf_jockey_trainer_win_1st,surf_jockey_trainer_win_2nd,surf_jockey_trainer_win_3rd,surf_jockey_trainer_win_out,surf_jockey_trainer_runs,surf_jockey_trainer_win_rate,surf_jockey_trainer_place2_rate,surf_jockey_trainer_place3_rate,surf_jockey_trainer_win_return_rate,surf_jockey_trainer_place_return_rate,surf_jockey_owner_category_label,surf_jockey_owner_horse_id,surf_jockey_owner_horse_name,surf_jockey_owner_win_1st,surf_jockey_owner_win_2nd,surf_jockey_owner_win_3rd,surf_jockey_owner_win_out,surf_jockey_owner_runs,surf_jockey_owner_win_rate,surf_jockey_owner_place2_rate,surf_jockey_owner_place3_rate,surf_jockey_owner_win_return_rate,surf_jockey_owner_place_return_rate,surf_jockey_prevjockey_category_label,surf_jockey_prevjockey_horse_id,surf_jockey_prevjockey_horse_name,surf_jockey_prevjockey_win_1st,surf_jockey_prevjockey_win_2nd,surf_jockey_prevjockey_win_3rd,surf_jockey_prevjockey_win_out,surf_jockey_prevjockey_runs,surf_jockey_prevjockey_win_rate,surf_jockey_prevjockey_place2_rate,surf_jockey_prevjockey_place3_rate,surf_jockey_prevjockey_win_return_rate,surf_jockey_prevjockey_place_return_rate,data_distance_horse_id,data_distance_horse_name,data_distance_slot1_label,data_distance_slot1_note,data_distance_slot1_win_1st,data_distance_slot1_win_2nd,data_distance_slot1_win_3rd,data_distance_slot1_win_out,data_distance_slot1_runs,data_distance_slot1_win_rate,data_distance_slot1_place2_rate,data_distance_slot1_place3_rate,data_distance_slot1_win_return_rate,data_distance_slot1_place_return_rate,data_distance_slot2_label,data_distance_slot2_note,data_distance_slot2_win_1st,data_distance_slot2_win_2nd,data_distance_slot2_win_3rd,data_distance_slot2_win_out,data_distance_slot2_runs,data_distance_slot2_win_rate,data_distance_slot2_place2_rate,data_distance_slot2_place3_rate,data_distance_slot2_win_return_rate,data_distance_slot2_place_return_rate,data_distance_slot3_label,data_distance_slot3_note,data_distance_slot3_win_1st,data_distance_slot3_win_2nd,data_distance_slot3_win_3rd,data_distance_slot3_win_out,data_distance_slot3_runs,data_distance_slot3_win_rate,data_distance_slot3_place2_rate,data_distance_slot3_place3_rate,data_distance_slot3_win_return_rate,data_distance_slot3_place_return_rate,data_distance_slot4_label,data_distance_slot4_note,data_distance_slot4_win_1st,data_distance_slot4_win_2nd,data_distance_slot4_win_3rd,data_distance_slot4_win_out,data_distance_slot4_runs,data_distance_slot4_win_rate,data_distance_slot4_place2_rate,data_distance_slot4_place3_rate,data_distance_slot4_win_return_rate,data_distance_slot4_place_return_rate,data_distance_slot5_label,data_distance_slot5_note,data_distance_slot5_win_1st,data_distance_slot5_win_2nd,data_distance_slot5_win_3rd,data_distance_slot5_win_out,data_distance_slot5_runs,data_distance_slot5_win_rate,data_distance_slot5_place2_rate,data_distance_slot5_place3_rate,data_distance_slot5_win_return_rate,data_distance_slot5_place_return_rate,data_course_horse_id,data_course_horse_name,data_course_slot1_label,data_course_slot1_note,data_course_slot1_win_1st,data_course_slot1_win_2nd,data_course_slot1_win_3rd,data_course_slot1_win_out,data_course_slot1_runs,data_course_slot1_win_rate,data_course_slot1_place2_rate,data_course_slot1_place3_rate,data_course_slot1_win_return_rate,data_course_slot1_place_return_rate,data_course_slot2_label,data_course_slot2_note,data_course_slot2_win_1st,data_course_slot2_win_2nd,data_course_slot2_win_3rd,data_course_slot2_win_out,data_course_slot2_runs,data_course_slot2_win_rate,data_course_slot2_place2_rate,data_course_slot2_place3_rate,data_course_slot2_win_return_rate,data_course_slot2_place_return_rate,data_course_slot3_label,data_course_slot3_note,data_course_slot3_win_1st,data_course_slot3_win_2nd,data_course_slot3_win_3rd,data_course_slot3_win_out,data_course_slot3_runs,data_course_slot3_win_rate,data_course_slot3_place2_rate,data_course_slot3_place3_rate,data_course_slot3_win_return_rate,data_course_slot3_place_return_rate,data_course_slot4_label,data_course_slot4_note,data_course_slot4_win_1st,data_course_slot4_win_2nd,data_course_slot4_win_3rd,data_course_slot4_win_out,data_course_slot4_runs,data_course_slot4_win_rate,data_course_slot4_place2_rate,data_course_slot4_place3_rate,data_course_slot4_win_return_rate,data_course_slot4_place_return_rate,data_condition_horse_id,data_condition_horse_name,data_condition_slot1_label,data_condition_slot1_note,data_condition_slot1_win_1st,data_condition_slot1_win_2nd,data_condition_slot1_win_3rd,data_condition_slot1_win_out,data_condition_slot1_runs,data_condition_slot1_win_rate,data_condition_slot1_place2_rate,data_condition_slot1_place3_rate,data_condition_slot1_win_return_rate,data_condition_slot1_place_return_rate,data_condition_slot2_label,data_condition_slot2_note,data_condition_slot2_win_1st,data_condition_slot2_win_2nd,data_condition_slot2_win_3rd,data_condition_slot2_win_out,data_condition_slot2_runs,data_condition_slot2_win_rate,data_condition_slot2_place2_rate,data_condition_slot2_place3_rate,data_condition_slot2_win_return_rate,data_condition_slot2_place_return_rate,data_condition_slot3_label,data_condition_slot3_note,data_condition_slot3_win_1st,data_condition_slot3_win_2nd,data_condition_slot3_win_3rd,data_condition_slot3_win_out,data_condition_slot3_runs,data_condition_slot3_win_rate,data_condition_slot3_place2_rate,data_condition_slot3_place3_rate,data_condition_slot3_win_return_rate,data_condition_slot3_place_return_rate,data_condition_slot4_label,data_condition_slot4_note,data_condition_slot4_win_1st,data_condition_slot4_win_2nd,data_condition_slot4_win_3rd,data_condition_slot4_win_out,data_condition_slot4_runs,data_condition_slot4_win_rate,data_condition_slot4_place2_rate,data_condition_slot4_place3_rate,data_condition_slot4_win_return_rate,data_condition_slot4_place_return_rate,data_others_horse_id,data_others_horse_name,data_others_slot1_label,data_others_slot1_note,data_others_slot1_win_1st,data_others_slot1_win_2nd,data_others_slot1_win_3rd,data_others_slot1_win_out,data_others_slot1_runs,data_others_slot1_win_rate,data_others_slot1_place2_rate,data_others_slot1_place3_rate,data_others_slot1_win_return_rate,data_others_slot1_place_return_rate,data_others_slot2_label,data_others_slot2_note,data_others_slot2_win_1st,data_others_slot2_win_2nd,data_others_slot2_win_3rd,data_others_slot2_win_out,data_others_slot2_runs,data_others_slot2_win_rate,data_others_slot2_place2_rate,data_others_slot2_place3_rate,data_others_slot2_win_return_rate,data_others_slot2_place_return_rate,data_others_slot3_label,data_others_slot3_note,data_others_slot3_win_1st,data_others_slot3_win_2nd,data_others_slot3_win_3rd,data_others_slot3_win_out,data_others_slot3_runs,data_others_slot3_win_rate,data_others_slot3_place2_rate,data_others_slot3_place3_rate,data_others_slot3_win_return_rate,data_others_slot3_place_return_rate,data_cushion_horse_id,data_cushion_horse_name,data_cushion_slot1_label,data_cushion_slot1_note,data_cushion_slot1_win_1st,data_cushion_slot1_win_2nd,data_cushion_slot1_win_3rd,data_cushion_slot1_win_out,data_cushion_slot1_runs,data_cushion_slot1_win_rate,data_cushion_slot1_place2_rate,data_cushion_slot1_place3_rate,data_cushion_slot1_win_return_rate,data_cushion_slot1_place_return_rate,data_cushion_slot2_label,data_cushion_slot2_note,data_cushion_slot2_win_1st,data_cushion_slot2_win_2nd,data_cushion_slot2_win_3rd,data_cushion_slot2_win_out,data_cushion_slot2_runs,data_cushion_slot2_win_rate,data_cushion_slot2_place2_rate,data_cushion_slot2_place3_rate,data_cushion_slot2_win_return_rate,data_cushion_slot2_place_return_rate,data_baba_water_horse_id,data_baba_water_horse_name,data_baba_water_slot1_label,data_baba_water_slot1_note,data_baba_water_slot1_win_1st,data_baba_water_slot1_win_2nd,data_baba_water_slot1_win_3rd,data_baba_water_slot1_win_out,data_baba_water_slot1_runs,data_baba_water_slot1_win_rate,data_baba_water_slot1_place2_rate,data_baba_water_slot1_place3_rate,data_baba_water_slot1_win_return_rate,data_baba_water_slot1_place_return_rate,data_baba_water_slot2_label,data_baba_water_slot2_note,data_baba_water_slot2_win_1st,data_baba_water_slot2_win_2nd,data_baba_water_slot2_win_3rd,data_baba_water_slot2_win_out,data_baba_water_slot2_runs,data_baba_water_slot2_win_rate,data_baba_water_slot2_place2_rate,data_baba_water_slot2_place3_rate,data_baba_water_slot2_win_return_rate,data_baba_water_slot2_place_return_rate,mark_raw_古澤,mark_raw_CP予想,mark_raw_マリア,mark_raw_馬場予想,mark_honshi,mark_cp,mark_other,corner4_rank,corner4_gap_pct,corner4_gap_lengths,corner4_speedup,corner3_rank,corner3_gap_pct,corner3_gap_lengths
1,202648073010,2019102598,スキューマパーラ,,,,,,,,,,,,,,,,2026.06.30,名古屋,8,彦星大空(B),,ダ2100,2:20.2,稍,12,5,10,大原浩司,55.0,7-6-7,40.6,461,-6,リプリー(2.6),,2026.06.17,名古屋,8,レサト賞(B),,ダ1400,1:31.8,良,11,1,6,大原浩司,55.0,4-6-6,38.5,467,+7,エブライト(1.0),,2026.06.02,名古屋,6,アルフェ(B),,ダ1700,1:51.4,不,11,5,9,大原浩司,55.0,5-5-6,39.0,460,+1,シルクニードル(1.4),,2026.05.20,名古屋,2,B4組,,ダ1500,1:36.6,良,11,9,9,大原浩司,55.0,3-3-2,38.5,459,+4,シルクニードル(0.3),,2026.05.05,名古屋,5,B5組,,ダ1500,1:38.0,稍,11,5,9,大原浩司,55.0,7-6-7,39.3,455,+4,ケイアイカラキア(1.5),,2019102598,スキューマパーラ,,大原浩司,,,,,,,,,,,202448072411,鰻特別,20240724,名古屋,良,-20,54,1:33.9,38.3,1,先,8,H,牝,5,202107050801,未勝利,20211002,中京,良,-6,53,1:28.5,40.1,9,追,2,H,牝,2,202448072411,鰻特別,20240724,名古屋,良,-20,54,1:33.9,38.3,1,先,8,H,牝,5,202448061411,青葉特別,20240614,名古屋,良,-3,54,1:49.1,39.3,3,差,6,H,牝,5,2019102598,スキューマパーラ,ダンカーク,ネイティヴダンサー系,ネオユニヴァース,サンデーサイレンス系,牝7,55.0,456(-5),大原浩司,櫻井今朝,111.7,10,1枠,191,212,174,2005,2582,7%,15%,22%,79%,67%,2019102598,スキューマパーラ,差,1645,1802,1802,12981,18230,9%,18%,28%,72%,75%,2019102598,スキューマパーラ,大原浩司,14,20,37,625,696,2%,4%,10%,47%,63%,2019102598,スキューマパーラ,櫻井今朝,93,100,113,890,1196,7%,16%,25%,80%,74%,2019102598,スキューマパーラ,ダンカーク,28,29,30,353,440,6%,12%,19%,115%,73%,2019102598,スキューマパーラ,,0,0,0,0,0,0%,0%,0%,0%,0%,2019102598,スキューマパーラ,名古屋ダート1500m,2019102598,スキューマパーラ,2,4,2,16,24,8%,25%,33%,200%,122%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019102598,スキューマパーラ,ダート1500m,,2,4,2,16,24,8.3%,25%,33.3%,200.4%,121.7%,ダート1400m,,1,2,6,18,27,3.7%,11.1%,33.3%,4.8%,58.5%,ダート1600m,,4,0,0,8,12,33.3%,33.3%,33.3%,149.2%,45%,ダート1700m,,1,3,4,22,30,3.3%,13.3%,26.7%,10.7%,98.3%,全成績,,8,9,12,73,102,7.8%,16.7%,28.4%,69.1%,78.3%,2019102598,スキューマパーラ,ダート名古屋,,3,7,6,48,64,4.7%,15.6%,25%,80.2%,91.7%,ダート・右,,8,9,12,67,96,8.3%,17.7%,30.2%,73.4%,83.2%,ダート・左,,0,0,0,1,1,0%,0%,0%,0%,0%,全成績,,8,9,12,73,102,7.8%,16.7%,28.4%,69.1%,78.3%,2019102598,スキューマパーラ,ダート・良,,7,8,7,37,59,11.9%,25.4%,37.3%,48.8%,96.3%,ダート・稍重,,1,0,4,14,19,5.3%,5.3%,26.3%,219.5%,53.7%,ダート・重,,0,0,0,9,9,0%,0%,0%,0%,0%,ダート・不良,,0,1,1,8,10,0%,10%,20%,0%,129%,2019102598,スキューマパーラ,中3週,,1,0,1,8,10,10%,10%,20%,17%,37%,55kg,,1,4,1,20,26,3.8%,19.2%,23.1%,6.5%,66.5%,馬体重,連対時馬体重427kg～459kg,,,,,,,,,,,2019102598,スキューマパーラ,全成績,,8,9,12,73,102,7.8%,16.7%,28.4%,69.1%,78.3%,全成績,,8,9,12,73,102,7.8%,16.7%,28.4%,69.1%,78.3%,2019102598,スキューマパーラ,全成績,,8,9,12,73,102,7.8%,16.7%,28.4%,69.1%,78.3%,全成績,,8,9,12,73,102,7.8%,16.7%,28.4%,69.1%,78.3%,△,,,△,,,,8.0,74.41,7.4,1.0,8.0,77.41,7.7
2,202648073010,2021104524,タマモルピナス,,,,,,,,,,,,,,,,2026.07.15,名古屋,8,B5組,,ダ1500,1:37.4,良,12,12,5,近藤颯羽,52.0,11-11-10,39.5,464,0,セレッソレイナ(1.1),,2026.06.30,名古屋,5,彦星大空(B),,ダ2100,2:19.3,稍,12,9,6,近藤颯羽,52.0,12-12-8,38.6,464,+3,リプリー(1.7),,2026.06.22,名古屋,1,ちひろと(B),,ダ1500,1:36.9,稍,10,9,6,近藤颯羽,52.0,8-8-7,38.0,461,0,サヤヒメ(-0.2),,2026.05.25,名古屋,2,碧南特別(C),,ダ1700,1:52.1,良,11,8,4,近藤颯羽,52.0,11-11-9,38.6,461,+6,ワカギミ(0.3),,2026.05.06,名古屋,1,八曽山特(C),,ダ1700,1:52.1,稍,12,7,7,近藤颯羽,52.0,12-12-9,39.6,455,-19,ジョーテルプジ(-1.0),,2021104524,タマモルピナス,,近藤颯羽,,,,,,,,,,,202648062206,ちひろとはると付き合,20260622,名古屋,稍,-7,52,1:36.9,38,1,追,8,M,牝,5,202548061604,Ｃ１３組,20250616,名古屋,重,-2,55,1:31.2,39,1,先,8,M,牝,4,202648062206,ちひろとはると付き合,20260622,名古屋,稍,-7,52,1:36.9,38,1,追,8,M,牝,5,202648052512,碧南特別,20260525,名古屋,良,-4,52,1:52.1,38.6,2,追,7,M,牝,5,2021104524,タマモルピナス,マジェスティックウォリアー,ナスルーラ系,ハーツクライ,サンデーサイレンス系,牝5,52.0,456(-8),近藤颯羽,原口次夫,61.8,8,2枠,205,200,202,1989,2596,7%,15%,23%,53%,61%,2021104524,タマモルピナス,追,373,370,439,6262,7444,5%,9%,15%,73%,63%,2021104524,タマモルピナス,近藤颯羽,17,16,10,127,170,10%,19%,25%,129%,81%,2021104524,タマモルピナス,原口次夫,87,116,121,932,1256,6%,16%,25%,68%,72%,2021104524,タマモルピナス,マジェスティックウォリアー,54,36,39,314,443,12%,20%,29%,95%,84%,2021104524,タマモルピナス,,0,0,0,0,0,0%,0%,0%,0%,0%,2021104524,タマモルピナス,名古屋ダート1500m,2021104524,タマモルピナス,2,1,0,24,27,7%,11%,11%,81%,22%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021104524,タマモルピナス,ダート1500m,,2,1,0,24,27,7.4%,11.1%,11.1%,81.1%,22.2%,ダート1400m,,1,0,0,10,11,9.1%,9.1%,9.1%,98.2%,31.8%,ダート1600m,,0,0,0,1,1,0%,0%,0%,0%,0%,ダート1700m,,1,1,0,2,4,25%,50%,50%,600%,127.5%,全成績,,4,2,0,42,48,8.3%,12.5%,12.5%,118.1%,30.4%,2021104524,タマモルピナス,ダート名古屋,,4,2,0,40,46,8.7%,13%,13%,123.3%,31.7%,ダート・右,,4,2,0,40,46,8.7%,13%,13%,123.3%,31.7%,ダート・左,,0,0,0,2,2,0%,0%,0%,0%,0%,全成績,,4,2,0,42,48,8.3%,12.5%,12.5%,118.1%,30.4%,2021104524,タマモルピナス,ダート・良,,0,2,0,27,29,0%,6.9%,6.9%,0%,11.4%,ダート・稍重,,3,0,0,6,9,33.3%,33.3%,33.3%,510%,86.7%,ダート・重,,1,0,0,6,7,14.3%,14.3%,14.3%,154.3%,50%,ダート・不良,,0,0,0,3,3,0%,0%,0%,0%,0%,2021104524,タマモルピナス,中1週,,3,1,0,34,38,7.9%,10.5%,10.5%,128.2%,26.6%,52kg,,2,1,0,4,7,28.6%,42.9%,42.9%,457.1%,112.9%,馬体重,連対時馬体重455kg～462kg,,,,,,,,,,,2021104524,タマモルピナス,全成績,,4,2,0,42,48,8.3%,12.5%,12.5%,118.1%,30.4%,全成績,,4,2,0,42,48,8.3%,12.5%,12.5%,118.1%,30.4%,2021104524,タマモルピナス,全成績,,4,2,0,42,48,8.3%,12.5%,12.5%,118.1%,30.4%,全成績,,4,2,0,42,48,8.3%,12.5%,12.5%,118.1%,30.4%,,,,△,,,,9.0,89.68,8.92,1.0,11.0,100.0,9.94
3,202648073010,2022102225,テーオーリップマン,,,,,,,,,,,,,,,,2026.07.15,名古屋,6,B5組,,ダ1500,1:37.1,良,12,9,3,大畑雅章,57.0,4-4-6,41.1,530,+3,セレッソレイナ(0.8),,2026.06.18,名古屋,4,B7組,,ダ1500,1:36.6,良,10,7,4,望月洵輝,57.0,4-2-3,40.5,527,-3,グラスビジョン(1.6),,2026.06.05,名古屋,1,君枝&翔(B),,ダ1400,1:30.3,稍,12,1,2,望月洵輝,57.0,1-1-1,38.6,530,+2,セイウンピカイチ(-0.4),,2026.05.22,名古屋,1,C6組,,ダ1500,1:38.0,重,11,6,1,望月洵輝,57.0,1-1-1,39.6,528,-2,キタノレーニア(-1.0),,2026.05.07,名古屋,2,C9組,,ダ1500,1:38.1,良,10,4,1,望月洵輝,57.0,4-4-5,39.7,530,-2,セイウンピカイチ(0.2),,2022102225,テーオーリップマン,,望月洵輝,,,,,,,,,,,202648061808,Ｂ７組,20260618,名古屋,良,-5,57,1:36.6,40.5,4,差,7,H,牡,4,202535110205,Ｃ２五組,20251102,盛岡,重,-15,56,1:26.5,39,1,先,2,H,牡,3,202648061808,Ｂ７組,20260618,名古屋,良,-5,57,1:36.6,40.5,4,差,7,H,牡,4,,,,,,,,,,,,,,,,2022102225,テーオーリップマン,モズアスコット,ノーザンダンサー系,クロフネ,ノーザンダンサー系,牡4,57.0,0(-530),望月洵輝,沖田明子,--,--,3枠,203,220,232,1938,2593,7%,16%,25%,67%,77%,2022102225,テーオーリップマン,差,1645,1802,1802,12981,18230,9%,18%,28%,72%,75%,2022102225,テーオーリップマン,望月洵輝,241,164,151,901,1457,16%,27%,38%,94%,74%,2022102225,テーオーリップマン,沖田明子,74,87,102,782,1045,7%,15%,25%,58%,65%,2022102225,テーオーリップマン,モズアスコット,6,10,6,44,66,9%,24%,33%,191%,66%,2022102225,テーオーリップマン,,0,0,0,0,0,0%,0%,0%,0%,0%,2022102225,テーオーリップマン,名古屋ダート1500m,2022102225,テーオーリップマン,1,1,0,2,4,25%,50%,50%,45%,55%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022102225,テーオーリップマン,ダート1500m,,1,1,0,2,4,25%,50%,50%,45%,55%,ダート1400m,,3,0,0,2,5,60%,60%,60%,134%,74%,ダート1600m,,0,0,0,0,0,0%,0%,0%,0%,0%,ダート1700m,,0,0,0,0,0,0%,0%,0%,0%,0%,全成績,,5,1,2,7,15,33.3%,40%,53.3%,66%,65.3%,2022102225,テーオーリップマン,ダート名古屋,,2,1,1,2,6,33.3%,50%,66.7%,68.3%,86.7%,ダート・右,,3,1,1,5,10,30%,40%,50%,59%,64%,ダート・左,,2,0,1,1,4,50%,50%,75%,100%,85%,全成績,,5,1,2,7,15,33.3%,40%,53.3%,66%,65.3%,2022102225,テーオーリップマン,ダート・良,,1,1,1,5,8,12.5%,25%,37.5%,17.5%,40%,ダート・稍重,,1,0,0,1,2,50%,50%,50%,115%,65%,ダート・重,,3,0,1,0,4,75%,75%,100%,155%,132.5%,ダート・不良,,0,0,0,0,0,0%,0%,0%,0%,0%,2022102225,テーオーリップマン,中1週,,4,0,0,1,5,80%,80%,80%,146%,96%,57kg,,2,1,1,3,7,28.6%,42.9%,57.1%,58.6%,74.3%,馬体重,連対時馬体重513kg～530kg,,,,,,,,,,,2022102225,テーオーリップマン,全成績,,5,1,2,7,15,33.3%,40%,53.3%,66%,65.3%,全成績,,5,1,2,7,15,33.3%,40%,53.3%,66%,65.3%,2022102225,テーオーリップマン,全成績,,5,1,2,7,15,33.3%,40%,53.3%,66%,65.3%,全成績,,5,1,2,7,15,33.3%,40%,53.3%,66%,65.3%,,,,,,,★,,,,,,,
