race_id,umaban,horse_id,horse_name,waku,stable_comment,stable_comment_reporter,stable_comment_rating_code,training_review,training_date,training_course,training_track_condition,training_rider,training_times,training_partner_comment,training_position,training_load,training_critic,training_rank,past1_date,past1_venue,past1_finish,past1_race_name,past1_race_class,past1_surface_distance,past1_time,past1_track_condition,past1_field_size,past1_umaban_in_race,past1_ninki,past1_jockey,past1_weight_carried,past1_corner_positions,past1_agari_3f,past1_horse_weight,past1_horse_weight_diff,past1_beaten_by,past1_birthday,past2_date,past2_venue,past2_finish,past2_race_name,past2_race_class,past2_surface_distance,past2_time,past2_track_condition,past2_field_size,past2_umaban_in_race,past2_ninki,past2_jockey,past2_weight_carried,past2_corner_positions,past2_agari_3f,past2_horse_weight,past2_horse_weight_diff,past2_beaten_by,past2_birthday,past3_date,past3_venue,past3_finish,past3_race_name,past3_race_class,past3_surface_distance,past3_time,past3_track_condition,past3_field_size,past3_umaban_in_race,past3_ninki,past3_jockey,past3_weight_carried,past3_corner_positions,past3_agari_3f,past3_horse_weight,past3_horse_weight_diff,past3_beaten_by,past3_birthday,past4_date,past4_venue,past4_finish,past4_race_name,past4_race_class,past4_surface_distance,past4_time,past4_track_condition,past4_field_size,past4_umaban_in_race,past4_ninki,past4_jockey,past4_weight_carried,past4_corner_positions,past4_agari_3f,past4_horse_weight,past4_horse_weight_diff,past4_beaten_by,past4_birthday,past5_date,past5_venue,past5_finish,past5_race_name,past5_race_class,past5_surface_distance,past5_time,past5_track_condition,past5_field_size,past5_umaban_in_race,past5_ninki,past5_jockey,past5_weight_carried,past5_corner_positions,past5_agari_3f,past5_horse_weight,past5_horse_weight_diff,past5_beaten_by,past5_birthday,speed_horse_id,speed_horse_name,speed_sex_age,speed_jockey,speed_max_index,speed_avg_index_5races,speed_max_distance_index,speed_max_course_index,speed_index_3races_ago,speed_index_2races_ago,speed_index_1race_ago,speed_odds,speed_ninki,speed_weight_carried,holdtime_just_race_id,holdtime_just_race_name,holdtime_just_race_date,holdtime_just_jyo,holdtime_just_baba,holdtime_just_babasa,holdtime_just_kinryo,holdtime_just_time,holdtime_just_l3f,holdtime_just_jyuni,holdtime_just_kyakusitu,holdtime_just_wakuban,holdtime_just_pace,holdtime_just_sex,holdtime_just_age,holdtime_short_race_id,holdtime_short_race_name,holdtime_short_race_date,holdtime_short_jyo,holdtime_short_baba,holdtime_short_babasa,holdtime_short_kinryo,holdtime_short_time,holdtime_short_l3f,holdtime_short_jyuni,holdtime_short_kyakusitu,holdtime_short_wakuban,holdtime_short_pace,holdtime_short_sex,holdtime_short_age,holdtime_middle_race_id,holdtime_middle_race_name,holdtime_middle_race_date,holdtime_middle_jyo,holdtime_middle_baba,holdtime_middle_babasa,holdtime_middle_kinryo,holdtime_middle_time,holdtime_middle_l3f,holdtime_middle_jyuni,holdtime_middle_kyakusitu,holdtime_middle_wakuban,holdtime_middle_pace,holdtime_middle_sex,holdtime_middle_age,holdtime_long_race_id,holdtime_long_race_name,holdtime_long_race_date,holdtime_long_jyo,holdtime_long_baba,holdtime_long_babasa,holdtime_long_kinryo,holdtime_long_time,holdtime_long_l3f,holdtime_long_jyuni,holdtime_long_kyakusitu,holdtime_long_wakuban,holdtime_long_pace,holdtime_long_sex,holdtime_long_age,bias_horse_id,bias_horse_name,bias_sire,bias_sire_bloodline,bias_dam_sire,bias_dam_sire_bloodline,bias_sex_age,bias_weight_carried,bias_horse_weight,bias_jockey,bias_trainer,bias_win_odds,bias_ninki,ca_waku_category_label,ca_waku_win_1st,ca_waku_win_2nd,ca_waku_win_3rd,ca_waku_win_out,ca_waku_runs,ca_waku_win_rate,ca_waku_place2_rate,ca_waku_place3_rate,ca_waku_win_return_rate,ca_waku_place_return_rate,ca_waku_horse_id,ca_waku_horse_name,ca_running_style_category_label,ca_running_style_win_1st,ca_running_style_win_2nd,ca_running_style_win_3rd,ca_running_style_win_out,ca_running_style_runs,ca_running_style_win_rate,ca_running_style_place2_rate,ca_running_style_place3_rate,ca_running_style_win_return_rate,ca_running_style_place_return_rate,ca_running_style_horse_id,ca_running_style_horse_name,ca_jockey_category_label,ca_jockey_win_1st,ca_jockey_win_2nd,ca_jockey_win_3rd,ca_jockey_win_out,ca_jockey_runs,ca_jockey_win_rate,ca_jockey_place2_rate,ca_jockey_place3_rate,ca_jockey_win_return_rate,ca_jockey_place_return_rate,ca_jockey_horse_id,ca_jockey_horse_name,ca_trainer_category_label,ca_trainer_win_1st,ca_trainer_win_2nd,ca_trainer_win_3rd,ca_trainer_win_out,ca_trainer_runs,ca_trainer_win_rate,ca_trainer_place2_rate,ca_trainer_place3_rate,ca_trainer_win_return_rate,ca_trainer_place_return_rate,ca_trainer_horse_id,ca_trainer_horse_name,ca_sire_category_label,ca_sire_win_1st,ca_sire_win_2nd,ca_sire_win_3rd,ca_sire_win_out,ca_sire_runs,ca_sire_win_rate,ca_sire_place2_rate,ca_sire_place3_rate,ca_sire_win_return_rate,ca_sire_place_return_rate,ca_sire_horse_id,ca_sire_horse_name,ca_broodmare_sire_category_label,ca_broodmare_sire_win_1st,ca_broodmare_sire_win_2nd,ca_broodmare_sire_win_3rd,ca_broodmare_sire_win_out,ca_broodmare_sire_runs,ca_broodmare_sire_win_rate,ca_broodmare_sire_place2_rate,ca_broodmare_sire_place3_rate,ca_broodmare_sire_win_return_rate,ca_broodmare_sire_place_return_rate,ca_broodmare_sire_horse_id,ca_broodmare_sire_horse_name,concerned_category_label,concerned_horse_id,concerned_horse_name,concerned_win_1st,concerned_win_2nd,concerned_win_3rd,concerned_win_out,concerned_runs,concerned_win_rate,concerned_place2_rate,concerned_place3_rate,concerned_win_return_rate,concerned_place_return_rate,surf_ketto_training_category_label,surf_ketto_training_horse_id,surf_ketto_training_horse_name,surf_ketto_training_win_1st,surf_ketto_training_win_2nd,surf_ketto_training_win_3rd,surf_ketto_training_win_out,surf_ketto_training_runs,surf_ketto_training_win_rate,surf_ketto_training_place2_rate,surf_ketto_training_place3_rate,surf_ketto_training_win_return_rate,surf_ketto_training_place_return_rate,surf_ketto_comment_category_label,surf_ketto_comment_horse_id,surf_ketto_comment_horse_name,surf_ketto_comment_win_1st,surf_ketto_comment_win_2nd,surf_ketto_comment_win_3rd,surf_ketto_comment_win_out,surf_ketto_comment_runs,surf_ketto_comment_win_rate,surf_ketto_comment_place2_rate,surf_ketto_comment_place3_rate,surf_ketto_comment_win_return_rate,surf_ketto_comment_place_return_rate,surf_odds_jockey_category_label,surf_odds_jockey_horse_id,surf_odds_jockey_horse_name,surf_odds_jockey_win_1st,surf_odds_jockey_win_2nd,surf_odds_jockey_win_3rd,surf_odds_jockey_win_out,surf_odds_jockey_runs,surf_odds_jockey_win_rate,surf_odds_jockey_place2_rate,surf_odds_jockey_place3_rate,surf_odds_jockey_win_return_rate,surf_odds_jockey_place_return_rate,surf_jockey_trainer_category_label,surf_jockey_trainer_horse_id,surf_jockey_trainer_horse_name,surf_jockey_trainer_win_1st,surf_jockey_trainer_win_2nd,surf_jockey_trainer_win_3rd,surf_jockey_trainer_win_out,surf_jockey_trainer_runs,surf_jockey_trainer_win_rate,surf_jockey_trainer_place2_rate,surf_jockey_trainer_place3_rate,surf_jockey_trainer_win_return_rate,surf_jockey_trainer_place_return_rate,surf_jockey_owner_category_label,surf_jockey_owner_horse_id,surf_jockey_owner_horse_name,surf_jockey_owner_win_1st,surf_jockey_owner_win_2nd,surf_jockey_owner_win_3rd,surf_jockey_owner_win_out,surf_jockey_owner_runs,surf_jockey_owner_win_rate,surf_jockey_owner_place2_rate,surf_jockey_owner_place3_rate,surf_jockey_owner_win_return_rate,surf_jockey_owner_place_return_rate,surf_jockey_prevjockey_category_label,surf_jockey_prevjockey_horse_id,surf_jockey_prevjockey_horse_name,surf_jockey_prevjockey_win_1st,surf_jockey_prevjockey_win_2nd,surf_jockey_prevjockey_win_3rd,surf_jockey_prevjockey_win_out,surf_jockey_prevjockey_runs,surf_jockey_prevjockey_win_rate,surf_jockey_prevjockey_place2_rate,surf_jockey_prevjockey_place3_rate,surf_jockey_prevjockey_win_return_rate,surf_jockey_prevjockey_place_return_rate
202630072102,1,2024100808,レディピンク,,,,,,,,,,,,,,,,2026.07.09,門別,2,2歳未勝利,,ダ1000,1:03.0,良,11,9,1,服部茂史,55.0,1-1,39.0,432,+14,ペトロパッション(0.2),,2026.06.09,門別,7,JRA認(2歳),,ダ1000,1:02.8,重,8,8,2,阿岸潤一,54.0,3-3,39.0,418,-12,クライングコール(1.4),,2026.05.27,門別,2,JRA認(2歳),,ダ1000,1:02.1,良,10,7,6,阿岸潤一,54.0,3-3,37.2,430,0,アンジェアート(0.7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024100808,レディピンク,,岩橋勇二,,,,,,,,,,,202630052705,ＪＲＡ認定競走フレッ,20260527,門別,良,-18,54,1:02.1,37.2,2,先,7,M,牝,2,202630052705,ＪＲＡ認定競走フレッ,20260527,門別,良,-18,54,1:02.1,37.2,2,先,7,M,牝,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024100808,レディピンク,ニシケンモノノフ,ターントゥ系,ゴールドヘイロー,サンデーサイレンス系,牝2,55.0,422(-10),岩橋勇二,松本隆宏,2.0,1,1枠,86,87,91,811,1075,8%,16%,24%,66%,63%,2024100808,レディピンク,先,319,265,216,1201,2001,15%,29%,39%,75%,76%,2024100808,レディピンク,岩橋勇二,102,103,85,483,773,13%,26%,37%,87%,83%,2024100808,レディピンク,松本隆宏,68,59,47,305,479,14%,26%,36%,95%,80%,2024100808,レディピンク,ニシケンモノノフ,13,12,8,36,69,18%,36%,47%,84%,73%,2024100808,レディピンク,,0,0,0,0,0,0%,0%,0%,0%,0%,2024100808,レディピンク,,2024100808,レディピンク,0,0,0,0,0,0%,0%,0%,0%,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202630072102,2,2024101815,モーニングスミレ,,,,,,,,,,,,,,,,2026.07.07,門別,3,2歳牝馬未,,ダ1000,1:03.9,良,12,3,6,近藤翔月,54.0,6-7,38.3,404,0,ワクワク(0.3),,2026.06.24,門別,3,JRA認(2歳),,ダ1000,1:04.4,良,10,5,7,近藤翔月,54.0,8-8,38.2,404,0,ルベルグラン(2.5),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024101815,モーニングスミレ,,近藤翔月,,,,,,,,,,,202630070702,２歳牝馬未勝利,20260707,門別,良,-26,54,1:03.9,38.3,3,差,3,H,牝,2,202630070702,２歳牝馬未勝利,20260707,門別,良,-26,54,1:03.9,38.3,3,差,3,H,牝,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024101815,モーニングスミレ,エピカリス,サンデーサイレンス系,パイロ,ナスルーラ系,牝2,54.0,408(+4),近藤翔月,川島洋人,25.7,8,2枠,109,121,112,732,1074,10%,21%,31%,97%,81%,2024101815,モーニングスミレ,差,523,612,720,5716,7571,6%,14%,24%,55%,63%,2024101815,モーニングスミレ,近藤翔月,1,5,6,51,63,1%,9%,19%,3%,51%,2024101815,モーニングスミレ,川島洋人,58,64,55,394,571,10%,21%,30%,51%,68%,2024101815,モーニングスミレ,エピカリス,6,7,15,43,71,8%,18%,39%,44%,88%,2024101815,モーニングスミレ,,0,0,0,0,0,0%,0%,0%,0%,0%,2024101815,モーニングスミレ,,2024101815,モーニングスミレ,0,0,0,0,0,0%,0%,0%,0%,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202630072102,3,2024104456,アンジュメルシー,,,,,,,,,,,,,,,,2026.06.30,門別,5,2歳未勝利,,ダ1000,1:03.6,良,12,7,4,服部茂史,55.0,5-5,38.4,474,+2,アイローサ(2.3),,2026.06.10,門別,3,JRA認(2歳),,ダ1000,1:03.9,稍,10,10,4,服部茂史,55.0,4-2,38.7,472,0,エンジェルボヌール(1.3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024104456,アンジュメルシー,,服部茂史,,,,,,,,,,,202630063001,２歳未勝利,20260630,門別,良,-22,55,1:03.6,38.4,5,差,6,M,牝,2,202630063001,２歳未勝利,20260630,門別,良,-22,55,1:03.6,38.4,5,差,6,M,牝,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024104456,アンジュメルシー,エスポワールシチー,サンデーサイレンス系,ヴィクトワールピサ,サンデーサイレンス系,牝2,55.0,472(-2),服部茂史,田中淳司,12.5,7,3枠,104,117,100,753,1074,9%,20%,29%,57%,65%,2024104456,アンジュメルシー,差,523,612,720,5716,7571,6%,14%,24%,55%,63%,2024104456,アンジュメルシー,服部茂史,74,71,70,289,504,14%,28%,42%,90%,85%,2024104456,アンジュメルシー,田中淳司,134,75,62,224,495,27%,42%,54%,93%,80%,2024104456,アンジュメルシー,エスポワールシチー,17,13,18,90,138,12%,21%,34%,118%,72%,2024104456,アンジュメルシー,,0,0,0,0,0,0%,0%,0%,0%,0%,2024104456,アンジュメルシー,,2024104456,アンジュメルシー,0,0,0,0,0,0%,0%,0%,0%,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202630072102,4,2024103426,ヤマニンリゼット,,,,,,,,,,,,,,,,2026.07.01,門別,4,北のハー(2歳),,ダ1000,1:03.6,良,10,2,5,小野楓馬,55.0,4-4,38.2,416,+2,リュウノアキレス(1.2),,2026.06.10,門別,7,2歳未勝利,,ダ1100,1:11.0,重,11,5,2,小野楓馬,55.0,1-1,40.9,414,-4,シリントーン(1.6),,2026.05.26,門別,2,2歳未勝利,,ダ1000,1:03.5,稍,10,2,2,小野楓馬,55.0,3-3,39.4,418,-2,クライングコール(1.7),,2026.05.06,門別,3,JRA認(2歳),,ダ1000,1:02.8,良,8,4,6,小野楓馬,55.0,4-4,37.9,420,0,バドラ(1.4),,,,,,,,,,,,,,,,,,,,,2024103426,ヤマニンリゼット,,小野楓馬,,,,,,,,,,,202630050605,ＪＲＡ認定競走フレッ,20260506,門別,良,-23,55,1:02.8,37.9,3,差,4,M,牝,2,202630050605,ＪＲＡ認定競走フレッ,20260506,門別,良,-23,55,1:02.8,37.9,3,差,4,M,牝,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024103426,ヤマニンリゼット,グレーターロンドン,サンデーサイレンス系,スウェプトオーヴァーボード,ネイティヴダンサー系,牝2,55.0,416(0),小野楓馬,小野望,11.7,6,4枠,98,109,108,770,1085,9%,19%,29%,41%,61%,2024103426,ヤマニンリゼット,先,319,265,216,1201,2001,15%,29%,39%,75%,76%,2024103426,ヤマニンリゼット,小野楓馬,130,104,88,545,867,14%,26%,37%,104%,80%,2024103426,ヤマニンリゼット,小野望,120,93,91,470,774,15%,27%,39%,108%,84%,2024103426,ヤマニンリゼット,グレーターロンドン,2,1,2,28,33,6%,9%,15%,89%,27%,2024103426,ヤマニンリゼット,,0,0,0,0,0,0%,0%,0%,0%,0%,2024103426,ヤマニンリゼット,,2024103426,ヤマニンリゼット,0,0,0,0,0,0%,0%,0%,0%,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202630072102,5,2024103268,スティールライズ,,,,,,,,,,,,,,,,2026.07.07,門別,3,JRA認(2歳),,ダ1000,1:03.4,良,8,2,3,桑村真明,55.0,2-2,39.1,460,-2,フアカイレヴァ(1.5),,2026.06.23,門別,3,2歳牝馬未,,ダ1000,1:03.9,稍,11,3,7,桑村真明,55.0,11-11,37.0,462,-6,エンシャントアテナ(0.9),,2026.06.09,門別,6,2歳未勝利,,ダ1000,1:03.7,重,10,3,2,阿部龍,55.0,8-7,38.1,468,+4,トーケンジンバック(2.7),,2026.05.20,門別,5,JRA認(2歳),,ダ1000,1:03.9,良,10,5,2,阿部龍,55.0,5-5,38.3,464,0,ヴェネラブルサマー(1.8),,,,,,,,,,,,,,,,,,,,,2024103268,スティールライズ,,桑村真明,,,,,,,,,,,202630070703,ＪＲＡ認定競走アタッ,20260707,門別,良,-26,55,1:03.4,39.1,3,先,2,H,牝,2,202630070703,ＪＲＡ認定競走アタッ,20260707,門別,良,-26,55,1:03.4,39.1,3,先,2,H,牝,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024103268,スティールライズ,アジアエクスプレス,ノーザンダンサー系,キンシャサノキセキ,サンデーサイレンス系,牝2,55.0,458(-2),桑村真明,角川秀樹,7.5,4,5枠,153,145,124,1084,1506,10%,19%,28%,52%,64%,2024103268,スティールライズ,差,523,612,720,5716,7571,6%,14%,24%,55%,63%,2024103268,スティールライズ,桑村真明,110,104,79,438,731,15%,29%,40%,63%,66%,2024103268,スティールライズ,角川秀樹,99,87,73,318,577,17%,32%,44%,72%,75%,2024103268,スティールライズ,アジアエクスプレス,19,23,17,120,179,10%,23%,32%,70%,68%,2024103268,スティールライズ,,0,0,0,0,0,0%,0%,0%,0%,0%,2024103268,スティールライズ,,2024103268,スティールライズ,0,0,0,0,0,0%,0%,0%,0%,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202630072102,6,2024101316,サラサホッカイドウ,,,,,,,,,,,,,,,,2026.07.02,門別,10,JRA認(2歳),,ダ1000,1:07.8,良,10,5,6,井上瑛太,55.0,7-7,42.2,430,0,ココロア(4.5),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024101316,サラサホッカイドウ,,阿岸潤一,,,,,,,,,,,202630070205,ＪＲＡ認定競走フレッ,20260702,門別,良,-25,55,1:07.8,42.2,10,追,5,H,牝,2,202630070205,ＪＲＡ認定競走フレッ,20260702,門別,良,-25,55,1:07.8,42.2,10,追,5,H,牝,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024101316,サラサホッカイドウ,ゴールドドリーム,サンデーサイレンス系,ロードカナロア,ネイティヴダンサー系,牝2,54.0,426(-4),阿岸潤一,五十嵐冬,271.2,11,5枠,153,145,124,1084,1506,10%,19%,28%,52%,64%,2024101316,サラサホッカイドウ,差,523,612,720,5716,7571,6%,14%,24%,55%,63%,2024101316,サラサホッカイドウ,阿岸潤一朗,29,29,48,541,647,4%,8%,16%,50%,48%,2024101316,サラサホッカイドウ,五十嵐冬,7,7,6,35,55,12%,25%,36%,95%,66%,2024101316,サラサホッカイドウ,ゴールドドリーム,13,12,9,69,103,12%,24%,33%,74%,61%,2024101316,サラサホッカイドウ,,0,0,0,0,0,0%,0%,0%,0%,0%,2024101316,サラサホッカイドウ,,2024101316,サラサホッカイドウ,0,0,0,0,0,0%,0%,0%,0%,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202630072102,7,2024100391,ソブリナフォルテ,,,,,,,,,,,,,,,,2026.07.02,門別,2,JRA認(2歳),,ダ1000,1:03.9,良,10,1,2,落合玄太,55.0,5-5,38.9,446,0,ココロア(0.6),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024100391,ソブリナフォルテ,,落合玄太,,,,,,,,,,,202630070205,ＪＲＡ認定競走フレッ,20260702,門別,良,-25,55,1:03.9,38.9,2,差,1,H,牝,2,202630070205,ＪＲＡ認定競走フレッ,20260702,門別,良,-25,55,1:03.9,38.9,2,差,1,H,牝,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024100391,ソブリナフォルテ,アルクトス,サンデーサイレンス系,ワールドエース,サンデーサイレンス系,牝2,55.0,440(-6),落合玄太,佐々木国,5.9,2,6枠,179,138,184,1173,1674,10%,18%,29%,72%,68%,2024100391,ソブリナフォルテ,差,523,612,720,5716,7571,6%,14%,24%,55%,63%,2024100391,ソブリナフォルテ,落合玄太,172,114,98,395,779,22%,36%,49%,78%,76%,2024100391,ソブリナフォルテ,佐々木国,54,47,61,392,554,9%,18%,29%,74%,65%,2024100391,ソブリナフォルテ,アルクトス,0,1,1,5,7,0%,14%,28%,0%,60%,2024100391,ソブリナフォルテ,,0,0,0,0,0,0%,0%,0%,0%,0%,2024100391,ソブリナフォルテ,,2024100391,ソブリナフォルテ,0,0,0,0,0,0%,0%,0%,0%,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202630072102,8,2024100338,レーヴフィーユ,,,,,,,,,,,,,,,,2026.06.23,門別,4,2歳牝馬未,,ダ1000,1:03.9,稍,11,5,2,井上瑛太,55.0,1-1,39.8,438,+2,エンシャントアテナ(0.9),,2026.06.09,門別,5,2歳牝馬未,,ダ1000,1:03.3,重,12,12,1,井上瑛太,55.0,1-1,39.4,436,+6,キャトルブランシュ(1.2),,2026.05.14,門別,3,JRA認(2歳),,ダ1000,1:02.7,良,11,8,3,井上瑛太,55.0,3-4,38.1,430,0,ピンクゴールド(0.5),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024100338,レーヴフィーユ,,阿部龍,,,,,,,,,,,202630051405,ＪＲＡ認定競走フレッ,20260514,門別,良,-22,55,1:02.7,38.1,3,差,7,H,牝,2,202630051405,ＪＲＡ認定競走フレッ,20260514,門別,良,-22,55,1:02.7,38.1,3,差,7,H,牝,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024100338,レーヴフィーユ,マクフィ,ネイティヴダンサー系,ヨハネスブルグ,ノーザンダンサー系,牝2,55.0,444(+6),阿部龍,五十嵐冬,9.2,5,6枠,179,138,184,1173,1674,10%,18%,29%,72%,68%,2024100338,レーヴフィーユ,逃,119,97,53,253,522,22%,41%,51%,74%,82%,2024100338,レーヴフィーユ,阿部龍,79,86,78,443,686,11%,24%,35%,63%,72%,2024100338,レーヴフィーユ,五十嵐冬,7,7,6,35,55,12%,25%,36%,95%,66%,2024100338,レーヴフィーユ,マクフィ,10,7,12,56,85,11%,20%,34%,49%,76%,2024100338,レーヴフィーユ,,0,0,0,0,0,0%,0%,0%,0%,0%,2024100338,レーヴフィーユ,,2024100338,レーヴフィーユ,0,0,0,0,0,0%,0%,0%,0%,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202630072102,9,2024105486,エリオラ,,,,,,,,,,,,,,,,2026.06.04,門別,9,JRA認(2歳),,ダ1100,1:11.8,良,10,4,9,藤田凌駕,53.0,5-6,41.0,438,0,モンビスキュイ(2.5),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024105486,エリオラ,,藤田凌駕,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024105486,エリオラ,サンダースノー,ノーザンダンサー系,アドマイヤムーン,ネイティヴダンサー系,牝2,53.0,444(+6),藤田凌駕,桧森邦夫,131.8,9,7枠,173,179,182,1293,1827,9%,19%,29%,53%,67%,2024105486,エリオラ,差,523,612,720,5716,7571,6%,14%,24%,55%,63%,2024105486,エリオラ,藤田凌駕,20,30,37,346,433,4%,11%,20%,46%,63%,2024105486,エリオラ,桧森邦夫,33,38,51,431,553,5%,12%,22%,39%,50%,2024105486,エリオラ,サンダースノー,11,15,7,52,85,12%,30%,38%,85%,84%,2024105486,エリオラ,,0,0,0,0,0,0%,0%,0%,0%,0%,2024105486,エリオラ,,2024105486,エリオラ,0,0,0,0,0,0%,0%,0%,0%,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202630072102,10,2024103259,アスフィート,,,,,,,,,,,,,,,,2026.07.08,門別,2,JRA認(2歳),,ダ1000,1:04.1,良,8,3,8,服部茂史,55.0,1-1,39.8,458,0,アフリートリディア(0.4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024103259,アスフィート,,石川倭,,,,,,,,,,,202630070806,ＪＲＡ認定競走フレッ,20260708,門別,良,-20,55,1:04.1,39.8,2,逃,3,H,牝,2,202630070806,ＪＲＡ認定競走フレッ,20260708,門別,良,-20,55,1:04.1,39.8,2,逃,3,H,牝,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024103259,アスフィート,サトノクラウン,ノーザンダンサー系,アグネスタキオン,サンデーサイレンス系,牝2,55.0,452(-6),石川倭,山田和久,7.4,3,7枠,173,179,182,1293,1827,9%,19%,29%,53%,67%,2024103259,アスフィート,逃,119,97,53,253,522,22%,41%,51%,74%,82%,2024103259,アスフィート,石川倭,117,136,99,353,705,16%,35%,49%,61%,84%,2024103259,アスフィート,山田和久,2,8,7,265,282,0%,3%,6%,4%,16%,2024103259,アスフィート,サトノクラウン,9,12,5,72,98,9%,21%,26%,28%,42%,2024103259,アスフィート,,0,0,0,0,0,0%,0%,0%,0%,0%,2024103259,アスフィート,,2024103259,アスフィート,0,0,0,0,0,0%,0%,0%,0%,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
