umaban,race_id,horse_id,horse_name,waku,stable_comment,stable_comment_reporter,stable_comment_rating_code,training_review,training_date,training_course,training_track_condition,training_rider,training_times,training_partner_comment,training_position,training_load,training_critic,training_rank,past1_date,past1_venue,past1_finish,past1_race_name,past1_race_class,past1_surface_distance,past1_time,past1_track_condition,past1_field_size,past1_umaban_in_race,past1_ninki,past1_jockey,past1_weight_carried,past1_corner_positions,past1_agari_3f,past1_horse_weight,past1_horse_weight_diff,past1_beaten_by,past1_birthday,past2_date,past2_venue,past2_finish,past2_race_name,past2_race_class,past2_surface_distance,past2_time,past2_track_condition,past2_field_size,past2_umaban_in_race,past2_ninki,past2_jockey,past2_weight_carried,past2_corner_positions,past2_agari_3f,past2_horse_weight,past2_horse_weight_diff,past2_beaten_by,past2_birthday,past3_date,past3_venue,past3_finish,past3_race_name,past3_race_class,past3_surface_distance,past3_time,past3_track_condition,past3_field_size,past3_umaban_in_race,past3_ninki,past3_jockey,past3_weight_carried,past3_corner_positions,past3_agari_3f,past3_horse_weight,past3_horse_weight_diff,past3_beaten_by,past3_birthday,past4_date,past4_venue,past4_finish,past4_race_name,past4_race_class,past4_surface_distance,past4_time,past4_track_condition,past4_field_size,past4_umaban_in_race,past4_ninki,past4_jockey,past4_weight_carried,past4_corner_positions,past4_agari_3f,past4_horse_weight,past4_horse_weight_diff,past4_beaten_by,past4_birthday,past5_date,past5_venue,past5_finish,past5_race_name,past5_race_class,past5_surface_distance,past5_time,past5_track_condition,past5_field_size,past5_umaban_in_race,past5_ninki,past5_jockey,past5_weight_carried,past5_corner_positions,past5_agari_3f,past5_horse_weight,past5_horse_weight_diff,past5_beaten_by,past5_birthday,speed_horse_id,speed_horse_name,speed_sex_age,speed_jockey,speed_max_index,speed_avg_index_5races,speed_max_distance_index,speed_max_course_index,speed_index_3races_ago,speed_index_2races_ago,speed_index_1race_ago,speed_odds,speed_ninki,speed_weight_carried,holdtime_just_race_id,holdtime_just_race_name,holdtime_just_race_date,holdtime_just_jyo,holdtime_just_baba,holdtime_just_babasa,holdtime_just_kinryo,holdtime_just_time,holdtime_just_l3f,holdtime_just_jyuni,holdtime_just_kyakusitu,holdtime_just_wakuban,holdtime_just_pace,holdtime_just_sex,holdtime_just_age,holdtime_short_race_id,holdtime_short_race_name,holdtime_short_race_date,holdtime_short_jyo,holdtime_short_baba,holdtime_short_babasa,holdtime_short_kinryo,holdtime_short_time,holdtime_short_l3f,holdtime_short_jyuni,holdtime_short_kyakusitu,holdtime_short_wakuban,holdtime_short_pace,holdtime_short_sex,holdtime_short_age,holdtime_middle_race_id,holdtime_middle_race_name,holdtime_middle_race_date,holdtime_middle_jyo,holdtime_middle_baba,holdtime_middle_babasa,holdtime_middle_kinryo,holdtime_middle_time,holdtime_middle_l3f,holdtime_middle_jyuni,holdtime_middle_kyakusitu,holdtime_middle_wakuban,holdtime_middle_pace,holdtime_middle_sex,holdtime_middle_age,holdtime_long_race_id,holdtime_long_race_name,holdtime_long_race_date,holdtime_long_jyo,holdtime_long_baba,holdtime_long_babasa,holdtime_long_kinryo,holdtime_long_time,holdtime_long_l3f,holdtime_long_jyuni,holdtime_long_kyakusitu,holdtime_long_wakuban,holdtime_long_pace,holdtime_long_sex,holdtime_long_age,bias_horse_id,bias_horse_name,bias_sire,bias_sire_bloodline,bias_dam_sire,bias_dam_sire_bloodline,bias_sex_age,bias_weight_carried,bias_horse_weight,bias_jockey,bias_trainer,bias_win_odds,bias_ninki,ca_waku_category_label,ca_waku_win_1st,ca_waku_win_2nd,ca_waku_win_3rd,ca_waku_win_out,ca_waku_runs,ca_waku_win_rate,ca_waku_place2_rate,ca_waku_place3_rate,ca_waku_win_return_rate,ca_waku_place_return_rate,ca_waku_horse_id,ca_waku_horse_name,ca_running_style_category_label,ca_running_style_win_1st,ca_running_style_win_2nd,ca_running_style_win_3rd,ca_running_style_win_out,ca_running_style_runs,ca_running_style_win_rate,ca_running_style_place2_rate,ca_running_style_place3_rate,ca_running_style_win_return_rate,ca_running_style_place_return_rate,ca_running_style_horse_id,ca_running_style_horse_name,ca_jockey_category_label,ca_jockey_win_1st,ca_jockey_win_2nd,ca_jockey_win_3rd,ca_jockey_win_out,ca_jockey_runs,ca_jockey_win_rate,ca_jockey_place2_rate,ca_jockey_place3_rate,ca_jockey_win_return_rate,ca_jockey_place_return_rate,ca_jockey_horse_id,ca_jockey_horse_name,ca_trainer_category_label,ca_trainer_win_1st,ca_trainer_win_2nd,ca_trainer_win_3rd,ca_trainer_win_out,ca_trainer_runs,ca_trainer_win_rate,ca_trainer_place2_rate,ca_trainer_place3_rate,ca_trainer_win_return_rate,ca_trainer_place_return_rate,ca_trainer_horse_id,ca_trainer_horse_name,ca_sire_category_label,ca_sire_win_1st,ca_sire_win_2nd,ca_sire_win_3rd,ca_sire_win_out,ca_sire_runs,ca_sire_win_rate,ca_sire_place2_rate,ca_sire_place3_rate,ca_sire_win_return_rate,ca_sire_place_return_rate,ca_sire_horse_id,ca_sire_horse_name,ca_broodmare_sire_category_label,ca_broodmare_sire_win_1st,ca_broodmare_sire_win_2nd,ca_broodmare_sire_win_3rd,ca_broodmare_sire_win_out,ca_broodmare_sire_runs,ca_broodmare_sire_win_rate,ca_broodmare_sire_place2_rate,ca_broodmare_sire_place3_rate,ca_broodmare_sire_win_return_rate,ca_broodmare_sire_place_return_rate,ca_broodmare_sire_horse_id,ca_broodmare_sire_horse_name,concerned_category_label,concerned_horse_id,concerned_horse_name,concerned_win_1st,concerned_win_2nd,concerned_win_3rd,concerned_win_out,concerned_runs,concerned_win_rate,concerned_place2_rate,concerned_place3_rate,concerned_win_return_rate,concerned_place_return_rate,surf_ketto_training_category_label,surf_ketto_training_horse_id,surf_ketto_training_horse_name,surf_ketto_training_win_1st,surf_ketto_training_win_2nd,surf_ketto_training_win_3rd,surf_ketto_training_win_out,surf_ketto_training_runs,surf_ketto_training_win_rate,surf_ketto_training_place2_rate,surf_ketto_training_place3_rate,surf_ketto_training_win_return_rate,surf_ketto_training_place_return_rate,surf_ketto_comment_category_label,surf_ketto_comment_horse_id,surf_ketto_comment_horse_name,surf_ketto_comment_win_1st,surf_ketto_comment_win_2nd,surf_ketto_comment_win_3rd,surf_ketto_comment_win_out,surf_ketto_comment_runs,surf_ketto_comment_win_rate,surf_ketto_comment_place2_rate,surf_ketto_comment_place3_rate,surf_ketto_comment_win_return_rate,surf_ketto_comment_place_return_rate,surf_odds_jockey_category_label,surf_odds_jockey_horse_id,surf_odds_jockey_horse_name,surf_odds_jockey_win_1st,surf_odds_jockey_win_2nd,surf_odds_jockey_win_3rd,surf_odds_jockey_win_out,surf_odds_jockey_runs,surf_odds_jockey_win_rate,surf_odds_jockey_place2_rate,surf_odds_jockey_place3_rate,surf_odds_jockey_win_return_rate,surf_odds_jockey_place_return_rate,surf_jockey_trainer_category_label,surf_jockey_trainer_horse_id,surf_jockey_trainer_horse_name,surf_jockey_trainer_win_1st,surf_jockey_trainer_win_2nd,surf_jockey_trainer_win_3rd,surf_jockey_trainer_win_out,surf_jockey_trainer_runs,surf_jockey_trainer_win_rate,surf_jockey_trainer_place2_rate,surf_jockey_trainer_place3_rate,surf_jockey_trainer_win_return_rate,surf_jockey_trainer_place_return_rate,surf_jockey_owner_category_label,surf_jockey_owner_horse_id,surf_jockey_owner_horse_name,surf_jockey_owner_win_1st,surf_jockey_owner_win_2nd,surf_jockey_owner_win_3rd,surf_jockey_owner_win_out,surf_jockey_owner_runs,surf_jockey_owner_win_rate,surf_jockey_owner_place2_rate,surf_jockey_owner_place3_rate,surf_jockey_owner_win_return_rate,surf_jockey_owner_place_return_rate,surf_jockey_prevjockey_category_label,surf_jockey_prevjockey_horse_id,surf_jockey_prevjockey_horse_name,surf_jockey_prevjockey_win_1st,surf_jockey_prevjockey_win_2nd,surf_jockey_prevjockey_win_3rd,surf_jockey_prevjockey_win_out,surf_jockey_prevjockey_runs,surf_jockey_prevjockey_win_rate,surf_jockey_prevjockey_place2_rate,surf_jockey_prevjockey_place3_rate,surf_jockey_prevjockey_win_return_rate,surf_jockey_prevjockey_place_return_rate,mark_raw_古澤,mark_raw_CP予想,mark_raw_マリア,mark_raw_馬場予想,mark_honshi,mark_cp,mark_other,corner4_rank,corner4_gap_pct,corner4_gap_lengths,corner4_speedup
1,202650072204,2022103189,メイショウセツゲツ,,,,,,,,,,,,,,,,2026.07.02,園田,4,C3二,,ダ1400,1:35.5,不,10,9,1,山本咲希,55.0,5-5-5-5,42.5,479,-1,グランテミス(2.0),,2026.06.18,園田,3,C3二,,ダ1400,1:34.5,良,10,9,2,小牧太,55.0,4-4-5-6,39.9,480,+7,ピンクブルー(0.5),,2026.05.27,園田,5,C3二,,ダ1400,1:35.2,良,10,5,7,永井孝典,55.0,7-7-6-7,40.0,473,+1,チャンピオンセーラ(1.5),,2026.04.15,園田,9,C3一,,ダ1400,1:35.6,良,10,9,10,山本咲希,55.0,5-6-7-9,42.2,472,+5,メイショウアラジン(4.1),,2026.04.02,園田,9,C3一,,ダ1400,1:37.5,重,9,5,8,下原理,55.0,6-6-8-9,43.1,467,-1,マライカ(3.8),,2022103189,メイショウセツゲツ,,下原理,,,,,,,,,,,202650061802,Ｃ３二,20260618,園田,良,-6,55,1:34.5,39.9,3,差,8,M,牝,4,,,,,,,,,,,,,,,,202407040101,未勝利,20241130,中京,良,-5,52,1:26.3,39.5,6,逃,8,H,牝,2,,,,,,,,,,,,,,,,2022103189,メイショウセツゲツ,ロジャーバローズ,サンデーサイレンス系,メイショウボーラー,ターントゥ系,牝4,55.0,476(-3),下原理,小牧毅,58.0,7,1枠,248,290,325,2225,3088,8%,17%,27%,54%,65%,2022103189,メイショウセツゲツ,差,1853,1936,1954,11732,17475,10%,21%,32%,73%,72%,2022103189,メイショウセツゲツ,下原理,261,184,218,808,1471,17%,30%,45%,71%,73%,2022103189,メイショウセツゲツ,小牧毅,40,26,31,274,371,10%,17%,26%,60%,51%,2022103189,メイショウセツゲツ,ロジャーバローズ,5,1,3,61,70,7%,8%,12%,29%,24%,2022103189,メイショウセツゲツ,,0,0,0,0,0,0%,0%,0%,0%,0%,2022103189,メイショウセツゲツ,,2022103189,メイショウセツゲツ,0,0,0,0,0,0%,0%,0%,0%,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,△,,,,7,66.55,6.62,2
2,202650072204,2014105991,サトノグラン,,,,,,,,,,,,,,,,2026.07.02,園田,3,C3一,,ダ1400,1:33.9,不,10,4,8,山本咲希,57.0,7-6-5-3,40.6,484,+1,ゴートゥーミジョカ(0.6),,2026.05.28,園田,6,C3一,,ダ1400,1:35.5,稍,10,2,4,永井孝典,57.0,9-9-8-7,39.6,483,0,エールデスポワール(1.3),,2026.05.15,園田,3,C3一,,ダ1400,1:33.4,良,9,1,7,永井孝典,57.0,8-8-8-8,39.1,483,-3,ワンダーキュイラス(0.8),,2026.05.07,園田,5,C3一,,ダ1400,1:34.6,良,10,9,3,永井孝典,57.0,10-10-9-8,39.9,486,+3,タガノアウル(0.7),,2026.04.21,園田,3,来川7ハ(C3),,ダ1400,1:34.3,良,10,2,6,山本咲希,57.0,9-9-7-7,40.0,483,0,テーオーパーソナル(0.7),,2014105991,サトノグラン,,山本咲希,,,,,,,,,,,202150062410,ＪＲＡ交流淀川特別,20210624,園田,良,-3,56,1:29.6,39.2,2,差,7,H,セ,7,202250090911,第１５回そのだライオ,20220909,園田,重,-8,56,1:20.2,38.4,9,追,7,M,セ,8,202150062410,ＪＲＡ交流淀川特別,20210624,園田,良,-3,56,1:29.6,39.2,2,差,7,H,セ,7,202151030310,スミレ賞Ａ１二,20210303,姫路,重,-5,56,1:37.8,40,5,差,1,M,セ,7,2014105991,サトノグラン,ハーツクライ,サンデーサイレンス系,ウォーエンブレム,ネイティヴダンサー系,セ12,57.0,479(-5),山本咲希,山口浩幸,17.0,5,2枠,315,312,296,2168,3091,10%,20%,29%,65%,65%,2014105991,サトノグラン,追,334,453,541,6574,7902,4%,9%,16%,52%,54%,2014105991,サトノグラン,山本咲希到,110,112,128,629,979,11%,22%,35%,89%,75%,2014105991,サトノグラン,山口浩幸,55,79,94,667,895,6%,14%,25%,62%,65%,2014105991,サトノグラン,ハーツクライ,21,15,22,121,179,11%,20%,32%,89%,85%,2014105991,サトノグラン,,0,0,0,0,0,0%,0%,0%,0%,0%,2014105991,サトノグラン,,2014105991,サトノグラン,0,0,0,0,0,0%,0%,0%,0%,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,△,▲,▲,,△,○,5,54.72,5.44,3
3,202650072204,2023105512,メイプルディープ,,,,,,,,,,,,,,,,2026.07.01,園田,3,柞田7ハ(C2),,ダ1400,1:34.2,稍,12,2,7,山本屋太,56.0,10-9-4-4,40.5,486,+4,オニギリ(0.7),,2026.06.12,園田,5,3歳C2,,ダ1400,1:34.5,良,12,5,5,吉村智洋,56.0,10-10-4-5,41.7,482,-2,タイシン(2.5),,2026.05.15,園田,3,阪神アー(C2),,ダ1400,1:33.3,良,11,11,4,山本屋太,56.0,6-7-7-8,40.1,484,-5,サンミゲル(0.8),,2026.04.28,園田,3,3歳C2,,ダ1400,1:36.9,稍,9,2,5,山本屋太,56.0,3-3-3-1,40.8,489,+1,シアワセノクツ(0.8),,2026.04.07,園田,5,槻並スプ(C2),,ダ1230,1:23.7,稍,11,9,8,山本屋太,56.0,7-7-6-6,40.2,488,-13,フューチャーライト(0.9),,2023105512,メイプルディープ,,山本屋太,,,,,,,,,,,202650051501,阪神アーバンナイター,20260515,園田,良,-4,56,1:33.3,40.1,3,追,8,M,牡,3,202650040704,槻並スプリント３歳Ｃ,20260407,園田,稍,-6,56,1:23.7,40.2,5,追,7,M,牡,3,202650051501,阪神アーバンナイター,20260515,園田,良,-4,56,1:33.3,40.1,3,追,8,M,牡,3,,,,,,,,,,,,,,,,2023105512,メイプルディープ,サトノアレス,サンデーサイレンス系,Henrythenavigator,ネイティヴダンサー系,牡3,56.0,483(-3),山本屋太,北野真弘,11.7,3,3枠,261,290,338,2196,3085,8%,17%,28%,63%,65%,2023105512,メイプルディープ,差,1853,1936,1954,11732,17475,10%,21%,32%,73%,72%,2023105512,メイプルディープ,山本屋太三,55,62,68,658,843,6%,13%,21%,90%,63%,2023105512,メイプルディープ,北野真弘,40,54,50,333,477,8%,19%,30%,87%,67%,2023105512,メイプルディープ,サトノアレス,5,2,7,29,43,11%,16%,32%,104%,77%,2023105512,メイプルディープ,,0,0,0,0,0,0%,0%,0%,0%,0%,2023105512,メイプルディープ,,2023105512,メイプルディープ,0,0,0,0,0,0%,0%,0%,0%,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,▲,,,△,3,30.49,3.03,2
4,202650072204,2023102431,ナデシコ,,,,,,,,,,,,,,,,2026.07.08,園田,7,C3三,,ダ1400,1:37.3,稍,9,5,6,佐々木世,53.0,3-4-5-5,42.3,417,+1,デルマヴェーダ(3.3),,2026.06.25,園田,9,熊内町ス(C2),,ダ1230,1:23.3,不,11,8,11,佐々木世,53.0,8-8-8-8,40.8,416,-1,ララヴァニーユ(3.1),,2026.06.11,園田,9,弦谷スプ(C2),,ダ1230,1:24.6,稍,12,2,8,佐々木世,53.0,11-11-11-11,41.2,417,+6,エイシンジコクテン(2.9),,2026.05.21,園田,11,生琉里町(C2),,ダ1400,1:37.4,稍,11,5,10,竹村達也,55.0,11-11-11-11,42.5,411,-1,ヒデガミクィーン(4.6),,2026.05.05,園田,9,スーパー(C1),,ダ1230,1:26.1,稍,12,9,11,佐々木世,53.0,10-10-11-11,42.5,412,-2,ブリオーニ(3.8),,2023102431,ナデシコ,,佐々木世,,,,,,,,,,,202650040908,３歳Ｃ１一,20260409,園田,良,-5,53,1:36.5,41.8,8,追,3,M,牝,3,202650062504,熊内町スプリント３歳,20260625,園田,不,-16,53,1:23.3,40.8,9,追,7,M,牝,3,202650040908,３歳Ｃ１一,20260409,園田,良,-5,53,1:36.5,41.8,8,追,3,M,牝,3,,,,,,,,,,,,,,,,2023102431,ナデシコ,ダノンバラード,サンデーサイレンス系,サッカーボーイ,ハンプトン系,牝3,53.0,417(0),佐々木世,小村正也,88.9,9,4枠,331,328,310,2109,3078,10%,21%,31%,68%,66%,2023102431,ナデシコ,追,334,453,541,6574,7902,4%,9%,16%,52%,54%,2023102431,ナデシコ,佐々木世麗,53,69,63,741,926,5%,13%,19%,68%,59%,2023102431,ナデシコ,小村正也,5,10,13,355,383,1%,3%,7%,14%,29%,2023102431,ナデシコ,ダノンバラード,24,27,40,178,269,8%,18%,33%,70%,87%,2023102431,ナデシコ,,0,0,0,0,0,0%,0%,0%,0%,0%,2023102431,ナデシコ,,2023102431,ナデシコ,0,0,0,0,0,0%,0%,0%,0%,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,▲,,,,12,100.0,9.94,0
5,202650072204,2021106677,トゥームレイダー,,,,,,,,,,,,,,,,2026.07.02,園田,6,C3一,,ダ1400,1:34.5,不,10,9,5,田野豊三,55.0,8-8-7-8,40.8,461,+5,ゴートゥーミジョカ(1.2),,2026.06.19,園田,6,C3一,,ダ1400,1:33.5,良,10,8,4,吉村智洋,55.0,7-7-7-7,40.5,456,-12,レベッカレインボー(2.0),,2026.05.27,園田,6,C3一,,ダ1400,1:34.4,良,10,6,5,吉村智洋,55.0,5-5-5-5,40.2,468,+3,チョッパスニー(1.6),,2026.05.06,園田,7,2026(C2),,ダ1400,1:35.4,稍,10,10,9,竹村達也,55.0,8-8-8-8,39.6,465,-3,メイショウヤスマサ(1.4),,2026.04.30,園田,10,JRA交(交流),,ダ1400,1:34.3,稍,10,6,10,竹村達也,55.0,10-9-10-10,41.5,468,-3,ツーピース(3.8),,2021106677,トゥームレイダー,,廣瀬航,,,,,,,,,,,202550043003,Ｃ３一,20250430,園田,良,4,55,1:31.9,39.7,2,先,1,M,牝,4,,,,,,,,,,,,,,,,202408030501,未勝利,20240504,京都,良,-2,55,1:28.1,39,11,追,2,H,牝,3,202551021203,Ｃ３,20250212,姫路,良,0,54,1:41.5,41,4,差,6,M,牝,4,2021106677,トゥームレイダー,リアルスティール,サンデーサイレンス系,Orpen,ノーザンダンサー系,牝5,55.0,462(+1),廣瀬航,諏訪貴正,23.9,6,5枠,371,350,399,2667,3787,9%,19%,29%,58%,67%,2021106677,トゥームレイダー,差,1853,1936,1954,11732,17475,10%,21%,32%,73%,72%,2021106677,トゥームレイダー,広瀬航,272,206,231,1035,1744,15%,27%,40%,73%,73%,2021106677,トゥームレイダー,諏訪貴正,75,66,77,439,657,11%,21%,33%,80%,69%,2021106677,トゥームレイダー,リアルスティール,23,22,15,115,175,13%,25%,34%,72%,64%,2021106677,トゥームレイダー,,0,0,0,0,0,0%,0%,0%,0%,0%,2021106677,トゥームレイダー,,2021106677,トゥームレイダー,0,0,0,0,0,0%,0%,0%,0%,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,△,,△,○,,,▲,8,67.53,6.71,3
6,202650072204,2019106289,エルイエロ,,,,,,,,,,,,,,,,2026.07.08,園田,6,C3三,,ダ1400,1:37.0,稍,9,2,7,小谷周平,57.0,8-8-7-7,40.8,462,+6,デルマヴェーダ(3.0),,2026.06.18,園田,6,C3二,,ダ1400,1:34.8,良,10,1,7,小谷周平,57.0,10-10-8-7,39.4,456,+1,ピンクブルー(0.8),,2026.06.04,園田,10,C3一,,ダ1400,1:36.1,稍,10,6,10,小谷周平,57.0,10-10-10-10,39.8,455,-2,サファリ(2.1),,2026.05.21,園田,2,C3三,,ダ1400,1:35.0,稍,10,10,3,小谷周平,57.0,10-10-7-5,40.5,457,-2,ナムラハカ(0.0),,2026.05.07,園田,4,C3二,,ダ1400,1:35.5,良,10,1,3,小谷周平,57.0,9-9-6-5,40.6,459,0,リングベルガール(1.1),,2019106289,エルイエロ,,小谷周平,,,,,,,,,,,202350081103,Ｃ３二,20230811,園田,良,-14,54,1:32.5,39.3,2,追,5,H,牡,4,202450061305,不撓不屈ドリームスプ,20240613,園田,良,-2,51,1:22.8,39.3,5,追,4,M,牡,5,202246101003,白河オトウト生誕記念,20221010,金沢,不,-21,56,1:30.0,38.1,2,差,4,M,牡,3,202651020405,汐咲７．５ハロンＣ３,20260204,姫路,良,2,57,1:43.2,41,6,追,5,H,牡,7,2019106289,エルイエロ,ロゴタイプ,ノーザンダンサー系,サクラプレジデント,サンデーサイレンス系,牡7,57.0,459(-3),小谷周平,稻田彰宏,295.5,11,5枠,371,350,399,2667,3787,9%,19%,29%,58%,67%,2019106289,エルイエロ,追,334,453,541,6574,7902,4%,9%,16%,52%,54%,2019106289,エルイエロ,小谷周平,36,55,72,728,891,4%,10%,18%,100%,58%,2019106289,エルイエロ,稻田彰宏,24,54,52,487,617,3%,12%,21%,91%,71%,2019106289,エルイエロ,ロゴタイプ,12,14,27,221,274,4%,9%,19%,74%,60%,2019106289,エルイエロ,,0,0,0,0,0,0%,0%,0%,0%,0%,2019106289,エルイエロ,,2019106289,エルイエロ,0,0,0,0,0,0%,0%,0%,0%,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,▲,,,,,,,11,99.52,9.89,1
7,202650072204,2021100666,ディノポネラ,,,,,,,,,,,,,,,,2026.07.01,園田,7,C3一,,ダ1400,1:35.7,稍,7,6,7,高畑皓一,55.0,4-5-5-6,42.0,496,0,ネバーセイグッバイ(3.5),,2026.06.17,園田,10,C3一,,ダ1400,1:34.8,良,10,6,10,高畑皓一,55.0,7-7-9-9,40.9,496,0,フィールハピネス(3.0),,2026.05.28,園田,10,C3一,,ダ1400,1:37.4,稍,10,7,10,高畑皓一,55.0,9-9-10-10,41.6,496,+4,エールデスポワール(3.2),,2026.05.14,園田,9,C3一,,ダ1400,1:36.2,良,9,6,9,高畑皓一,55.0,9-9-9-9,42.3,492,-2,ワーキングアセット(2.4),,2026.04.29,園田,6,C2二,,ダ1400,1:37.3,稍,7,6,6,高畑皓一,55.0,7-7-6-6,42.0,494,+5,デイムサンライズ(4.8),,2021100666,ディノポネラ,,高畑皓一,,,,,,,,,,,202650011501,Ｃ３三,20260115,園田,良,-3,55,1:34.0,41,1,追,6,H,牝,5,,,,,,,,,,,,,,,,202447092504,友貴と亜望ちゃん結婚,20240925,笠松,良,-19,54,1:31.8,38.7,5,追,4,M,牝,3,202443071804,ナツグミ賞,20240718,船橋,重,2,54,1:43.1,43.4,9,追,1,H,牝,3,2021100666,ディノポネラ,ベルシャザール,ネイティヴダンサー系,ジャングルポケット,ナスルーラ系,牝5,55.0,497(+1),高畑皓一,黒田隆男,407.1,12,6枠,391,372,364,2825,3952,9%,19%,28%,67%,62%,2021100666,ディノポネラ,追,334,453,541,6574,7902,4%,9%,16%,52%,54%,2021100666,ディノポネラ,高畑皓一,13,32,40,670,755,1%,5%,11%,36%,47%,2021100666,ディノポネラ,黒田隆男,15,24,29,471,539,2%,7%,12%,77%,63%,2021100666,ディノポネラ,ベルシャザール,26,33,36,323,418,6%,14%,22%,115%,73%,2021100666,ディノポネラ,,0,0,0,0,0,0%,0%,0%,0%,0%,2021100666,ディノポネラ,,2021100666,ディノポネラ,0,0,0,0,0,0%,0%,0%,0%,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,★,10,97.77,9.72,3
8,202650072204,2021102054,ルクスパラディ,,,,,,,,,,,,,,,,2026.07.08,園田,9,C3一,,ダ820,0:52.1,稍,11,7,9,小谷周平,55.0,9-10,37.5,417,0,イチバンボシ(1.0),,2026.06.25,園田,2,C3三,,ダ1400,1:34.0,不,10,8,2,小谷周平,55.0,2-2-2-2,41.6,417,+4,モルツシャン(1.7),,2026.06.11,園田,6,C3,,ダ820,0:52.5,稍,10,3,6,渡瀬和幸,55.0,6-6,37.5,413,+4,クレスコウェイ(1.1),,2026.05.21,園田,12,C3一,,ダ820,0:53.0,稍,12,2,11,渡瀬和幸,55.0,5-5,38.5,409,-2,アイアンオバーカム(2.0),,2026.05.06,園田,5,2026(C3),,ダ820,0:52.0,稍,12,9,12,渡瀬和幸,55.0,3-3,37.5,411,-4,リュウノヒナコ(0.7),,2021102054,ルクスパラディ,,渡瀬和幸,,,,,,,,,,,202650062501,Ｃ３三,20260625,園田,不,-16,55,1:34.0,41.6,2,先,7,M,牝,5,202550112012,紅葉の駆け抜け賞Ｃ２,20251120,園田,良,-1,55,1:23.4,40.8,11,追,6,M,牝,4,202650062501,Ｃ３三,20260625,園田,不,-16,55,1:34.0,41.6,2,先,7,M,牝,5,,,,,,,,,,,,,,,,2021102054,ルクスパラディ,オルフェーヴル,サンデーサイレンス系,ロードカナロア,ネイティヴダンサー系,牝5,55.0,420(+3),渡瀬和幸,西村守幸,70.2,8,6枠,391,372,364,2825,3952,9%,19%,28%,67%,62%,2021102054,ルクスパラディ,差,1853,1936,1954,11732,17475,10%,21%,32%,73%,72%,2021102054,ルクスパラディ,渡瀬和幸,26,39,53,577,695,3%,9%,16%,49%,54%,2021102054,ルクスパラディ,西村守幸,17,36,30,402,485,3%,10%,17%,40%,56%,2021102054,ルクスパラディ,オルフェーヴル,46,42,23,245,356,12%,24%,31%,52%,60%,2021102054,ルクスパラディ,,0,0,0,0,0,0%,0%,0%,0%,0%,2021102054,ルクスパラディ,,2021102054,ルクスパラディ,0,0,0,0,0,0%,0%,0%,0%,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,◎,,,,,,,9,74.93,7.45,1
