umaban,race_id,horse_id,horse_name,waku,stable_comment,stable_comment_reporter,stable_comment_rating_code,training_review,training_date,training_course,training_track_condition,training_rider,training_times,training_partner_comment,training_position,training_load,training_critic,training_rank,past1_date,past1_venue,past1_finish,past1_race_name,past1_race_class,past1_surface_distance,past1_time,past1_track_condition,past1_field_size,past1_umaban_in_race,past1_ninki,past1_jockey,past1_weight_carried,past1_corner_positions,past1_agari_3f,past1_horse_weight,past1_horse_weight_diff,past1_beaten_by,past1_birthday,past2_date,past2_venue,past2_finish,past2_race_name,past2_race_class,past2_surface_distance,past2_time,past2_track_condition,past2_field_size,past2_umaban_in_race,past2_ninki,past2_jockey,past2_weight_carried,past2_corner_positions,past2_agari_3f,past2_horse_weight,past2_horse_weight_diff,past2_beaten_by,past2_birthday,past3_date,past3_venue,past3_finish,past3_race_name,past3_race_class,past3_surface_distance,past3_time,past3_track_condition,past3_field_size,past3_umaban_in_race,past3_ninki,past3_jockey,past3_weight_carried,past3_corner_positions,past3_agari_3f,past3_horse_weight,past3_horse_weight_diff,past3_beaten_by,past3_birthday,past4_date,past4_venue,past4_finish,past4_race_name,past4_race_class,past4_surface_distance,past4_time,past4_track_condition,past4_field_size,past4_umaban_in_race,past4_ninki,past4_jockey,past4_weight_carried,past4_corner_positions,past4_agari_3f,past4_horse_weight,past4_horse_weight_diff,past4_beaten_by,past4_birthday,past5_date,past5_venue,past5_finish,past5_race_name,past5_race_class,past5_surface_distance,past5_time,past5_track_condition,past5_field_size,past5_umaban_in_race,past5_ninki,past5_jockey,past5_weight_carried,past5_corner_positions,past5_agari_3f,past5_horse_weight,past5_horse_weight_diff,past5_beaten_by,past5_birthday,speed_horse_id,speed_horse_name,speed_sex_age,speed_jockey,speed_max_index,speed_avg_index_5races,speed_max_distance_index,speed_max_course_index,speed_index_3races_ago,speed_index_2races_ago,speed_index_1race_ago,speed_odds,speed_ninki,speed_weight_carried,holdtime_just_race_id,holdtime_just_race_name,holdtime_just_race_date,holdtime_just_jyo,holdtime_just_baba,holdtime_just_babasa,holdtime_just_kinryo,holdtime_just_time,holdtime_just_l3f,holdtime_just_jyuni,holdtime_just_kyakusitu,holdtime_just_wakuban,holdtime_just_pace,holdtime_just_sex,holdtime_just_age,holdtime_short_race_id,holdtime_short_race_name,holdtime_short_race_date,holdtime_short_jyo,holdtime_short_baba,holdtime_short_babasa,holdtime_short_kinryo,holdtime_short_time,holdtime_short_l3f,holdtime_short_jyuni,holdtime_short_kyakusitu,holdtime_short_wakuban,holdtime_short_pace,holdtime_short_sex,holdtime_short_age,holdtime_middle_race_id,holdtime_middle_race_name,holdtime_middle_race_date,holdtime_middle_jyo,holdtime_middle_baba,holdtime_middle_babasa,holdtime_middle_kinryo,holdtime_middle_time,holdtime_middle_l3f,holdtime_middle_jyuni,holdtime_middle_kyakusitu,holdtime_middle_wakuban,holdtime_middle_pace,holdtime_middle_sex,holdtime_middle_age,holdtime_long_race_id,holdtime_long_race_name,holdtime_long_race_date,holdtime_long_jyo,holdtime_long_baba,holdtime_long_babasa,holdtime_long_kinryo,holdtime_long_time,holdtime_long_l3f,holdtime_long_jyuni,holdtime_long_kyakusitu,holdtime_long_wakuban,holdtime_long_pace,holdtime_long_sex,holdtime_long_age,bias_horse_id,bias_horse_name,bias_sire,bias_sire_bloodline,bias_dam_sire,bias_dam_sire_bloodline,bias_sex_age,bias_weight_carried,bias_horse_weight,bias_jockey,bias_trainer,bias_win_odds,bias_ninki,ca_waku_category_label,ca_waku_win_1st,ca_waku_win_2nd,ca_waku_win_3rd,ca_waku_win_out,ca_waku_runs,ca_waku_win_rate,ca_waku_place2_rate,ca_waku_place3_rate,ca_waku_win_return_rate,ca_waku_place_return_rate,ca_waku_horse_id,ca_waku_horse_name,ca_running_style_category_label,ca_running_style_win_1st,ca_running_style_win_2nd,ca_running_style_win_3rd,ca_running_style_win_out,ca_running_style_runs,ca_running_style_win_rate,ca_running_style_place2_rate,ca_running_style_place3_rate,ca_running_style_win_return_rate,ca_running_style_place_return_rate,ca_running_style_horse_id,ca_running_style_horse_name,ca_jockey_category_label,ca_jockey_win_1st,ca_jockey_win_2nd,ca_jockey_win_3rd,ca_jockey_win_out,ca_jockey_runs,ca_jockey_win_rate,ca_jockey_place2_rate,ca_jockey_place3_rate,ca_jockey_win_return_rate,ca_jockey_place_return_rate,ca_jockey_horse_id,ca_jockey_horse_name,ca_trainer_category_label,ca_trainer_win_1st,ca_trainer_win_2nd,ca_trainer_win_3rd,ca_trainer_win_out,ca_trainer_runs,ca_trainer_win_rate,ca_trainer_place2_rate,ca_trainer_place3_rate,ca_trainer_win_return_rate,ca_trainer_place_return_rate,ca_trainer_horse_id,ca_trainer_horse_name,ca_sire_category_label,ca_sire_win_1st,ca_sire_win_2nd,ca_sire_win_3rd,ca_sire_win_out,ca_sire_runs,ca_sire_win_rate,ca_sire_place2_rate,ca_sire_place3_rate,ca_sire_win_return_rate,ca_sire_place_return_rate,ca_sire_horse_id,ca_sire_horse_name,ca_broodmare_sire_category_label,ca_broodmare_sire_win_1st,ca_broodmare_sire_win_2nd,ca_broodmare_sire_win_3rd,ca_broodmare_sire_win_out,ca_broodmare_sire_runs,ca_broodmare_sire_win_rate,ca_broodmare_sire_place2_rate,ca_broodmare_sire_place3_rate,ca_broodmare_sire_win_return_rate,ca_broodmare_sire_place_return_rate,ca_broodmare_sire_horse_id,ca_broodmare_sire_horse_name,concerned_category_label,concerned_horse_id,concerned_horse_name,concerned_win_1st,concerned_win_2nd,concerned_win_3rd,concerned_win_out,concerned_runs,concerned_win_rate,concerned_place2_rate,concerned_place3_rate,concerned_win_return_rate,concerned_place_return_rate,surf_ketto_training_category_label,surf_ketto_training_horse_id,surf_ketto_training_horse_name,surf_ketto_training_win_1st,surf_ketto_training_win_2nd,surf_ketto_training_win_3rd,surf_ketto_training_win_out,surf_ketto_training_runs,surf_ketto_training_win_rate,surf_ketto_training_place2_rate,surf_ketto_training_place3_rate,surf_ketto_training_win_return_rate,surf_ketto_training_place_return_rate,surf_ketto_comment_category_label,surf_ketto_comment_horse_id,surf_ketto_comment_horse_name,surf_ketto_comment_win_1st,surf_ketto_comment_win_2nd,surf_ketto_comment_win_3rd,surf_ketto_comment_win_out,surf_ketto_comment_runs,surf_ketto_comment_win_rate,surf_ketto_comment_place2_rate,surf_ketto_comment_place3_rate,surf_ketto_comment_win_return_rate,surf_ketto_comment_place_return_rate,surf_odds_jockey_category_label,surf_odds_jockey_horse_id,surf_odds_jockey_horse_name,surf_odds_jockey_win_1st,surf_odds_jockey_win_2nd,surf_odds_jockey_win_3rd,surf_odds_jockey_win_out,surf_odds_jockey_runs,surf_odds_jockey_win_rate,surf_odds_jockey_place2_rate,surf_odds_jockey_place3_rate,surf_odds_jockey_win_return_rate,surf_odds_jockey_place_return_rate,surf_jockey_trainer_category_label,surf_jockey_trainer_horse_id,surf_jockey_trainer_horse_name,surf_jockey_trainer_win_1st,surf_jockey_trainer_win_2nd,surf_jockey_trainer_win_3rd,surf_jockey_trainer_win_out,surf_jockey_trainer_runs,surf_jockey_trainer_win_rate,surf_jockey_trainer_place2_rate,surf_jockey_trainer_place3_rate,surf_jockey_trainer_win_return_rate,surf_jockey_trainer_place_return_rate,surf_jockey_owner_category_label,surf_jockey_owner_horse_id,surf_jockey_owner_horse_name,surf_jockey_owner_win_1st,surf_jockey_owner_win_2nd,surf_jockey_owner_win_3rd,surf_jockey_owner_win_out,surf_jockey_owner_runs,surf_jockey_owner_win_rate,surf_jockey_owner_place2_rate,surf_jockey_owner_place3_rate,surf_jockey_owner_win_return_rate,surf_jockey_owner_place_return_rate,surf_jockey_prevjockey_category_label,surf_jockey_prevjockey_horse_id,surf_jockey_prevjockey_horse_name,surf_jockey_prevjockey_win_1st,surf_jockey_prevjockey_win_2nd,surf_jockey_prevjockey_win_3rd,surf_jockey_prevjockey_win_out,surf_jockey_prevjockey_runs,surf_jockey_prevjockey_win_rate,surf_jockey_prevjockey_place2_rate,surf_jockey_prevjockey_place3_rate,surf_jockey_prevjockey_win_return_rate,surf_jockey_prevjockey_place_return_rate,data_distance_horse_id,data_distance_horse_name,data_distance_slot1_label,data_distance_slot1_note,data_distance_slot1_win_1st,data_distance_slot1_win_2nd,data_distance_slot1_win_3rd,data_distance_slot1_win_out,data_distance_slot1_runs,data_distance_slot1_win_rate,data_distance_slot1_place2_rate,data_distance_slot1_place3_rate,data_distance_slot1_win_return_rate,data_distance_slot1_place_return_rate,data_distance_slot2_label,data_distance_slot2_note,data_distance_slot2_win_1st,data_distance_slot2_win_2nd,data_distance_slot2_win_3rd,data_distance_slot2_win_out,data_distance_slot2_runs,data_distance_slot2_win_rate,data_distance_slot2_place2_rate,data_distance_slot2_place3_rate,data_distance_slot2_win_return_rate,data_distance_slot2_place_return_rate,data_distance_slot3_label,data_distance_slot3_note,data_distance_slot3_win_1st,data_distance_slot3_win_2nd,data_distance_slot3_win_3rd,data_distance_slot3_win_out,data_distance_slot3_runs,data_distance_slot3_win_rate,data_distance_slot3_place2_rate,data_distance_slot3_place3_rate,data_distance_slot3_win_return_rate,data_distance_slot3_place_return_rate,data_distance_slot4_label,data_distance_slot4_note,data_distance_slot4_win_1st,data_distance_slot4_win_2nd,data_distance_slot4_win_3rd,data_distance_slot4_win_out,data_distance_slot4_runs,data_distance_slot4_win_rate,data_distance_slot4_place2_rate,data_distance_slot4_place3_rate,data_distance_slot4_win_return_rate,data_distance_slot4_place_return_rate,data_distance_slot5_label,data_distance_slot5_note,data_distance_slot5_win_1st,data_distance_slot5_win_2nd,data_distance_slot5_win_3rd,data_distance_slot5_win_out,data_distance_slot5_runs,data_distance_slot5_win_rate,data_distance_slot5_place2_rate,data_distance_slot5_place3_rate,data_distance_slot5_win_return_rate,data_distance_slot5_place_return_rate,data_course_horse_id,data_course_horse_name,data_course_slot1_label,data_course_slot1_note,data_course_slot1_win_1st,data_course_slot1_win_2nd,data_course_slot1_win_3rd,data_course_slot1_win_out,data_course_slot1_runs,data_course_slot1_win_rate,data_course_slot1_place2_rate,data_course_slot1_place3_rate,data_course_slot1_win_return_rate,data_course_slot1_place_return_rate,data_course_slot2_label,data_course_slot2_note,data_course_slot2_win_1st,data_course_slot2_win_2nd,data_course_slot2_win_3rd,data_course_slot2_win_out,data_course_slot2_runs,data_course_slot2_win_rate,data_course_slot2_place2_rate,data_course_slot2_place3_rate,data_course_slot2_win_return_rate,data_course_slot2_place_return_rate,data_course_slot3_label,data_course_slot3_note,data_course_slot3_win_1st,data_course_slot3_win_2nd,data_course_slot3_win_3rd,data_course_slot3_win_out,data_course_slot3_runs,data_course_slot3_win_rate,data_course_slot3_place2_rate,data_course_slot3_place3_rate,data_course_slot3_win_return_rate,data_course_slot3_place_return_rate,data_course_slot4_label,data_course_slot4_note,data_course_slot4_win_1st,data_course_slot4_win_2nd,data_course_slot4_win_3rd,data_course_slot4_win_out,data_course_slot4_runs,data_course_slot4_win_rate,data_course_slot4_place2_rate,data_course_slot4_place3_rate,data_course_slot4_win_return_rate,data_course_slot4_place_return_rate,data_condition_horse_id,data_condition_horse_name,data_condition_slot1_label,data_condition_slot1_note,data_condition_slot1_win_1st,data_condition_slot1_win_2nd,data_condition_slot1_win_3rd,data_condition_slot1_win_out,data_condition_slot1_runs,data_condition_slot1_win_rate,data_condition_slot1_place2_rate,data_condition_slot1_place3_rate,data_condition_slot1_win_return_rate,data_condition_slot1_place_return_rate,data_condition_slot2_label,data_condition_slot2_note,data_condition_slot2_win_1st,data_condition_slot2_win_2nd,data_condition_slot2_win_3rd,data_condition_slot2_win_out,data_condition_slot2_runs,data_condition_slot2_win_rate,data_condition_slot2_place2_rate,data_condition_slot2_place3_rate,data_condition_slot2_win_return_rate,data_condition_slot2_place_return_rate,data_condition_slot3_label,data_condition_slot3_note,data_condition_slot3_win_1st,data_condition_slot3_win_2nd,data_condition_slot3_win_3rd,data_condition_slot3_win_out,data_condition_slot3_runs,data_condition_slot3_win_rate,data_condition_slot3_place2_rate,data_condition_slot3_place3_rate,data_condition_slot3_win_return_rate,data_condition_slot3_place_return_rate,data_condition_slot4_label,data_condition_slot4_note,data_condition_slot4_win_1st,data_condition_slot4_win_2nd,data_condition_slot4_win_3rd,data_condition_slot4_win_out,data_condition_slot4_runs,data_condition_slot4_win_rate,data_condition_slot4_place2_rate,data_condition_slot4_place3_rate,data_condition_slot4_win_return_rate,data_condition_slot4_place_return_rate,data_others_horse_id,data_others_horse_name,data_others_slot1_label,data_others_slot1_note,data_others_slot1_win_1st,data_others_slot1_win_2nd,data_others_slot1_win_3rd,data_others_slot1_win_out,data_others_slot1_runs,data_others_slot1_win_rate,data_others_slot1_place2_rate,data_others_slot1_place3_rate,data_others_slot1_win_return_rate,data_others_slot1_place_return_rate,data_others_slot2_label,data_others_slot2_note,data_others_slot2_win_1st,data_others_slot2_win_2nd,data_others_slot2_win_3rd,data_others_slot2_win_out,data_others_slot2_runs,data_others_slot2_win_rate,data_others_slot2_place2_rate,data_others_slot2_place3_rate,data_others_slot2_win_return_rate,data_others_slot2_place_return_rate,data_others_slot3_label,data_others_slot3_note,data_others_slot3_win_1st,data_others_slot3_win_2nd,data_others_slot3_win_3rd,data_others_slot3_win_out,data_others_slot3_runs,data_others_slot3_win_rate,data_others_slot3_place2_rate,data_others_slot3_place3_rate,data_others_slot3_win_return_rate,data_others_slot3_place_return_rate,data_cushion_horse_id,data_cushion_horse_name,data_cushion_slot1_label,data_cushion_slot1_note,data_cushion_slot1_win_1st,data_cushion_slot1_win_2nd,data_cushion_slot1_win_3rd,data_cushion_slot1_win_out,data_cushion_slot1_runs,data_cushion_slot1_win_rate,data_cushion_slot1_place2_rate,data_cushion_slot1_place3_rate,data_cushion_slot1_win_return_rate,data_cushion_slot1_place_return_rate,data_cushion_slot2_label,data_cushion_slot2_note,data_cushion_slot2_win_1st,data_cushion_slot2_win_2nd,data_cushion_slot2_win_3rd,data_cushion_slot2_win_out,data_cushion_slot2_runs,data_cushion_slot2_win_rate,data_cushion_slot2_place2_rate,data_cushion_slot2_place3_rate,data_cushion_slot2_win_return_rate,data_cushion_slot2_place_return_rate,data_baba_water_horse_id,data_baba_water_horse_name,data_baba_water_slot1_label,data_baba_water_slot1_note,data_baba_water_slot1_win_1st,data_baba_water_slot1_win_2nd,data_baba_water_slot1_win_3rd,data_baba_water_slot1_win_out,data_baba_water_slot1_runs,data_baba_water_slot1_win_rate,data_baba_water_slot1_place2_rate,data_baba_water_slot1_place3_rate,data_baba_water_slot1_win_return_rate,data_baba_water_slot1_place_return_rate,data_baba_water_slot2_label,data_baba_water_slot2_note,data_baba_water_slot2_win_1st,data_baba_water_slot2_win_2nd,data_baba_water_slot2_win_3rd,data_baba_water_slot2_win_out,data_baba_water_slot2_runs,data_baba_water_slot2_win_rate,data_baba_water_slot2_place2_rate,data_baba_water_slot2_place3_rate,data_baba_water_slot2_win_return_rate,data_baba_water_slot2_place_return_rate,mark_raw_浅野,mark_raw_CP予想,mark_raw_マリア,mark_raw_馬場予想,mark_honshi,mark_cp,mark_other,corner4_rank,corner4_gap_pct,corner4_gap_lengths,corner4_speedup
1,202645073009,2020105632,ジラルデ,,,,,,,,,,,,,,,,2026.06.25,浦和,4,武甲山特(B2B3),,ダ2000,2:08.4,不,12,1,7,岡村健司,57.0,10-10-10-6,37.1,472,0,メジャークオリティ(1.6),,2026.06.04,船橋,7,ニッコウ(B2B3),,ダ1800,1:58.8,稍,12,5,8,本田正重,57.0,8-7-8-8,39.3,472,+5,ショーケン(2.1),,2026.05.06,船橋,4,新緑特別(B2B3),,ダ2200,2:27.5,良,13,7,4,本田正重,57.0,5-5-3-3,42.3,467,-9,フィフティズ(1.6),,2026.03.31,船橋,7,フレンド(B2B3),,ダ1800,2:01.0,重,12,5,9,本田正重,57.0,9-9-8-6,43.4,476,+4,サルタール(4.2),,2026.03.13,船橋,4,アストロ(B2),,ダ1700,1:51.7,良,9,1,4,本田正重,56.0,9-8-8-8,39.3,472,+3,スマイルモア(1.1),,2020105632,ジラルデ,,岡村健司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202642062512,武甲山特別,20260625,浦和,不,-24,57,2:08.4,37.1,4,追,1,M,牡,6,,,,,,,,,,,,,,,,2020105632,ジラルデ,ハーツクライ,サンデーサイレンス系,Speightstown,ネイティヴダンサー系,牡6,57.0,467(-5),岡村健司,山中尊徳,46.4,11,1枠,12,17,9,103,141,8%,20%,26%,53%,56%,2020105632,ジラルデ,差,88,98,86,695,967,9%,19%,28%,68%,72%,2020105632,ジラルデ,岡村健司,0,2,7,27,36,0%,5%,25%,0%,70%,2020105632,ジラルデ,山中尊徳,3,6,2,11,22,13%,40%,50%,447%,184%,2020105632,ジラルデ,ハーツクライ,2,2,0,9,13,15%,30%,30%,31%,141%,2020105632,ジラルデ,,0,0,0,0,0,0%,0%,0%,0%,0%,2020105632,ジラルデ,川崎ダート2000m,2020105632,ジラルデ,0,0,0,0,0,0%,0%,0%,0%,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020105632,ジラルデ,ダート2000m,,0,0,0,2,2,0%,0%,0%,0%,0%,ダート1600m,,3,4,0,10,17,17.6%,41.2%,41.2%,71.2%,78.2%,ダート1700m,,0,0,1,5,6,0%,0%,16.7%,0%,40%,ダート1800m,,0,0,0,3,3,0%,0%,0%,0%,0%,全成績,,4,4,4,26,38,10.5%,21.1%,31.6%,37.6%,67.9%,2020105632,ジラルデ,ダート川崎,,0,0,0,1,1,0%,0%,0%,0%,0%,ダート・右,,0,0,1,6,7,0%,0%,14.3%,0%,34.3%,ダート・左,,4,4,3,20,31,12.9%,25.8%,35.5%,46.1%,75.5%,全成績,,4,4,4,26,38,10.5%,21.1%,31.6%,37.6%,67.9%,2020105632,ジラルデ,ダート・良,,2,2,3,13,20,10%,20%,35%,53%,77%,ダート・稍重,,1,1,0,5,7,14.3%,28.6%,28.6%,22.9%,32.9%,ダート・重,,1,1,0,6,8,12.5%,25%,25%,26.2%,71.2%,ダート・不良,,0,0,1,2,3,0%,0%,33.3%,0%,80%,2020105632,ジラルデ,1ヶ月,,1,1,0,6,8,12.5%,25%,25%,105%,43.8%,57kg,,1,0,1,11,13,7.7%,7.7%,15.4%,64.6%,48.5%,馬体重,連対時馬体重455kg～465kg,,,,,,,,,,,2020105632,ジラルデ,全成績,,4,4,4,26,38,10.5%,21.1%,31.6%,37.6%,67.9%,全成績,,4,4,4,26,38,10.5%,21.1%,31.6%,37.6%,67.9%,2020105632,ジラルデ,全成績,,4,4,4,26,38,10.5%,21.1%,31.6%,37.6%,67.9%,全成績,,4,4,4,26,38,10.5%,21.1%,31.6%,37.6%,67.9%,,△,,△,,△,,7,74.87,7.44,3
2,202645073009,2019105856,ヒロシゲジャック,,,,,,,,,,,,,,,,2026.07.06,川崎,5,アルタイ(B2B3),,ダ2000,2:15.9,重,9,8,5,菅原涼太,57.0,1-2-2-3,43.7,521,0,レルアバド(1.6),,2026.06.05,船橋,7,月白風清(A2B1),,ダ2200,2:29.0,稍,13,7,12,笠野雄大,55.0,7-7-5-5,41.3,521,-5,ゼアシュネル(2.2),,2026.05.08,船橋,11,皐月盃(4上),OP,ダ2200,2:27.9,良,14,11,14,笠野雄大,54.0,4-4-6-10,41.2,526,-1,キタサンドーシン(3.0),,2026.04.02,船橋,7,こぼれ桜(A2B1),,ダ1800,1:58.7,不,9,5,9,笠野雄大,55.0,8-8-6-6,42.2,527,+2,ジルバーン(2.0),,2026.03.13,船橋,4,3月22(B1),,ダ1800,1:57.5,良,9,7,6,笠野雄大,56.0,6-6-5-7,40.3,525,-3,キタサンドーシン(1.5),,2019105856,ヒロシゲジャック,,和田譲治,,,,,,,,,,,202545101311,かながわ畜産物フェア,20251013,川崎,良,-1,55,2:14.0,42.6,7,追,7,H,牡,6,202207011103,未勝利,20220205,中京,良,-3,56,2:06.7,43.2,12,追,8,M,牡,3,202235090411,不来方賞,20220904,盛岡,不,-28,56,2:08.0,39.3,5,追,2,H,牡,3,202544091711,東京記念競走,20250917,大井,良,0,56,2:41.2,43.2,13,追,1,M,牡,6,2019105856,ヒロシゲジャック,クリエイターII,ナスルーラ系,スペシャルウィーク,サンデーサイレンス系,牡7,57.0,522(+1),和田譲治,山中尊徳,29.1,8,2枠,13,15,8,107,143,9%,19%,25%,44%,93%,2019105856,ヒロシゲジャック,差,88,98,86,695,967,9%,19%,28%,68%,72%,2019105856,ヒロシゲジャック,和田譲治,2,2,2,23,29,6%,13%,20%,135%,82%,2019105856,ヒロシゲジャック,山中尊徳,3,6,2,11,22,13%,40%,50%,447%,184%,2019105856,ヒロシゲジャック,クリエイターII,1,0,0,5,6,16%,16%,16%,1467%,313%,2019105856,ヒロシゲジャック,,0,0,0,0,0,0%,0%,0%,0%,0%,2019105856,ヒロシゲジャック,川崎ダート2000m,2019105856,ヒロシゲジャック,1,0,0,2,3,33%,33%,33%,2933%,627%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019105856,ヒロシゲジャック,ダート2000m,,1,0,2,8,11,9.1%,9.1%,27.3%,800%,219.1%,ダート1600m,,3,1,0,5,9,33.3%,44.4%,44.4%,205.6%,42.2%,ダート1700m,,0,0,0,1,1,0%,0%,0%,0%,0%,ダート1800m,,0,1,0,7,8,0%,12.5%,12.5%,0%,16.2%,全成績,,9,8,3,39,59,15.3%,28.8%,32.2%,202.7%,89.2%,2019105856,ヒロシゲジャック,ダート川崎,,1,0,0,2,3,33.3%,33.3%,33.3%,2933.3%,626.7%,ダート・右,,3,2,1,13,19,15.8%,26.3%,31.6%,97.4%,46.3%,ダート・左,,6,6,2,23,37,16.2%,32.4%,35.1%,273.2%,118.4%,全成績,,9,8,3,39,59,15.3%,28.8%,32.2%,202.7%,89.2%,2019105856,ヒロシゲジャック,ダート・良,,8,6,2,21,37,21.6%,37.8%,40.5%,318.6%,127.3%,ダート・稍重,,0,1,1,4,6,0%,16.7%,33.3%,0%,53.3%,ダート・重,,0,1,0,4,5,0%,20%,20%,0%,22%,ダート・不良,,1,0,0,7,8,12.5%,12.5%,12.5%,21.2%,15%,2019105856,ヒロシゲジャック,中2週,,4,3,1,9,17,23.5%,41.2%,47.1%,122.9%,66.5%,57kg,,2,1,2,17,22,9.1%,13.6%,22.7%,415.5%,164.1%,馬体重,連対時馬体重514kg～528kg,,,,,,,,,,,2019105856,ヒロシゲジャック,全成績,,9,8,3,39,59,15.3%,28.8%,32.2%,202.7%,89.2%,全成績,,9,8,3,39,59,15.3%,28.8%,32.2%,202.7%,89.2%,2019105856,ヒロシゲジャック,全成績,,9,8,3,39,59,15.3%,28.8%,32.2%,202.7%,89.2%,全成績,,9,8,3,39,59,15.3%,28.8%,32.2%,202.7%,89.2%,,,,▲,,,,11,107.38,10.68,2
3,202645073009,2021104889,ラファールドール,,,,,,,,,,,,,,,,2026.05.30,東京,12,4歳以上2勝クラス,,ダ2100,2:14.8,良,16,2,9,ゴンサル,58.0,4-3-5-7,41.1,484,0,タイセイカイザー(3.0),,2026.04.12,中山,8,印西特別,2勝,ダ2400,2:36.0,良,12,10,6,木幡巧也,56.0,6-6-7-8,38.7,484,-16,インジケーター(1.7),,2026.02.22,東京,12,4歳以上2勝クラス,,ダ2100,2:13.3,良,16,8,13,佐々木大,58.0,7-9-9-8,38.1,500,+2,アカデミア(1.4),,2026.02.01,東京,4,4歳以上2勝クラス,,ダ2100,2:13.6,良,11,6,9,西村淳也,58.0,5-5-5-5,36.4,498,-6,ジーティーダーリン(0.5),,2025.12.20,中山,12,香取特別,2勝,ダ2400,2:36.9,良,16,3,5,内田博幸,58.0,6-6-10-11,40.5,504,+6,プレシャスデイ(2.5),,2021104889,ラファールドール,,笹川翼,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202606030609,印西特別,20260412,中山,良,-13,56,2:36.0,38.7,8,差,7,S,セ,5,2021104889,ラファールドール,ニューイヤーズデイ,ネイティヴダンサー系,ステイゴールド,サンデーサイレンス系,セ5,57.0,488(+4),笹川翼,新井清重,2.4,1,3枠,22,12,27,129,190,11%,17%,32%,57%,81%,2021104889,ラファールドール,差,88,98,86,695,967,9%,19%,28%,68%,72%,2021104889,ラファールドール,笹川翼,24,18,8,41,91,26%,46%,54%,126%,96%,2021104889,ラファールドール,新井清重,0,1,1,6,8,0%,12%,25%,0%,24%,2021104889,ラファールドール,ニューイヤーズデイ,1,1,0,2,4,25%,50%,50%,65%,80%,2021104889,ラファールドール,,0,0,0,0,0,0%,0%,0%,0%,0%,2021104889,ラファールドール,川崎ダート2000m,2021104889,ラファールドール,0,0,0,0,0,0%,0%,0%,0%,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021104889,ラファールドール,ダート2000m,,0,0,0,0,0,0%,0%,0%,0%,0%,ダート1600m,,0,0,0,2,2,0%,0%,0%,0%,0%,ダート1700m,,0,0,1,1,2,0%,0%,50%,0%,80%,ダート1800m,,0,0,1,4,5,0%,0%,20%,0%,40%,全成績,,2,1,2,18,23,8.7%,13%,21.7%,59.6%,57.8%,2021104889,ラファールドール,ダート川崎,,0,0,0,0,0,0%,0%,0%,0%,0%,ダート・右,,1,1,2,4,8,12.5%,25%,50%,77.5%,111.2%,ダート・左,,1,0,0,14,15,6.7%,6.7%,6.7%,50%,29.3%,全成績,,2,1,2,18,23,8.7%,13%,21.7%,59.6%,57.8%,2021104889,ラファールドール,ダート・良,,1,0,2,11,14,7.1%,7.1%,21.4%,44.3%,42.9%,ダート・稍重,,0,0,0,5,5,0%,0%,0%,0%,0%,ダート・重,,1,0,0,2,3,33.3%,33.3%,33.3%,250%,146.7%,ダート・不良,,0,1,0,0,1,0%,100%,100%,0%,290%,2021104889,ラファールドール,1ヶ月,,0,0,0,1,1,0%,0%,0%,0%,0%,57kg,,1,0,1,4,6,16.7%,16.7%,33.3%,125%,106.7%,馬体重,連対時馬体重490kg～498kg,,,,,,,,,,,2021104889,ラファールドール,全成績,,2,1,2,18,23,8.7%,13%,21.7%,59.6%,57.8%,全成績,,2,1,2,18,23,8.7%,13%,21.7%,59.6%,57.8%,2021104889,ラファールドール,全成績,,2,1,2,18,23,8.7%,13%,21.7%,59.6%,57.8%,全成績,,2,1,2,18,23,8.7%,13%,21.7%,59.6%,57.8%,☆,,◎,△,,,○,4,40.03,3.98,2
