id,name,name_kana,birth_date,affiliation_area,affiliation_type,jra_season,jra_season_rank,jra_season_starts,jra_season_wins,jra_season_win_rate,jra_career_starts,jra_career_wins,jra_career_win_rate,nar_season,nar_season_rank,nar_season_starts,nar_season_wins,nar_season_win_rate,nar_career_starts,nar_career_wins,nar_career_win_rate
01123,小野寺祐太,オノデラユウタ,1990/03/12,栗東,フリー,2026,108,36,2,5.6％,"2,051",66,3.2％,2017,335,1,0,0.0％,6,0,0.0％
