id,name,name_kana,birth_date,affiliation_area,affiliation_type,jra_season,jra_season_rank,jra_season_starts,jra_season_wins,jra_season_win_rate,jra_career_starts,jra_career_wins,jra_career_win_rate,nar_season,nar_season_rank,nar_season_starts,nar_season_wins,nar_season_win_rate,nar_career_starts,nar_career_wins,nar_career_win_rate
01120,大江原圭,オオエハラケイ,1990/02/26,美浦,フリー,2026,81,63,6,9.5％,"1,321",54,4.1％,2008,377,1,0,0.0％,1,0,0.0％
