id,name,name_kana,birth_date,affiliation_area,affiliation_type,jra_season,jra_season_rank,jra_season_starts,jra_season_wins,jra_season_win_rate,jra_career_starts,jra_career_wins,jra_career_win_rate,nar_season,nar_season_rank,nar_season_starts,nar_season_wins,nar_season_win_rate,nar_career_starts,nar_career_wins,nar_career_win_rate
01113,草野太郎,クサノタロウ,1989/01/20,美浦,フリー,2026,73,69,7,10.1％,"1,844",82,4.4％,2009,373,1,0,0.0％,3,0,0.0％
