id,name,name_kana,birth_date,affiliation_area,affiliation_type,hometown,blood_type,debut_year,jra_season,jra_season_rank,jra_season_starts,jra_season_wins,jra_season_win_rate,jra_career_starts,jra_career_wins,jra_career_win_rate,nar_season,nar_season_rank,nar_season_starts,nar_season_wins,nar_season_win_rate,nar_career_starts,nar_career_wins,nar_career_win_rate
05203,岩田康誠,イワタヤスナリ,1974/03/12,栗東,フリー,兵庫県,AB型,2006,2026,47,380,14,3.7％,"16,429","1,864",11.3％,2026,278,5,1,20.0％,"1,023",194,19.0％
