id,name,name_kana,birth_date,affiliation_area,affiliation_type,jra_season,jra_season_rank,jra_season_starts,jra_season_wins,jra_season_win_rate,jra_career_starts,jra_career_wins,jra_career_win_rate,nar_season,nar_season_rank,nar_season_starts,nar_season_wins,nar_season_win_rate,nar_career_starts,nar_career_wins,nar_career_win_rate
01066,難波剛健,ナンバヨシヤス,1982/11/01,栗東,フリー,2026,81,60,6,10.0％,"2,540",140,5.5％,2014,347,1,0,0.0％,10,0,0.0％
