race_id,checkpoint_label,checkpoint_offset_sec,scheduled_time,fetched_time,umaban,fuku_odds_low,fuku_odds_high,fuku_ninki
202606040301,確定,-600,2026-09-12 09:55:00,2026-09-12 09:55:05.448201,1,2.8,4.5,5
202606040301,確定,-600,2026-09-12 09:55:00,2026-09-12 09:55:05.448201,2,1.2,1.5,1
202606040301,確定,-600,2026-09-12 09:55:00,2026-09-12 09:55:05.448201,3,3.2,5.3,6
202606040301,確定,-600,2026-09-12 09:55:00,2026-09-12 09:55:05.448201,4,13.5,23.2,11
202606040301,確定,-600,2026-09-12 09:55:00,2026-09-12 09:55:05.448201,5,11.7,20.1,10
202606040301,確定,-600,2026-09-12 09:55:00,2026-09-12 09:55:05.448201,6,4.8,8.0,9
202606040301,確定,-600,2026-09-12 09:55:00,2026-09-12 09:55:05.448201,7,3.8,6.3,7
202606040301,確定,-600,2026-09-12 09:55:00,2026-09-12 09:55:05.448201,8,1.6,2.4,4
202606040301,確定,-600,2026-09-12 09:55:00,2026-09-12 09:55:05.448201,9,1.4,2.2,3
202606040301,確定,-600,2026-09-12 09:55:00,2026-09-12 09:55:05.448201,10,30.6,52.9,12
202606040301,確定,-600,2026-09-12 09:55:00,2026-09-12 09:55:05.448201,11,1.3,1.9,2
202606040301,確定,-600,2026-09-12 09:55:00,2026-09-12 09:55:05.448201,12,4.7,7.8,8
202606040302,確定,-600,2026-09-12 10:30:00,2026-09-12 10:30:05.680755,1,1.6,2.3,4
202606040302,確定,-600,2026-09-12 10:30:00,2026-09-12 10:30:05.680755,2,1.6,2.3,3
202606040302,確定,-600,2026-09-12 10:30:00,2026-09-12 10:30:05.680755,3,28.1,45.4,11
202606040302,確定,-600,2026-09-12 10:30:00,2026-09-12 10:30:05.680755,4,3.6,5.5,7
202606040302,確定,-600,2026-09-12 10:30:00,2026-09-12 10:30:05.680755,5,23.9,38.5,9
202606040302,確定,-600,2026-09-12 10:30:00,2026-09-12 10:30:05.680755,6,1.9,2.8,5
202606040302,確定,-600,2026-09-12 10:30:00,2026-09-12 10:30:05.680755,7,5.4,8.4,8
202606040302,確定,-600,2026-09-12 10:30:00,2026-09-12 10:30:05.680755,8,27.4,44.2,10
202606040302,確定,-600,2026-09-12 10:30:00,2026-09-12 10:30:05.680755,9,1.3,1.6,1
202606040302,確定,-600,2026-09-12 10:30:00,2026-09-12 10:30:05.680755,10,1.6,2.3,2
202606040302,確定,-600,2026-09-12 10:30:00,2026-09-12 10:30:05.680755,11,2.2,3.3,6
202606040302,確定,-600,2026-09-12 10:30:00,2026-09-12 10:30:05.680755,12,40.4,65.2,12
202609040302,確定,-600,2026-09-12 10:45:00,2026-09-12 10:45:13.446958,1,2.3,7.3,4
202609040302,確定,-600,2026-09-12 10:45:00,2026-09-12 10:45:13.446958,2,1.8,5.3,3
202609040302,確定,-600,2026-09-12 10:45:00,2026-09-12 10:45:13.446958,3,8.0,26.9,6
202609040302,確定,-600,2026-09-12 10:45:00,2026-09-12 10:45:13.446958,4,16.0,54.4,7
202609040302,確定,-600,2026-09-12 10:45:00,2026-09-12 10:45:13.446958,5,1.1,1.1,1
202609040302,確定,-600,2026-09-12 10:45:00,2026-09-12 10:45:13.446958,6,1.7,5.0,2
202609040302,確定,-600,2026-09-12 10:45:00,2026-09-12 10:45:13.446958,7,3.3,10.6,5
202606040303,確定,-600,2026-09-12 11:00:00,2026-09-12 11:00:05.531069,1,9.3,13.8,12
202606040303,確定,-600,2026-09-12 11:00:00,2026-09-12 11:00:05.531069,2,2.1,3.0,3
202606040303,確定,-600,2026-09-12 11:00:00,2026-09-12 11:00:05.531069,3,3.8,5.5,9
202606040303,確定,-600,2026-09-12 11:00:00,2026-09-12 11:00:05.531069,4,5.7,8.3,10
202606040303,確定,-600,2026-09-12 11:00:00,2026-09-12 11:00:05.531069,5,2.3,3.3,4
202606040303,確定,-600,2026-09-12 11:00:00,2026-09-12 11:00:05.531069,6,3.2,4.7,7
202606040303,確定,-600,2026-09-12 11:00:00,2026-09-12 11:00:05.531069,7,13.9,20.7,14
202606040303,確定,-600,2026-09-12 11:00:00,2026-09-12 11:00:05.531069,8,1.6,2.0,2
